"","year","month","T_ID","P_ID","START_CK","RELIEF_CK","CG_CK","HOLD","INN2","BF","PA","AB","HIT","H2","H3","HR","SB","CS","SH","SF","BB","IB","HP","KK","GD","WP","BK","ERR","R","ER","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","TB_SC_B","TB_SC_T","WLS_D","WLS_L","WLS_ND","WLS_S","WLS_W","KBB"
"2316",2018,3,"LG",60181,0,3,0,1,12,59,16,14,2,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,1,2,0,0,3,0,0,3.34146341463415
"2317",2018,3,"LG",61101,1,0,0,0,16,97,25,19,4,1,0,2,0,0,0,0,5,0,1,3,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2.19251336898396
"2318",2018,3,"LG",61145,0,1,0,0,2,16,4,3,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.786666666666667
"2319",2018,3,"LG",61891,0,2,0,0,2,24,5,3,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,0,0,2.38636363636364
"2320",2018,3,"LG",62146,0,2,0,0,8,33,10,8,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,0,0,1.38888888888889
"2321",2018,3,"LG",62698,1,0,0,0,18,92,26,23,7,1,0,0,0,1,1,0,2,1,0,4,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4.22834645669291
"2322",2018,3,"LG",64155,1,0,0,0,6,56,13,9,3,0,0,2,0,0,0,0,4,0,0,2,0,2,0,0,6,6,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.866666666666667
"2323",2018,3,"LG",66145,1,0,0,0,12,89,21,16,4,0,0,0,2,0,0,0,2,0,3,5,1,1,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1.4344262295082
"2324",2018,3,"LG",68135,2,0,0,0,36,209,52,46,13,5,0,0,4,1,0,1,5,0,0,16,1,2,0,0,5,5,0,1,0,0,0,1,0,0,0,0,1,1,0,2,0,0,0,3.34
"2325",2018,3,"LG",71118,0,1,0,0,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3.38709677419355
"2326",2018,3,"LG",76455,1,0,0,0,15,86,21,18,5,2,1,0,0,0,0,1,2,0,0,1,1,1,0,0,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.18587360594796
"2327",2018,3,"LG",76650,0,3,0,1,6,43,11,10,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,2,0,0,3,0,0,2.28089887640449
"2328",2018,3,"LG",78148,0,3,0,0,10,41,15,13,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,1,1,2,0,1,1,1,0,2.46376811594203
"2329",2018,3,"LG",79140,0,3,0,0,15,71,18,15,3,1,0,0,0,1,0,1,2,0,0,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,2,0,0,3,0,0,1.96491228070175
"2330",2018,3,"LT",62528,1,0,0,0,15,96,23,18,2,0,0,1,1,0,0,0,4,0,1,5,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.76683937823834
"2331",2018,3,"LT",63512,0,3,0,0,14,82,21,18,5,0,2,0,0,1,1,0,1,0,1,4,0,0,0,0,3,0,0,0,0,0,0,1,1,1,0,0,1,2,0,1,2,0,0,1.99212598425197
"2332",2018,3,"LT",63543,0,3,0,0,11,44,15,14,4,0,0,1,1,1,0,0,1,1,0,3,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,2,0,0,3,0,0,2.45
"2333",2018,3,"LT",65546,1,0,0,0,15,99,23,18,5,3,0,0,1,0,0,1,2,0,2,7,1,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2.9018691588785
"2334",2018,3,"LT",67588,2,0,0,0,30,171,44,36,9,0,0,1,1,0,0,0,7,0,1,9,2,0,0,0,5,5,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1.66666666666667
"2335",2018,3,"LT",68526,2,0,0,0,30,199,49,40,10,1,0,1,2,0,0,1,8,0,0,5,1,2,0,0,10,9,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1.75806451612903
"2336",2018,3,"LT",72535,0,4,0,0,6,36,8,6,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,2,2,0,0,0,0,0,2,1,1,0,0,2,2,0,0,4,0,0,1.91176470588235
"2337",2018,3,"LT",75321,0,2,0,0,2,35,7,6,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,2.89189189189189
"2338",2018,3,"LT",76540,0,4,0,0,9,52,13,13,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,1,1,0,0,2,2,0,0,4,0,0,1.82051282051282
"2339",2018,3,"LT",77318,0,3,0,1,10,61,14,13,2,0,0,1,1,0,0,0,1,0,0,6,0,0,0,0,2,2,0,0,0,0,0,1,1,1,0,0,1,2,0,0,3,0,0,1.85945945945946
"2340",2018,3,"LT",77591,1,0,0,0,15,89,24,22,7,1,0,0,0,0,0,0,2,0,0,5,0,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2.16521739130435
"2341",2018,3,"LT",78536,0,3,0,0,5,40,12,11,6,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,3,3,0,0,0,0,0,1,1,1,0,0,1,2,0,0,3,0,0,1.3125
"2342",2018,3,"LT",79545,0,4,0,0,12,69,18,16,4,1,0,1,0,0,0,0,2,0,0,4,0,0,0,0,1,1,0,0,0,0,0,1,2,1,0,0,1,3,0,1,3,0,0,1.37254901960784
"2343",2018,3,"NC",60263,1,0,0,0,18,90,23,22,4,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.37089201877934
"2344",2018,3,"NC",62920,0,2,0,0,2,24,4,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1.18181818181818
"2345",2018,3,"NC",62929,0,2,0,0,3,20,7,7,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,2.07079646017699
"2346",2018,3,"NC",62966,1,0,0,0,11,85,18,14,4,0,0,0,0,0,0,0,3,0,1,4,1,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.66304347826087
"2347",2018,3,"NC",64995,0,3,0,1,9,43,13,12,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,1,1.5
"2348",2018,3,"NC",65933,1,0,0,0,18,96,25,22,5,1,0,1,2,0,0,0,3,0,0,4,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.6
"2349",2018,3,"NC",68948,2,0,0,0,39,184,47,44,9,1,0,0,1,0,0,1,2,0,0,13,1,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,2.7
"2350",2018,3,"NC",68953,2,0,0,0,32,187,46,36,7,1,0,0,0,0,1,1,7,0,1,10,1,2,0,0,4,4,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,2.4406779661017
"2351",2018,3,"NC",75867,0,4,0,2,11,58,13,12,2,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0,3,1,0,0,3,0,1,3.6025641025641
"2352",2018,3,"NC",76118,0,4,0,1,9,58,17,13,6,1,0,0,0,1,0,1,2,0,1,2,0,0,0,0,5,5,2,0,0,1,1,0,0,0,0,0,3,1,0,1,2,1,0,3.03529411764706
"2353",2018,3,"NC",76757,0,5,0,2,18,85,22,20,3,0,0,0,1,0,0,0,2,0,0,2,1,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,3,2,0,0,5,0,0,1.49056603773585
"2354",2018,3,"NC",78352,0,4,0,0,11,43,13,13,2,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0,3,1,0,0,2,2,0,2.56944444444444
"2355",2018,3,"NC",79358,0,5,0,1,8,27,8,8,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,0,2,1,0,0,0,0,0,4,1,0,0,4,0,1,2.0952380952381
"2356",2018,3,"OB",62263,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1.8
"2357",2018,3,"OB",63248,0,4,0,1,15,83,20,17,1,1,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,3,1,0,0,3,1,0,1.8974358974359
"2358",2018,3,"OB",65543,2,0,0,0,31,189,44,41,13,3,0,1,0,0,1,0,2,0,0,9,0,1,0,0,5,5,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,3.51851851851852
"2359",2018,3,"OB",66291,0,3,0,2,10,57,14,14,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,3,0,0,1.50595238095238
"2360",2018,3,"OB",67266,0,5,0,1,13,80,22,18,4,0,0,0,0,0,1,0,2,0,1,4,0,0,0,0,2,0,0,0,2,0,2,0,0,0,1,0,3,2,0,1,4,0,0,2.27868852459016
"2361",2018,3,"OB",68220,0,3,0,0,8,54,13,11,4,1,0,0,0,0,1,0,1,0,0,4,0,0,0,0,2,2,0,0,1,0,1,0,0,0,1,0,2,1,0,0,2,0,1,1.52941176470588
"2362",2018,3,"OB",68240,1,0,0,0,18,83,21,20,2,0,0,0,0,0,0,0,1,0,0,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2.88235294117647
"2363",2018,3,"OB",74513,2,0,0,0,32,178,48,44,14,2,0,2,1,1,1,0,3,0,0,5,0,0,0,0,12,10,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1.89570552147239
"2364",2018,3,"OB",74543,0,1,0,0,3,51,13,10,7,1,0,2,0,0,0,0,3,0,0,1,0,0,0,0,9,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"2365",2018,3,"OB",76329,0,1,0,0,4,21,4,3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2.17857142857143
"2366",2018,3,"OB",77211,1,0,0,0,18,84,22,20,2,0,0,1,0,0,0,0,2,0,0,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2.46491228070175
"2367",2018,3,"OB",77263,0,4,0,0,13,60,18,16,4,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,3,3,0,0,0,0,2,0,0,0,2,0,4,0,0,0,1,3,0,2.2875
"2368",2018,3,"OB",78247,0,1,0,0,2,16,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.30909090909091
"2369",2018,3,"OB",79229,1,0,0,0,18,95,30,27,9,3,1,0,0,0,0,0,2,0,1,6,1,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1.85853658536585
"2370",2018,3,"SK",60841,1,0,0,0,16,98,27,26,9,3,0,2,2,0,0,0,1,0,0,8,0,0,0,0,6,6,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.73400673400673
"2371",2018,3,"SK",61895,0,3,0,1,11,57,15,15,4,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,4,4,1,0,1,0,1,0,0,0,0,0,2,1,0,0,3,0,0,2.48514851485149
"2372",2018,3,"SK",62056,0,3,0,1,10,46,12,12,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,2,1,0,1,0,1,0,0,0,0,0,2,1,0,0,3,0,0,1.48484848484848
"2373",2018,3,"SK",62869,1,0,0,0,15,88,22,21,7,1,0,2,0,0,0,0,1,0,0,5,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.3954802259887
"2374",2018,3,"SK",65856,1,0,0,0,15,102,24,21,6,2,0,0,0,0,0,0,3,0,0,10,0,1,0,0,4,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3.30263157894737
"2375",2018,3,"SK",66859,0,2,0,0,5,35,12,10,5,1,0,1,0,0,0,0,2,0,0,1,1,0,0,0,5,4,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1.64788732394366
"2376",2018,3,"SK",68815,1,0,0,0,18,90,22,21,5,0,0,0,1,1,0,0,1,0,0,3,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.35802469135802
"2377",2018,3,"SK",74838,0,2,0,1,6,31,9,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0,2.38095238095238
"2378",2018,3,"SK",75138,0,3,0,1,6,35,7,7,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,1,0,0,3,0,0,1.45833333333333
"2379",2018,3,"SK",75250,0,3,0,0,9,38,10,10,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,1,0,0,1,2,0,2
"2380",2018,3,"SK",75340,0,2,0,0,9,53,12,10,2,0,0,1,1,0,0,0,1,0,1,5,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1.8
"2381",2018,3,"SK",76858,0,2,0,0,9,62,14,11,4,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1.65384615384615
"2382",2018,3,"SK",77829,2,0,0,0,30,154,39,36,6,0,0,0,0,0,0,0,3,0,0,11,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,3.90825688073395
"2383",2018,3,"SK",78819,0,3,0,0,9,51,13,11,2,0,1,0,2,0,0,0,2,0,0,5,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,2,1,0,0,2,0,1,1.86666666666667
"2384",2018,3,"SK",79847,1,1,0,0,21,109,27,25,8,2,0,0,0,3,0,0,2,0,0,3,1,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1.9504132231405
"2385",2018,3,"SS",61411,0,3,0,0,12,62,15,13,1,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,2,1,0,2.68478260869565
"2386",2018,3,"SS",61457,0,5,0,1,7,50,12,9,3,1,0,1,0,0,1,0,1,0,1,4,0,0,0,0,5,5,0,1,0,0,0,0,2,0,0,2,2,3,0,1,4,0,0,2.32258064516129
"2387",2018,3,"SS",61496,0,2,0,0,7,71,15,9,3,1,0,0,0,0,0,0,6,0,0,2,1,0,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1.12
"2388",2018,3,"SS",66451,0,4,0,0,13,79,17,16,3,2,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,2,0,0,4,0,0,1.80487804878049
"2389",2018,3,"SS",66492,0,3,0,0,13,71,20,17,5,0,0,0,0,0,0,0,3,1,0,5,1,0,0,0,2,2,0,2,0,0,0,0,0,0,0,1,1,2,0,1,2,0,0,1.22413793103448
"2390",2018,3,"SS",67467,0,1,0,0,3,17,6,4,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1.24
"2391",2018,3,"SS",68400,1,0,0,0,10,88,21,17,7,2,0,3,1,0,0,0,4,0,0,5,0,0,0,0,9,9,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.3968253968254
"2392",2018,3,"SS",68415,1,0,0,0,18,90,24,22,4,2,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.44117647058824
"2393",2018,3,"SS",68435,2,0,0,0,38,210,54,45,12,4,0,2,0,0,1,1,6,0,1,9,3,0,1,0,7,7,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,2.53703703703704
"2394",2018,3,"SS",74454,2,0,0,0,35,164,50,46,14,2,0,3,1,1,1,0,2,0,1,9,1,0,0,0,8,8,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,2.26380368098159
"2395",2018,3,"SS",76461,0,1,0,0,5,42,10,9,4,0,0,3,0,0,0,0,0,0,1,2,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.63636363636364
"2396",2018,3,"SS",76610,0,3,0,1,9,53,13,12,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,3,0,0,1.35714285714286
"2397",2018,3,"SS",77446,1,0,0,0,13,100,22,18,9,0,0,1,0,1,1,0,2,0,1,4,2,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.26436781609195
"2398",2018,3,"SS",99445,0,2,0,0,6,33,10,8,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,3.44
"2399",2018,3,"WO",62363,1,0,0,0,16,95,23,21,7,1,0,0,0,0,0,1,1,0,0,2,2,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2.70873786407767
"2400",2018,3,"WO",62937,1,0,0,0,11,70,20,19,9,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,7,7,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,3.1125
"2401",2018,3,"WO",63342,0,4,0,0,13,81,18,15,3,1,0,0,0,0,1,0,2,0,0,7,0,0,0,0,2,2,1,0,0,1,0,0,0,0,2,0,2,2,0,0,2,2,0,4.21212121212121
"2402",2018,3,"WO",64051,0,1,0,0,5,27,9,7,2,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2.10526315789474
"2403",2018,3,"WO",64350,0,1,0,0,11,39,14,13,2,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1.04347826086957
"2404",2018,3,"WO",65320,2,0,0,0,33,192,49,44,15,2,0,0,2,1,0,1,2,0,2,7,2,0,0,0,5,5,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,2.88275862068966
"2405",2018,3,"WO",65742,2,0,0,0,39,207,56,54,18,0,2,2,1,0,0,0,1,0,1,13,0,0,0,1,9,8,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,3.17857142857143
"2406",2018,3,"WO",66018,0,4,0,0,10,64,18,12,3,0,0,1,0,0,1,0,5,1,0,4,0,0,0,0,1,1,1,0,0,2,0,0,0,0,1,0,3,1,0,0,4,0,0,1.46153846153846
"2407",2018,3,"WO",67313,1,0,0,0,18,102,27,25,7,2,0,0,0,0,0,0,2,0,0,7,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3.24242424242424
"2408",2018,3,"WO",67828,0,4,0,0,18,82,25,22,3,1,0,0,1,0,0,0,3,0,0,7,0,2,0,0,0,0,1,0,0,2,0,0,0,0,1,0,3,1,0,0,2,0,2,2.15789473684211
"2409",2018,3,"WO",74359,0,4,0,2,9,44,12,12,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,1,0,0,0,0,2,0,2,2,0,0,4,0,0,3.44230769230769
"2410",2018,3,"WO",75342,0,3,0,1,7,50,11,11,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,1,0,0,1,0,0,0,0,1,0,2,1,0,0,3,0,0,2.81538461538462
"2411",2018,3,"WO",76430,0,4,0,3,11,69,15,13,2,1,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,2,2,0,0,4,0,0,2.47413793103448
"2412",2018,4,"HH",60768,0,8,0,0,34,215,51,45,13,3,0,2,0,0,0,1,4,0,1,15,1,1,0,0,6,6,0,1,1,0,3,0,1,0,1,1,5,3,0,0,8,0,0,1.93893129770992
"2413",2018,4,"HH",64759,0,12,0,3,25,133,32,28,4,0,0,0,1,0,0,0,4,0,0,6,1,0,0,0,0,0,0,2,1,0,3,0,2,1,2,1,7,5,0,0,12,0,0,1.59090909090909
"2414",2018,4,"HH",65764,0,1,0,0,8,58,16,12,5,1,0,2,0,0,0,1,3,0,0,2,0,0,0,0,5,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1.6875
"2415",2018,4,"HH",65769,0,3,0,0,6,59,13,11,5,0,0,2,1,0,0,0,2,0,0,1,0,0,0,0,4,4,0,1,0,0,1,0,0,1,0,0,3,0,0,0,2,0,1,1.3758389261745
"2416",2018,4,"HH",66741,5,0,0,0,81,440,117,108,31,6,1,3,0,0,1,0,8,0,0,12,4,0,0,0,15,14,0,1,0,0,1,0,0,1,1,1,4,1,0,1,2,0,2,1.71641791044776
"2417",2018,4,"HH",67703,0,10,0,3,30,150,41,36,9,2,0,0,0,0,0,1,4,0,0,8,2,0,0,0,2,2,0,1,1,0,4,0,2,0,1,1,4,6,0,0,9,0,1,1.95652173913043
"2418",2018,4,"HH",68701,1,2,0,0,17,107,30,24,6,0,0,0,0,0,0,0,3,0,3,4,0,0,0,1,4,4,0,0,0,0,1,0,0,0,0,2,2,1,0,0,3,0,0,1.625
"2419",2018,4,"HH",68703,0,9,0,0,18,124,30,26,8,0,0,1,0,0,0,0,4,0,0,8,0,0,0,0,5,5,0,1,1,0,1,0,2,0,2,2,6,3,0,0,9,0,0,1.44117647058824
"2420",2018,4,"HH",68742,4,0,0,0,60,417,102,93,33,3,0,2,1,0,0,1,7,0,1,14,1,0,0,0,13,13,0,1,1,0,0,0,1,0,1,0,1,3,0,2,2,0,0,2.76470588235294
"2421",2018,4,"HH",68748,4,0,0,0,72,407,97,85,13,4,0,1,3,1,0,0,12,0,0,30,1,1,0,0,7,5,0,2,1,0,0,0,1,0,0,0,1,3,0,1,2,0,1,2.46835443037975
"2422",2018,4,"HH",70425,4,0,0,0,51,331,83,70,21,5,1,1,1,0,0,0,10,0,3,15,1,0,1,0,17,17,0,0,0,0,2,0,0,0,1,1,3,1,0,1,2,0,1,2.6
"2423",2018,4,"HH",73738,1,8,0,2,48,227,62,59,14,2,0,2,0,1,0,0,2,0,1,7,2,0,0,0,4,4,0,2,1,0,2,0,1,0,2,1,5,4,0,0,8,0,1,2.546875
"2424",2018,4,"HH",73750,3,0,0,0,41,267,66,61,22,4,0,3,1,0,1,0,4,0,0,13,0,1,0,0,14,14,0,1,0,0,0,0,1,0,0,1,2,1,0,1,1,0,1,1.94615384615385
"2425",2018,4,"HH",73801,0,12,0,1,45,300,71,63,18,2,0,0,1,0,0,1,6,0,1,13,1,4,0,1,12,8,0,2,2,0,3,0,2,0,2,1,5,7,0,3,6,0,3,1.5
"2426",2018,4,"HH",74857,0,10,0,0,30,157,40,37,7,0,0,1,0,0,0,1,1,0,1,13,0,0,0,0,3,2,0,4,1,0,2,0,1,1,1,0,5,5,0,0,2,7,1,3.84
"2427",2018,4,"HH",78552,0,1,0,0,3,18,5,5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2.45
"2428",2018,4,"HH",79764,0,2,0,0,13,61,19,16,5,2,0,1,0,0,0,1,2,0,0,3,1,0,0,0,3,3,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1,0,0,1.95205479452055
"2429",2018,4,"HT",60634,0,8,0,0,8,79,21,14,7,1,0,2,0,0,0,0,5,0,2,2,0,0,0,0,4,4,1,0,1,1,1,0,1,1,0,2,4,4,0,1,6,0,1,1.10344827586207
"2430",2018,4,"HT",61666,3,1,0,0,60,339,84,76,19,4,1,4,2,2,0,0,7,0,1,19,1,3,0,0,12,12,1,0,1,0,0,0,1,1,0,0,0,4,0,1,2,0,1,1.6046511627907
"2431",2018,4,"HT",62648,0,10,0,1,29,160,42,34,8,3,0,1,0,0,0,0,8,1,0,7,1,1,0,0,5,5,1,0,2,3,0,0,1,1,0,2,4,6,0,0,8,0,2,1.36
"2432",2018,4,"HT",62754,2,0,0,0,33,186,48,44,13,4,0,3,0,0,0,2,1,0,1,6,1,0,0,0,8,6,0,0,1,0,0,0,1,0,0,0,0,2,0,2,0,0,0,2.69411764705882
"2433",2018,4,"HT",65616,1,5,0,1,27,165,42,34,9,2,0,2,1,2,0,0,5,0,3,6,0,0,0,0,10,10,2,0,1,0,0,0,2,1,0,0,1,5,0,2,4,0,0,1.88732394366197
"2434",2018,4,"HT",65639,0,7,0,0,24,172,41,36,11,2,2,2,0,0,0,0,3,0,2,10,0,0,0,0,11,10,1,0,1,1,1,0,1,1,0,1,3,4,0,0,7,0,0,1.61538461538462
"2435",2018,4,"HT",65643,0,3,0,0,31,182,49,46,17,3,0,4,0,0,0,0,2,0,1,7,2,1,0,0,11,11,1,0,0,0,0,0,1,1,0,0,0,3,0,0,3,0,0,3.6875
"2436",2018,4,"HT",66643,4,0,0,0,66,366,100,95,30,5,0,2,2,1,1,0,4,0,0,16,1,0,0,0,15,12,2,0,0,1,0,0,0,0,0,1,3,1,0,1,2,0,1,3.21969696969697
"2437",2018,4,"HT",67640,0,6,0,0,20,117,29,27,7,1,1,0,1,0,0,0,2,0,0,9,0,1,0,0,2,2,2,0,1,0,0,0,2,0,0,1,1,5,0,0,6,0,0,1.58064516129032
"2438",2018,4,"HT",67645,5,0,0,0,92,490,136,126,38,9,0,3,1,0,0,2,8,1,0,24,0,1,0,0,16,15,0,0,1,2,0,0,1,0,0,1,2,3,0,1,3,0,1,3.6969696969697
"2439",2018,4,"HT",76350,0,9,0,0,25,158,45,39,14,4,1,1,0,0,1,0,5,1,0,12,0,0,0,0,9,8,1,0,1,3,1,0,0,1,0,2,6,3,0,3,2,3,1,2.65384615384615
"2440",2018,4,"HT",77637,4,0,2,0,93,449,127,121,28,3,0,1,1,0,0,0,6,1,0,31,0,1,0,0,8,7,1,0,0,1,1,0,0,0,0,1,4,0,0,1,1,0,2,3.05936073059361
