"","year","month","P_ID","T_ID","AB","HIT","H2","H3","HR","BB","HP","KK","BK","AVG","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","H_A_AWAY","H_A_HOME","PA","R","ER","H2_rate","H3_rate","HR_rate","BB_rate","HP_rate","KK_rate","OBP","SLG","OPS","BABIP","BK_rate","SB_try","SB_succ","ERR","KBB","ERA","R_FIP","kwERA"
"2978",2018,7,67119,"LG",57,16,3,0,4,7,0,11,0,0.280701754385965,0,2,2,0,0,2,2,0,1,2,6,5,65,10,10,0.1875,0,0.25,0.107692307692308,0,0.169230769230769,0.353846153846154,0.543859649122807,0.897705802968961,0.235294117647059,0,0.0161507402422611,0.75,0.00105689624801832,1.57142857142857,6.42857142857143,7.5715947023552,4.66153846153846
"2979",2018,7,68135,"LG",120,31,3,1,5,8,2,23,0,0.258333333333333,0,1,1,0,0,1,1,0,0,1,3,2,132,15,12,0.0967741935483871,0.032258064516129,0.161290322580645,0.0606060606060606,0.0151515151515152,0.174242424242424,0.310606060606061,0.425,0.735606060606061,0.245283018867925,0,0.0398633257403189,0.785714285714286,0.00105689624801832,2.875,3.56043956043956,5.54412217488267,4.03636363636364
"2980",2018,7,71118,"LG",38,13,2,0,4,2,0,9,0,0.342105263157895,0,1,0,0,0,1,1,1,1,1,2,4,40,13,11,0.153846153846154,0,0.307692307692308,0.05,0,0.225,0.375,0.710526315789474,1.08552631578947,0.333333333333333,0,0.0202360876897133,0.666666666666667,0.00105689624801832,4.5,11.88,8.72873755949805,3.3
"2981",2018,7,76455,"LG",80,30,8,0,5,17,1,12,0,0.375,0,1,0,0,0,0,0,1,1,1,2,2,100,28,28,0.266666666666667,0,0.166666666666667,0.17,0.01,0.12,0.48,0.6625,1.1425,0.294117647058824,0,0.0179188934297391,0.614035087719298,0.00105689624801832,0.705882352941177,14.5384615384615,9.40950679026728,6
"2982",2018,7,76650,"LG",29,11,1,0,2,1,1,9,0,0.379310344827586,0,1,2,0,0,2,2,1,1,2,5,6,31,8,7,0.0909090909090909,0,0.181818181818182,0.032258064516129,0.032258064516129,0.290322580645161,0.419354838709677,0.620689655172414,1.04004449388209,0.45,0,0.0196078431372549,0.526315789473684,0.00105689624801832,9,10.5,6.26207089283139,2.30322580645161
"2983",2018,7,78148,"LG",31,7,1,0,0,1,0,10,0,0.225806451612903,0,1,1,0,0,1,1,2,1,1,3,5,33,4,3,0.142857142857143,0,0,0.0303030303030303,0,0.303030303030303,0.242424242424242,0.258064516129032,0.500488758553275,0.291666666666667,0,0.0299884659746251,0.730769230769231,0.00105689624801832,10,3.24,1.88873755949805,2.12727272727273
"2984",2018,7,79339,"LG",12,3,1,0,0,3,0,2,0,0.25,0,0,1,0,0,0,1,0,0,0,2,0,15,0,0,0.333333333333333,0,0,0.2,0,0.133333333333333,0.4,0.333333333333333,0.733333333333333,0.230769230769231,0,0.0196078431372549,0,0.00105689624801832,0.666666666666667,0,5.59540422616472,6.2
"2985",2018,7,79825,"LG",39,12,6,0,0,3,1,11,0,0.307692307692308,0,0,1,0,0,0,2,1,1,0,1,4,46,7,6,0.5,0,0,0.0652173913043478,0.0217391304347826,0.239130434782609,0.347826086956522,0.461538461538462,0.809364548494983,0.315789473684211,0,0.0140845070422535,0.4,0.00105689624801832,3.66666666666667,5.4,2.92873755949805,3.31304347826087
"2986",2018,7,62528,"LT",92,35,7,1,3,10,2,18,0,0.380434782608696,0,1,1,0,0,1,1,0,1,0,3,2,108,25,24,0.2,0.0285714285714286,0.0857142857142857,0.0925925925925926,0.0185185185185185,0.166666666666667,0.435185185185185,0.576086956521739,1.01127214170692,0.351648351648352,0,0.0404208194905869,0.684931506849315,0.00172771250863856,1.8,10.6229508196721,5.8467703463833,4.51111111111111
"2987",2018,7,63543,"LT",31,6,1,0,2,2,1,6,0,0.193548387096774,0,0,0,0,0,1,3,2,1,3,5,5,35,3,3,0.166666666666667,0,0.333333333333333,0.0571428571428571,0.0285714285714286,0.171428571428571,0.257142857142857,0.419354838709677,0.676497695852535,0.142857142857143,0,0.0317195325542571,0.736842105263158,0.00172771250863856,3,3.11538461538462,6.58258371334421,4.02857142857143
"2988",2018,7,64021,"LT",58,22,5,0,4,6,1,3,0,0.379310344827586,0,0,1,0,0,1,0,1,0,0,0,3,65,13,13,0.227272727272727,0,0.181818181818182,0.0923076923076923,0.0153846153846154,0.0461538461538462,0.446153846153846,0.672413793103448,1.11856763925729,0.310344827586207,0,0.0241973010702652,0.673076923076923,0.00172771250863856,0.5,9.75,9.51207089283139,5.95384615384615
"2989",2018,7,65546,"LT",122,40,6,2,2,7,4,32,1,0.327868852459016,0,0,0,0,0,0,2,1,1,1,3,2,137,23,21,0.15,0.05,0.05,0.0510948905109489,0.0291970802919708,0.233576642335766,0.372262773722628,0.459016393442623,0.831279167165251,0.355140186915888,0.0196078431372549,0.0245901639344262,0.666666666666667,0.00172771250863856,4.57142857142857,6.59302325581395,3.75431895484689,3.21021897810219
"2990",2018,7,68526,"LT",115,31,6,1,3,12,1,26,0,0.269565217391304,0,0,0,0,0,1,2,0,1,1,3,2,131,14,14,0.193548387096774,0.032258064516129,0.0967741935483871,0.0916030534351145,0.00763358778625954,0.198473282442748,0.33587786259542,0.417391304347826,0.753269166943246,0.266666666666667,0,0.0397456279809221,0.88,0.00172771250863856,2.16666666666667,4.3448275862069,4.82528928363598,4.1175572519084
"2991",2018,7,72523,"LT",27,5,2,0,0,2,0,5,0,0.185185185185185,0,1,2,0,0,1,2,0,2,0,4,4,29,2,2,0.4,0,0,0.0689655172413793,0,0.172413793103448,0.241379310344828,0.259259259259259,0.500638569604087,0.208333333333333,0,0.0196078431372549,0.588235294117647,0.00172771250863856,2.5,2.45454545454545,3.38328301404351,4.15862068965517
"2992",2018,7,72535,"LT",48,15,1,0,1,2,0,6,0,0.3125,0,1,1,0,0,2,4,1,2,2,8,5,51,7,7,0.0666666666666667,0,0.0666666666666667,0.0392156862745098,0,0.117647058823529,0.333333333333333,0.395833333333333,0.729166666666667,0.311111111111111,0,0.0103950103950104,0.8,0.00172771250863856,3,5.55882352941176,4.54638461832158,4.45882352941176
"2993",2018,7,73211,"LT",51,13,3,0,2,2,0,8,0,0.254901960784314,0,0,2,0,0,2,1,1,2,0,3,5,55,4,4,0.230769230769231,0,0.153846153846154,0.0363636363636364,0,0.145454545454545,0.272727272727273,0.431372549019608,0.704099821746881,0.234042553191489,0,0.0244865718799368,0.709677419354839,0.00172771250863856,4,2.7,5.12873755949805,4.09090909090909
"2994",2018,7,75321,"LT",24,4,2,0,0,3,0,7,0,0.166666666666667,0,0,2,0,0,1,0,1,0,2,2,4,27,1,1,0.5,0,0,0.111111111111111,0,0.259259259259259,0.259259259259259,0.25,0.509259259259259,0.2,0,0.0217616580310881,0.857142857142857,0.00172771250863856,2.33333333333333,1.35,3.17873755949805,3.62222222222222
"2995",2018,7,75537,"LT",8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,1,0,0,0,3,8,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0.015748031496063,1,0.00172771250863856,0,0,0.178737559498052,-2.1
"2996",2018,7,76540,"LT",7,2,1,1,0,0,0,1,0,0.285714285714286,0,0,0,0,0,0,1,0,0,0,0,1,7,1,1,0.5,0.5,0,0,0,0.142857142857143,0.285714285714286,0.714285714285714,1,0.333333333333333,0,0.0238568588469185,0.833333333333333,0.00172771250863856,0,5.4,2.72873755949805,3.68571428571429
"2997",2018,7,77318,"LT",28,10,0,0,2,3,1,8,0,0.357142857142857,0,0,1,0,0,0,2,0,2,0,3,2,32,6,6,0,0,0.2,0.09375,0.03125,0.25,0.4375,0.571428571428571,1.00892857142857,0.363636363636364,0,0.0295748613678373,0.770833333333333,0.00172771250863856,2.66666666666667,9,7.59540422616472,3.525
"2998",2018,7,77591,"LT",64,22,6,1,2,6,0,14,0,0.34375,0,0,1,0,0,0,0,1,0,1,1,2,71,10,10,0.272727272727273,0.0454545454545455,0.0909090909090909,0.0845070422535211,0,0.197183098591549,0.394366197183099,0.5625,0.956866197183099,0.357142857142857,0,0.020979020979021,0.592592592592593,0.00172771250863856,2.33333333333333,6.27906976744186,5.04501662926549,4.04788732394366
"2999",2018,7,79293,"LT",35,14,1,0,2,2,1,6,0,0.4,0,0,2,0,0,1,2,1,1,3,6,4,38,7,5,0.0714285714285714,0,0.142857142857143,0.0526315789473684,0.0263157894736842,0.157894736842105,0.447368421052632,0.6,1.04736842105263,0.4,0,0.0142857142857143,0.571428571428571,0.00172771250863856,3,6.42857142857143,7.21445184521234,4.13684210526316
"3000",2018,7,79545,"LT",38,7,3,0,0,7,0,9,0,0.184210526315789,0,1,2,0,0,1,2,2,1,2,5,6,46,2,2,0.428571428571429,0,0,0.152173913043478,0,0.195652173913043,0.304347826086957,0.263157894736842,0.567505720823799,0.184210526315789,0,0.0107361963190184,0.571428571428571,0.00172771250863856,1.28571428571429,1.6875,4.20998755949805,4.87826086956522
"3001",2018,7,60263,"NC",108,29,7,0,3,6,4,26,0,0.268518518518519,0,1,0,0,1,0,0,2,0,1,3,2,121,13,12,0.241379310344828,0,0.103448275862069,0.0495867768595041,0.0330578512396694,0.214876033057851,0.322314049586777,0.416666666666667,0.738980716253444,0.273684210526316,0,0.0178843226788432,0.468085106382979,0.00263111734783371,4.33333333333333,3.95121951219512,4.55068877901025,3.41652892561984
"3002",2018,7,60339,"NC",51,8,0,0,0,7,1,7,0,0.156862745098039,0,0,0,0,1,0,0,3,1,1,4,2,60,2,2,0,0,0,0.116666666666667,0.0166666666666667,0.116666666666667,0.266666666666667,0.156862745098039,0.423529411764706,0.148148148148148,0,0.021505376344086,0.777777777777778,0.00263111734783371,1,1.22727272727273,4.61055574131623,5.4
"3003",2018,7,62929,"NC",48,14,1,0,2,3,0,12,0,0.291666666666667,0,3,0,1,2,0,0,2,1,2,6,5,53,4,4,0.0714285714285714,0,0.142857142857143,0.0566037735849057,0,0.226415094339623,0.320754716981132,0.4375,0.758254716981132,0.292682926829268,0,0.0110323089046493,0.714285714285714,0.00263111734783371,4,3,4.84540422616472,3.3622641509434
"3004",2018,7,62951,"NC",52,17,2,0,1,8,0,6,0,0.326923076923077,0,0,0,1,0,0,0,1,0,1,1,2,61,8,8,0.117647058823529,0,0.0588235294117647,0.131147540983607,0,0.0983606557377049,0.409836065573771,0.423076923076923,0.832912988650694,0.290909090909091,0,0.0173661360347323,0.666666666666667,0.00263111734783371,0.75,6,6.01207089283139,5.79344262295082
"3005",2018,7,63936,"NC",12,4,1,0,1,3,1,0,0,0.333333333333333,0,0,0,0,0,0,0,1,0,1,2,0,16,5,5,0.25,0,0.25,0.1875,0.0625,0,0.5,0.666666666666667,1.16666666666667,0.2,0,0.0128205128205128,0,0.00263111734783371,0,16.875,13.3037375594981,7.65
"3006",2018,7,63950,"NC",23,7,1,0,0,4,0,5,0,0.304347826086957,0,0,0,2,0,0,0,0,0,1,3,0,27,5,5,0.142857142857143,0,0,0.148148148148148,0,0.185185185185185,0.407407407407407,0.347826086956522,0.755233494363929,0.318181818181818,0,0.0214655810510733,0.655172413793103,0.00263111734783371,1.25,8.4375,4.30373755949805,4.95555555555556
"3007",2018,7,64594,"NC",3,1,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,0,0,0.00263111734783371,0,0,3.92873755949805,5.4
"3008",2018,7,64995,"NC",5,3,0,0,0,1,0,1,0,0.6,0,0,0,0,0,0,0,0,1,0,1,0,7,2,2,0,0,0,0.142857142857143,0,0.142857142857143,0.571428571428571,0.6,1.17142857142857,0.428571428571429,0,0.0178571428571429,0.666666666666667,0.00263111734783371,1,18,4.92873755949805,5.4
"3009",2018,7,65064,"NC",18,6,1,0,2,4,0,4,0,0.333333333333333,0,0,0,0,1,0,0,0,0,1,1,1,23,5,4,0.166666666666667,0,0.333333333333333,0.173913043478261,0,0.173913043478261,0.434782608695652,0.722222222222222,1.15700483091787,0.222222222222222,0,0.0235294117647059,1,0.00263111734783371,1,8.30769230769231,10.851814482575,5.4
"3010",2018,7,65908,"NC",6,1,0,0,1,2,3,2,0,0.166666666666667,0,0,0,1,0,0,0,0,0,0,1,0,11,3,3,0,0,1,0.181818181818182,0.272727272727273,0.181818181818182,0.545454545454545,0.666666666666667,1.21212121212121,0,0,0,0,0.00263111734783371,1,16.2,18.3287375594981,5.4
"3011",2018,7,65933,"NC",74,30,6,1,6,12,2,12,0,0.405405405405405,0,1,0,1,1,0,0,0,0,1,2,2,89,22,21,0.2,0.0333333333333333,0.2,0.134831460674157,0.0224719101123595,0.134831460674157,0.49438202247191,0.756756756756757,1.25113877922867,0.333333333333333,0,0.018972697825081,0.365853658536585,0.00263111734783371,1,12.6,10.3287375594981,5.4
"3012",2018,7,66920,"NC",7,2,1,0,1,1,0,3,0,0.285714285714286,0,0,0,0,0,0,0,1,0,0,0,1,8,2,2,0.5,0,0.5,0.125,0,0.375,0.375,0.857142857142857,1.23214285714286,0.25,0,0.025028441410694,0.590909090909091,0.00263111734783371,3,10.8,9.92873755949805,2.4
"3013",2018,7,68908,"NC",13,3,0,1,0,6,0,3,0,0.230769230769231,0,0,0,1,0,0,0,0,0,2,2,1,20,3,2,0,0.333333333333333,0,0.3,0,0.15,0.45,0.384615384615385,0.834615384615385,0.166666666666667,0,0.0344827586206897,1,0.00263111734783371,0.5,4.90909090909091,7.20146483222532,7.2
"3014",2018,7,68948,"NC",60,17,4,0,3,9,0,18,0,0.283333333333333,0,1,0,0,1,0,0,1,0,0,2,1,69,8,8,0.235294117647059,0,0.176470588235294,0.130434782608696,0,0.260869565217391,0.376811594202899,0.5,0.876811594202899,0.291666666666667,0,0.0292682926829268,0.5,0.00263111734783371,2,5.02325581395349,6.02176081531201,3.83478260869565
"3015",2018,7,68953,"NC",95,29,3,1,5,11,2,25,0,0.305263157894737,0,0,0,1,0,0,0,2,0,2,3,2,112,14,14,0.103448275862069,0.0344827586206897,0.172413793103448,0.0982142857142857,0.0178571428571429,0.223214285714286,0.375,0.515789473684211,0.890789473684211,0.27906976744186,0,0.0286532951289398,0.8,0.00263111734783371,2.27272727272727,5.4,6.24302327378377,3.9
"3016",2018,7,75867,"NC",40,11,4,0,1,5,1,14,0,0.275,0,2,0,1,2,0,0,3,1,3,8,4,48,4,3,0.363636363636364,0,0.0909090909090909,0.104166666666667,0.0208333333333333,0.291666666666667,0.354166666666667,0.45,0.804166666666667,0.285714285714286,0,0.022202486678508,0.56,0.00263111734783371,2.8,2.61290322580645,4.21906014014321,3.15
"3017",2018,7,76118,"NC",52,12,0,0,2,4,0,8,0,0.230769230769231,0,2,0,2,1,0,0,2,1,4,7,5,56,4,4,0,0,0.166666666666667,0.0714285714285714,0,0.142857142857143,0.285714285714286,0.346153846153846,0.631868131868132,0.217391304347826,0,0.02827965435978,0.694444444444444,0.00263111734783371,2,2.7,5.57873755949805,4.54285714285714
"3018",2018,7,76757,"NC",43,14,5,0,1,3,2,3,0,0.325581395348837,0,1,0,2,2,0,0,3,0,0,6,2,48,6,5,0.357142857142857,0,0.0714285714285714,0.0625,0.0416666666666667,0.0625,0.395833333333333,0.511627906976744,0.907461240310077,0.295454545454545,0,0.0240137221269297,0.928571428571429,0.00263111734783371,1,4.6551724137931,6.20459962846357,5.4
"3019",2018,7,79358,"NC",57,9,0,0,1,6,1,23,0,0.157894736842105,0,2,0,2,2,0,0,4,1,4,9,6,67,6,4,0,0,0.111111111111111,0.0895522388059701,0.0149253731343284,0.343283582089552,0.238805970149254,0.210526315789474,0.449332285938727,0.173913043478261,0,0.0297029702970297,0.75,0.00263111734783371,3.83333333333333,2.11764705882353,3.22285520655688,2.35522388059702
"3020",2018,7,61214,"OB",51,17,5,0,1,5,1,7,0,0.333333333333333,0,0,2,1,1,0,0,1,2,0,4,3,57,10,10,0.294117647058824,0,0.0588235294117647,0.087719298245614,0.0175438596491228,0.12280701754386,0.403508771929825,0.490196078431373,0.893704850361197,0.326530612244898,0,0.0324675324675325,0.84,0.00157894736842105,1.4,7.94117647058823,5.42873755949805,4.97894736842105
"3021",2018,7,63248,"OB",39,8,2,0,2,3,0,14,0,0.205128205128205,2,0,1,2,2,0,0,0,1,0,4,4,42,4,4,0.25,0,0.25,0.0714285714285714,0,0.333333333333333,0.261904761904762,0.41025641025641,0.672161172161172,0.230769230769231,0,0.0202808112324493,0.730769230769231,0.00157894736842105,4.66666666666667,3.48387096774194,4.60615691433676,2.25714285714286
"3022",2018,7,65064,"OB",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235294117647059,1,0.00157894736842105,0,0,3.92873755949805,5.4
"3023",2018,7,65543,"OB",101,24,6,0,0,10,0,21,0,0.237623762376238,1,0,0,0,1,0,0,1,1,0,1,3,113,7,6,0.25,0,0,0.0884955752212389,0,0.185840707964602,0.300884955752212,0.297029702970297,0.597914658722509,0.25531914893617,0,0.0326643053915781,0.650602409638554,0.00157894736842105,2.1,2.05063291139241,3.47304135696641,4.23185840707965
"3024",2018,7,66160,"OB",8,3,0,0,1,0,1,1,0,0.375,0,0,0,0,0,0,0,1,0,0,1,0,9,1,1,0,0,0.333333333333333,0,0.111111111111111,0.111111111111111,0.444444444444444,0.75,1.19444444444444,0.285714285714286,0,0.0315789473684211,1,0.00157894736842105,0,5.4,12.3287375594981,4.06666666666667
"3025",2018,7,66291,"OB",64,20,4,2,2,4,2,12,0,0.3125,1,0,1,1,2,0,0,0,1,0,3,3,72,12,12,0.2,0.1,0.1,0.0555555555555556,0.0277777777777778,0.166666666666667,0.361111111111111,0.53125,0.892361111111111,0.3,0,0.0303203661327231,0.679245283018868,0.00157894736842105,3,7.04347826086956,5.23308538558501,4.06666666666667
"3026",2018,7,67263,"OB",15,5,0,0,2,0,1,3,0,0.333333333333333,1,0,0,0,0,0,0,1,0,0,1,1,16,3,3,0,0,0.4,0,0.0625,0.1875,0.375,0.733333333333333,1.10833333333333,0.272727272727273,0,0.0110619469026549,0.4,0.00157894736842105,0,8.1,10.8287375594981,3.15
"3027",2018,7,67266,"OB",33,10,1,0,0,2,0,8,1,0.303030303030303,1,0,0,3,2,0,0,0,2,0,3,5,35,3,3,0.1,0,0,0.0571428571428571,0,0.228571428571429,0.342857142857143,0.333333333333333,0.676190476190476,0.37037037037037,0.0833333333333333,0.024906600249066,0.85,0.00157894736842105,4,3.52173913043478,2.6243897334111,3.34285714285714
"3028",2018,7,68201,"OB",5,2,0,0,0,0,0,1,0,0.4,1,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0.166666666666667,0.333333333333333,0.4,0.733333333333333,0.333333333333333,0,0,0,0.00157894736842105,0,0,2.42873755949805,3.4
"3029",2018,7,68240,"OB",95,30,4,1,3,7,4,18,0,0.315789473684211,1,0,1,1,2,0,0,0,0,0,3,2,107,20,20,0.133333333333333,0.0333333333333333,0.1,0.0654205607476635,0.0373831775700935,0.168224299065421,0.383177570093458,0.473684210526316,0.856861780619774,0.310344827586207,0,0.0313620071684588,0.742857142857143,0.00157894736842105,2.57142857142857,8.18181818181818,5.56510119586169,4.16635514018692
"3030",2018,7,73248,"OB",32,6,1,0,0,8,0,5,0,0.1875,2,0,1,3,1,0,0,1,1,0,4,5,40,3,3,0.166666666666667,0,0,0.2,0,0.125,0.35,0.21875,0.56875,0.171428571428571,0,0.0133185349611543,0.75,0.00157894736842105,0.625,3.11538461538462,5.54412217488267,6.3
"3031",2018,7,74513,"OB",31,16,4,0,1,2,2,2,0,0.516129032258065,0,0,0,1,0,0,0,1,1,0,2,1,37,13,13,0.25,0,0.0625,0.0540540540540541,0.0540540540540541,0.0540540540540541,0.540540540540541,0.741935483870968,1.28247602441151,0.416666666666667,0,0.0140540540540541,0.730769230769231,0.00157894736842105,1,20.6470588235294,7.63461991243923,5.4
"3032",2018,7,76329,"OB",24,8,3,1,0,0,0,3,0,0.333333333333333,1,0,1,1,2,0,0,1,0,0,4,2,24,2,2,0.375,0.125,0,0,0,0.125,0.333333333333333,0.541666666666667,0.875,0.380952380952381,0,0.0160642570281124,0.666666666666667,0.00157894736842105,0,3.375,2.80373755949805,3.9
"3033",2018,7,77211,"OB",97,32,7,0,2,7,0,15,0,0.329896907216495,0,0,1,1,1,0,0,1,0,0,4,0,107,12,10,0.21875,0,0.0625,0.0654205607476635,0,0.14018691588785,0.364485981308411,0.463917525773196,0.828403507081607,0.32258064516129,0,0.0126874279123414,0.590909090909091,0.00157894736842105,2.14285714285714,3.97058823529412,4.67873755949805,4.50280373831776
"3034",2018,7,77263,"OB",43,13,1,0,3,3,1,12,0,0.302325581395349,2,0,2,3,1,0,0,1,1,0,5,5,47,9,9,0.0769230769230769,0,0.230769230769231,0.0638297872340425,0.0212765957446809,0.25531914893617,0.361702127659574,0.534883720930233,0.896585848589807,0.3125,0,0.0160919540229885,0.5,0.00157894736842105,4,8.1,6.62873755949805,3.10212765957447
"3035",2018,7,78247,"OB",25,7,2,1,1,6,2,7,0,0.28,1,0,2,1,1,0,0,2,0,0,5,2,33,6,6,0.285714285714286,0.142857142857143,0.142857142857143,0.181818181818182,0.0606060606060606,0.212121212121212,0.454545454545455,0.56,1.01454545454545,0.24,0,0.0128617363344051,0.25,0.00157894736842105,1.16666666666667,9,7.76207089283139,5.03636363636364
"3036",2018,7,79229,"OB",88,33,4,1,4,6,0,10,0,0.375,0,0,1,1,1,0,0,1,1,0,2,3,97,20,20,0.121212121212121,0.0303030303030303,0.121212121212121,0.0618556701030928,0,0.103092783505155,0.402061855670103,0.579545454545455,0.981607310215558,0.337209302325581,0,0.0140030441400304,0.565217391304348,0.00157894736842105,1.66666666666667,9.31034482758621,6.51494445604978,4.90515463917526
"3037",2018,7,60841,"SK",98,21,4,0,0,10,3,21,0,0.214285714285714,1,0,0,1,0,2,1,0,0,0,2,3,114,10,7,0.19047619047619,0,0,0.087719298245614,0.0263157894736842,0.184210526315789,0.298245614035088,0.255102040816327,0.553347654851414,0.21875,0,0.0536075522589346,0.773584905660377,0.00215710947330577,2.1,2.3625,3.81623755949805,4.2421052631579
"3038",2018,7,61895,"SK",21,9,1,0,4,4,0,3,0,0.428571428571429,0,0,0,1,2,1,1,0,0,0,3,2,25,7,7,0.111111111111111,0,0.444444444444444,0.16,0,0.12,0.52,1.04761904761905,1.56761904761905,0.277777777777778,0,0.0210526315789474,0.6,0.00215710947330577,0.75,15.75,18.4287375594981,5.88
"3039",2018,7,62056,"SK",36,9,2,0,1,5,1,6,0,0.25,1,0,0,2,1,2,2,0,0,2,6,4,42,2,2,0.222222222222222,0,0.111111111111111,0.119047619047619,0.0238095238095238,0.142857142857143,0.357142857142857,0.388888888888889,0.746031746031746,0.228571428571429,0,0.0240549828178694,0.785714285714286,0.00215710947330577,1.2,2,6.03984867060916,5.11428571428571
"3040",2018,7,62869,"SK",97,31,6,0,4,10,1,16,0,0.319587628865979,1,0,0,0,1,2,0,0,0,1,3,2,109,17,15,0.193548387096774,0,0.129032258064516,0.0917431192660551,0.00917431192660551,0.146788990825688,0.385321100917431,0.505154639175258,0.890475740092689,0.3,0,0.0101325019485581,0.5,0.00215710947330577,1.6,6.04477611940298,6.30187188785626,4.7394495412844
"3041",2018,7,64805,"SK",10,4,1,0,1,5,0,2,0,0.4,0,0,0,0,1,0,0,0,0,1,2,0,16,5,5,0.25,0,0.25,0.3125,0,0.125,0.5625,0.8,1.3625,0.214285714285714,0,0.0139372822299652,0.75,0.00215710947330577,0.4,19.2857142857143,14.2144518452123,7.65
"3042",2018,7,65856,"SK",59,12,3,0,1,4,1,15,1,0.203389830508475,1,0,0,0,1,0,1,0,0,0,1,2,64,6,6,0.25,0,0.0833333333333333,0.0625,0.015625,0.234375,0.265625,0.305084745762712,0.570709745762712,0.229166666666667,0.0588235294117647,0.0137044967880086,0.59375,0.00215710947330577,3.75,3.4468085106383,3.80107798502997,3.3375
"3043",2018,7,67840,"SK",9,2,0,0,0,2,0,1,0,0.222222222222222,0,0,0,0,0,0,0,0,0,2,2,0,11,1,1,0,0,0,0.181818181818182,0,0.0909090909090909,0.363636363636364,0.222222222222222,0.585858585858586,0.2,0,0.075,0.666666666666667,0.00215710947330577,0.5,3.85714285714286,5.64302327378377,6.49090909090909
"3044",2018,7,68815,"SK",111,32,4,0,3,6,1,19,0,0.288288288288288,0,0,0,1,0,1,1,0,0,2,2,3,118,12,10,0.125,0,0.09375,0.0508474576271186,0.00847457627118644,0.161016949152542,0.330508474576271,0.405405405405405,0.735913879981677,0.302083333333333,0,0.0330007674597084,0.720930232558139,0.00215710947330577,3.16666666666667,3.41772151898734,4.76418059747274,4.07796610169492
"3045",2018,7,71845,"SK",31,3,0,0,1,5,1,9,0,0.0967741935483871,2,0,0,1,1,3,1,0,0,2,6,4,38,2,2,0,0,0.333333333333333,0.131578947368421,0.0263157894736842,0.236842105263158,0.236842105263158,0.193548387096774,0.430390492359932,0.0689655172413793,0,0.0248275862068966,0.722222222222222,0.00215710947330577,1.8,1.86206896551724,5.27356514570495,4.13684210526316
"3046",2018,7,74838,"SK",33,3,0,0,0,1,1,14,0,0.0909090909090909,0,0,0,1,1,3,1,0,0,1,4,3,35,0,0,0,0,0,0.0285714285714286,0.0285714285714286,0.4,0.142857142857143,0.0909090909090909,0.233766233766234,0.142857142857143,0,0.030256012412723,0.794871794871795,0.00215710947330577,14,0,1.72873755949805,0.942857142857143
"3047",2018,7,75138,"SK",25,5,1,0,0,5,0,5,0,0.2,1,0,0,1,1,2,1,0,0,1,4,3,30,2,2,0.2,0,0,0.166666666666667,0,0.166666666666667,0.333333333333333,0.24,0.573333333333333,0.2,0,0.0183150183150183,0.6,0.00215710947330577,1,2.7,4.67873755949805,5.4
"3048",2018,7,75340,"SK",14,4,0,0,0,1,0,4,0,0.285714285714286,1,0,0,0,0,1,0,0,0,1,1,2,15,1,1,0,0,0,0.0666666666666667,0,0.266666666666667,0.333333333333333,0.285714285714286,0.619047619047619,0.363636363636364,0,0.029040404040404,0.695652173913043,0.00215710947330577,4,2.7,2.42873755949805,3
"3049",2018,7,76858,"SK",31,7,2,0,0,2,1,3,0,0.225806451612903,1,0,0,2,2,2,1,0,0,1,6,3,34,2,2,0.285714285714286,0,0,0.0588235294117647,0.0294117647058824,0.0882352941176471,0.294117647058824,0.290322580645161,0.584440227703985,0.225806451612903,0,0.0170157068062827,0.692307692307692,0.00215710947330577,1.5,2.25,4.30373755949805,5.04705882352941
"3050",2018,7,77829,"SK",83,21,4,0,3,4,0,19,0,0.253012048192771,0,0,0,1,1,1,0,0,0,1,4,0,88,7,7,0.19047619047619,0,0.142857142857143,0.0454545454545455,0,0.215909090909091,0.284090909090909,0.409638554216867,0.693729463307777,0.26865671641791,0,0.0249609984399376,0.6875,0.00215710947330577,4.75,3,4.54778517854567,3.35454545454545
"3051",2018,7,78819,"SK",10,1,0,0,0,2,0,4,0,0.1,0,0,0,1,0,0,0,0,0,2,3,0,12,0,0,0,0,0,0.166666666666667,0,0.333333333333333,0.25,0.1,0.35,0.125,0,0.028735632183908,1,0.00215710947330577,2,0,3.26207089283139,3.4
"3052",2018,7,79130,"SK",5,2,1,0,0,2,0,1,0,0.4,0,0,0,0,0,0,1,0,0,0,0,1,7,2,2,0.5,0,0,0.285714285714286,0,0.142857142857143,0.571428571428571,0.6,1.17142857142857,0.333333333333333,0,0.00735294117647059,0,0.00215710947330577,0.5,18,7.92873755949805,7.11428571428571
