"PA","BB_rate","HR_rate","AVG","OBP","SLG","OPS","SB_rate","BABIP","H2_rate","H3_rate","T_ID","year","month","P_ID","BAT_ORDER","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO"
0,0,0,0,0,0,0,0,0,0,0,"OB",2020,10,62951,0,4,3,4,0,2,0,0,3,0,5
0,0,0,0,0,0,0,0,0,0,0,"LG",2020,7,63103,0,1,0,1,0,0,0,3,3,0,0
0,0,0,0,0,0,0,0,0,0,0,"LG",2020,8,63103,0,3,8,2,0,0,3,2,0,2,5
0,0,0,0,0,0,0,0,0,0,0,"LG",2020,9,63103,0,2,2,2,0,6,4,2,4,2,2
0,0,0,0,0,0,0,0,0,0,0,"LG",2020,10,63103,0,1,3,5,0,4,5,0,0,3,0
0,0,0,Inf,Inf,Inf,Inf,0,0.272727272727273,0,0,"OB",2020,7,63202,8,0,0,0,3,0,1,0,0,0,3
0,0,0,Inf,Inf,Inf,Inf,0,0.272727272727273,0,0,"OB",2020,8,63202,8,0,2,3,2,6,4,0,2,6,0
0,0,0,Inf,Inf,Inf,Inf,0,0.272727272727273,0,0,"OB",2020,9,63202,8,6,2,4,2,0,2,0,2,4,5
0,0,0,Inf,Inf,Inf,Inf,0,0.272727272727273,0,0,"OB",2020,10,63202,8,4,3,4,0,2,0,0,3,0,5
0,0,0,0,0,0,0,0,0,0,0,"OB",2020,7,63248,0,0,0,0,3,0,1,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,"OB",2020,8,63248,0,0,2,3,2,6,4,0,2,6,0
0,0,0,0,0,0,0,0,0,0,0,"OB",2020,9,63248,0,6,2,4,2,0,2,0,2,4,5
0,0,0,0,0,0,0,0,0,0,0,"OB",2020,10,63248,0,4,3,4,0,2,0,0,3,0,5
0,0.236842105263158,0,Inf,Inf,Inf,Inf,0,0.26775956284153,0.25,0,"OB",2020,7,63257,0,0,0,0,3,0,1,0,0,0,3
2,0.236842105263158,0,1.40740740740741,1.28947368421053,1.63793103448276,2.92740471869329,0,0.26775956284153,0.25,0,"OB",2020,8,63257,0,0,2,3,2,6,4,0,2,6,0
9,0.236842105263158,0,0.625514403292181,0.733918128654971,0.727969348659004,1.46188747731397,0,0.26775956284153,0.25,0,"OB",2020,9,63257,0,6,2,4,2,0,2,0,2,4,5
7,0.236842105263158,0,0.603174603174603,0.718045112781955,0.701970443349754,1.42001555613171,0,0.26775956284153,0.25,0,"OB",2020,10,63257,0,4,3,4,0,2,0,0,3,0,5
0,0.153846153846154,0,Inf,Inf,Inf,Inf,0,0.26530612244898,1,0,"HT",2020,7,63260,0,2,0,1,0,1,0,0,0,2,0
0,0.153846153846154,0,Inf,Inf,Inf,Inf,0,0.26530612244898,1,0,"HT",2020,8,63260,0,0,0,2,8,2,4,2,5,0,2
0,0.153846153846154,0,Inf,Inf,Inf,Inf,0,0.26530612244898,1,0,"HT",2020,9,63260,0,4,0,2,2,5,2,2,2,4,4
0,0.153846153846154,0,Inf,Inf,Inf,Inf,0,0.26530612244898,1,0,"HT",2020,10,63260,0,5,0,2,3,1,5,3,3,1,1
0,0,0,0,0,0,0,0,0,0,0,"WO",2020,7,63342,6,0,0,0,0,3,0,3,0,1,0
0,0,0,0,0,0,0,0,0,0,0,"WO",2020,8,63342,6,3,2,5,5,5,2,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,"WO",2020,9,63342,6,4,4,2,2,2,2,5,4,2,0
0,0,0,0,0,0,0,0,0,0,0,"WO",2020,10,63342,6,3,1,3,0,0,3,5,3,0,0
0,0,0,0,0,0,0,0,0,0,0,"WO",2020,7,63348,0,0,0,0,0,3,0,3,0,1,0
0,0,0,0,0,0,0,0,0,0,0,"WO",2020,8,63348,0,3,2,5,5,5,2,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,"WO",2020,9,63348,0,4,4,2,2,2,2,5,4,2,0
0,0,0,0,0,0,0,0,0,0,0,"WO",2020,10,63348,0,3,1,3,0,0,3,5,3,0,0
1,0,0,0,0,0,0,0.25,0.333333333333333,0,0,"SS",2020,7,63435,0,2,2,0,0,0,1,0,0,0,1
4,0,0,0.25,0.25,0.25,0.5,0.25,0.333333333333333,0,0,"SS",2020,8,63435,0,5,0,2,2,2,0,6,4,0,4
4,0,0,0.25,0.25,0.25,0.5,0.25,0.333333333333333,0,0,"SS",2020,9,63435,0,3,4,4,2,2,4,4,2,0,2
4,0,0,0.25,0.25,0.25,0.5,0.25,0.333333333333333,0,0,"SS",2020,10,63435,0,3,1,2,3,3,5,0,4,0,0
0,0.0303030303030303,0.133333333333333,Inf,Inf,Inf,Inf,0,0.317204301075269,0.0666666666666667,0,"OB",2020,7,63440,0,0,0,0,3,0,1,0,0,0,3
0,0.0303030303030303,0.133333333333333,Inf,Inf,Inf,Inf,0,0.317204301075269,0.0666666666666667,0,"SK",2020,7,63440,0,3,0,1,3,1,0,0,0,0,0
0,0.0303030303030303,0.133333333333333,Inf,Inf,Inf,Inf,0,0.317204301075269,0.0666666666666667,0,"OB",2020,8,63440,0,0,2,3,2,6,4,0,2,6,0
0,0.0303030303030303,0.133333333333333,Inf,Inf,Inf,Inf,0,0.317204301075269,0.0666666666666667,0,"SK",2020,8,63440,0,2,5,4,0,4,2,2,0,4,0
0,0.0303030303030303,0.133333333333333,Inf,Inf,Inf,Inf,0,0.317204301075269,0.0666666666666667,0,"OB",2020,9,63440,0,6,2,4,2,0,2,0,2,4,5
0,0.0303030303030303,0.133333333333333,Inf,Inf,Inf,Inf,0,0.317204301075269,0.0666666666666667,0,"SK",2020,9,63440,0,2,2,5,4,2,4,2,0,2,4
0,0.0303030303030303,0.133333333333333,Inf,Inf,Inf,Inf,0,0.317204301075269,0.0666666666666667,0,"OB",2020,10,63440,0,4,3,4,0,2,0,0,3,0,5
0,0.0303030303030303,0.133333333333333,Inf,Inf,Inf,Inf,0,0.317204301075269,0.0666666666666667,0,"SK",2020,10,63440,0,0,3,3,0,4,1,3,0,4,3
0,0,0,Inf,Inf,Inf,Inf,0,0.107142857142857,0,0,"KT",2020,7,63448,0,0,1,0,1,0,3,0,1,0,0
1,0,0,1,1,1,2,0,0.107142857142857,0,0,"KT",2020,8,63448,0,3,2,0,2,0,2,3,4,2,5
1,0,0,1,1,1,2,0,0.107142857142857,0,0,"KT",2020,9,63448,0,2,2,0,2,4,2,4,5,4,2
1,0,0,1,1,1,2,0,0.107142857142857,0,0,"KT",2020,10,63448,0,2,2,0,5,3,0,4,3,2,3
25,0.0776699029126214,0.0666666666666667,0.516565349544073,0.55880721220527,0.715578947368421,1.27438615957369,0.00970873786407767,0.32293986636971,0.2,0,"SK",2020,7,63450,9,3,0,1,3,1,0,0,0,0,0
56,0.0776699029126214,0.0666666666666667,0.356396547980895,0.412633742817515,0.493703007518797,0.906336750336312,0.00970873786407767,0.32293986636971,0.2,0,"SK",2020,8,63450,9,2,5,4,0,4,2,2,0,4,0
72,0.0776699029126214,0.0666666666666667,0.326114488348531,0.384997688395747,0.451754385964912,0.836752074360659,0.00970873786407767,0.32293986636971,0.2,0,"SK",2020,9,63450,9,2,2,5,4,2,4,2,0,2,4
56,0.0776699029126214,0.0666666666666667,0.356396547980895,0.412633742817515,0.493703007518797,0.906336750336312,0.00970873786407767,0.32293986636971,0.2,0,"SK",2020,10,63450,9,0,3,3,0,4,1,3,0,4,3
0,0,0,0,0,0,0,0,0,0,0,"LT",2020,7,63543,0,0,1,0,0,0,1,0,1,0,3
0,0,0,0,0,0,0,0,0,0,0,"LT",2020,8,63543,0,2,2,0,0,0,2,6,4,2,5
0,0,0,0,0,0,0,0,0,0,0,"LT",2020,9,63543,0,2,5,4,6,0,5,0,2,2,2
0,0,0,0,0,0,0,0,0,0,0,"LT",2020,10,63543,0,3,1,3,4,0,5,2,4,3,0
4,0.0666666666666667,0,0.288461538461538,0.383333333333333,0.401785714285714,0.785119047619048,0,0.263157894736842,0.5,0,"OB",2020,7,63559,1,0,0,0,3,0,1,0,0,0,3
8,0.0666666666666667,0,0.288461538461538,0.383333333333333,0.401785714285714,0.785119047619048,0,0.263157894736842,0.5,0,"OB",2020,8,63559,1,0,2,3,2,6,4,0,2,6,0
9,0.0666666666666667,0,0.256410256410256,0.355555555555556,0.357142857142857,0.712698412698413,0,0.263157894736842,0.5,0,"OB",2020,9,63559,1,6,2,4,2,0,2,0,2,4,5
7,0.0666666666666667,0,0.32967032967033,0.419047619047619,0.459183673469388,0.878231292517007,0,0.263157894736842,0.5,0,"OB",2020,10,63559,1,4,3,4,0,2,0,0,3,0,5
0,0.0566037735849057,0.111111111111111,Inf,Inf,Inf,Inf,0,0.284584980237154,0.111111111111111,0,"SK",2020,7,63634,8,3,0,1,3,1,0,0,0,0,0
0,0.0566037735849057,0.111111111111111,Inf,Inf,Inf,Inf,0,0.284584980237154,0.111111111111111,0,"SK",2020,8,63634,8,2,5,4,0,4,2,2,0,4,0
0,0.0566037735849057,0.111111111111111,Inf,Inf,Inf,Inf,0,0.284584980237154,0.111111111111111,0,"SK",2020,9,63634,8,2,2,5,4,2,4,2,0,2,4
0,0.0566037735849057,0.111111111111111,Inf,Inf,Inf,Inf,0,0.284584980237154,0.111111111111111,0,"SK",2020,10,63634,8,0,3,3,0,4,1,3,0,4,3
0,0.08,0.333333333333333,Inf,Inf,Inf,Inf,0,0.253012048192771,0.333333333333333,0,"HH",2020,7,63700,1,0,2,0,1,0,0,0,3,2,0
0,0.08,0.333333333333333,Inf,Inf,Inf,Inf,0,0.253012048192771,0.333333333333333,0,"HH",2020,8,63700,1,0,0,3,3,2,4,0,2,5,3
0,0.08,0.333333333333333,Inf,Inf,Inf,Inf,0,0.253012048192771,0.333333333333333,0,"HH",2020,9,63700,1,0,4,2,2,2,2,6,2,3,4
0,0.08,0.333333333333333,Inf,Inf,Inf,Inf,0,0.253012048192771,0.333333333333333,0,"HH",2020,10,63700,1,0,5,2,1,3,1,4,0,3,3
4,0.0833333333333333,0,0.272727272727273,0.333333333333333,0.272727272727273,0.606060606060606,0,0.263157894736842,0,0,"HH",2020,7,63703,0,0,2,0,1,0,0,0,3,2,0
13,0.0833333333333333,0,0.167832167832168,0.237179487179487,0.167832167832168,0.405011655011655,0,0.263157894736842,0,0,"HH",2020,8,63703,0,0,0,3,3,2,4,0,2,5,3
16,0.0833333333333333,0,0.136363636363636,0.208333333333333,0.136363636363636,0.34469696969697,0,0.263157894736842,0,0,"HH",2020,9,63703,0,0,4,2,2,2,2,6,2,3,4
13,0.0833333333333333,0,0.167832167832168,0.237179487179487,0.167832167832168,0.405011655011655,0,0.263157894736842,0,0,"HH",2020,10,63703,0,0,5,2,1,3,1,4,0,3,3
25,0.0857142857142857,0.037037037037037,0.227163461538462,0.293406593406593,0.311298076923077,0.60470467032967,0.0666666666666667,0.344637223974763,0.111111111111111,0.0740740740740741,"SK",2020,7,63704,0,3,0,1,3,1,0,0,0,0,0
25,0.0857142857142857,0.037037037037037,0.227163461538462,0.293406593406593,0.311298076923077,0.60470467032967,0.0666666666666667,0.344637223974763,0.111111111111111,0.0740740740740741,"HH",2020,7,63704,0,0,2,0,1,0,0,0,3,2,0
61,0.0857142857142857,0.037037037037037,0.242059426229508,0.307025761124122,0.33171106557377,0.638736826697892,0.0666666666666667,0.344637223974763,0.111111111111111,0.0740740740740741,"SK",2020,8,63704,0,2,5,4,0,4,2,2,0,4,0
61,0.0857142857142857,0.037037037037037,0.242059426229508,0.307025761124122,0.33171106557377,0.638736826697892,0.0666666666666667,0.344637223974763,0.111111111111111,0.0740740740740741,"HH",2020,8,63704,0,0,0,3,3,2,4,0,2,5,3
79,0.0857142857142857,0.037037037037037,0.244416382667965,0.309180692724997,0.334940968841285,0.644121661566282,0.0666666666666667,0.344637223974763,0.111111111111111,0.0740740740740741,"SK",2020,9,63704,0,2,2,5,4,2,4,2,0,2,4
79,0.0857142857142857,0.037037037037037,0.244416382667965,0.309180692724997,0.334940968841285,0.644121661566282,0.0666666666666667,0.344637223974763,0.111111111111111,0.0740740740740741,"HH",2020,9,63704,0,0,4,2,2,2,2,6,2,3,4
64,0.0857142857142857,0.037037037037037,0.248460036057692,0.312877747252747,0.340482271634615,0.653360018887363,0.0666666666666667,0.344637223974763,0.111111111111111,0.0740740740740741,"SK",2020,10,63704,0,0,3,3,0,4,1,3,0,4,3
64,0.0857142857142857,0.037037037037037,0.248460036057692,0.312877747252747,0.340482271634615,0.653360018887363,0.0666666666666667,0.344637223974763,0.111111111111111,0.0740740740740741,"HH",2020,10,63704,0,0,5,2,1,3,1,4,0,3,3
32,0.0629370629370629,0.166666666666667,0.290988372093023,0.360402097902098,0.466884328358209,0.827286426260307,0,0.307106598984772,0.166666666666667,0,"HT",2020,7,63722,8,2,0,1,0,1,0,0,0,2,0
57,0.0629370629370629,0.166666666666667,0.280048959608323,0.350533676849466,0.449332285938728,0.799865962788194,0,0.307106598984772,0.166666666666667,0,"HT",2020,8,63722,8,0,0,2,8,2,4,2,5,0,2
38,0.0629370629370629,0.166666666666667,0.280048959608323,0.350533676849466,0.449332285938728,0.799865962788194,0,0.307106598984772,0.166666666666667,0,"HT",2020,9,63722,8,4,0,2,2,5,2,2,2,4,4
34,0.0629370629370629,0.166666666666667,0.312995896032832,0.380255039078569,0.502194907813872,0.882449946892441,0,0.307106598984772,0.166666666666667,0,"HT",2020,10,63722,8,5,0,2,3,1,5,3,3,1,1
0,0,0,0,0,0,0,0,0,0,0,"SK",2020,7,63894,2,3,0,1,3,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"SK",2020,8,63894,2,2,5,4,0,4,2,2,0,4,0
0,0,0,0,0,0,0,0,0,0,0,"SK",2020,9,63894,2,2,2,5,4,2,4,2,0,2,4
0,0,0,0,0,0,0,0,0,0,0,"SK",2020,10,63894,2,0,3,3,0,4,1,3,0,4,3
2,0.161290322580645,0.2,2.23557692307692,2.03629032258065,3.57692307692308,5.61321339950372,0,0.319018404907975,0,0,"NC",2020,7,63920,2,0,0,3,0,1,0,1,0,1,0
2,0.161290322580645,0.2,2.23557692307692,2.03629032258065,3.57692307692308,5.61321339950372,0,0.319018404907975,0,0,"NC",2020,8,63920,2,4,4,2,3,2,0,4,2,0,2
1,0.161290322580645,0.2,4.47115384615385,3.91129032258065,7.15384615384615,11.0651364764268,0,0.319018404907975,0,0,"NC",2020,9,63920,2,2,2,2,4,5,0,2,4,4,2
1,0.161290322580645,0.2,4.47115384615385,3.91129032258065,7.15384615384615,11.0651364764268,0,0.319018404907975,0,0,"NC",2020,10,63920,2,1,5,0,5,5,0,0,1,5,3
0,0,0,0,0,0,0,0,0,0,0,"NC",2020,7,63950,0,0,0,3,0,1,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,"NC",2020,10,63950,0,1,5,0,5,5,0,0,1,5,3
43,0.15609756097561,0.1875,0.24448419797257,0.38084558663118,0.405589392012298,0.786434978643478,0.0048780487804878,0.308890925756187,0.145833333333333,0,"NC",2020,7,63963,2,0,0,3,0,1,0,1,0,1,0
72,0.15609756097561,0.1875,0.25030525030525,0.385616010006254,0.415246282298305,0.80086229230456,0.0048780487804878,0.308890925756187,0.145833333333333,0,"NC",2020,8,63963,2,4,4,2,3,2,0,4,2,0,2
86,0.15609756097561,0.1875,0.24448419797257,0.38084558663118,0.405589392012298,0.786434978643478,0.0048780487804878,0.308890925756187,0.145833333333333,0,"NC",2020,9,63963,2,2,2,2,4,5,0,2,4,4,2
79,0.15609756097561,0.1875,0.247136829415311,0.383019450447669,0.409990000243897,0.793009450691566,0.0048780487804878,0.308890925756187,0.145833333333333,0,"NC",2020,10,63963,2,1,5,0,5,5,0,0,1,5,3
12,0.0661764705882353,0.0882352941176471,0.293624587249175,0.340370018975332,0.431800863601727,0.772170882577059,0.0367647058823529,0.308988764044944,0.0882352941176471,0.0588235294117647,"KT",2020,7,64004,5,0,1,0,1,0,3,0,1,0,0
22,0.0661764705882353,0.0882352941176471,0.266931442953795,0.315443332758323,0.392546239637934,0.707989572396257,0.0367647058823529,0.308988764044944,0.0882352941176471,0.0588235294117647,"KT",2020,8,64004,5,3,2,0,2,0,2,3,4,2,5
30,0.0661764705882353,0.0882352941176471,0.274049614765896,0.322090449082859,0.403014139361612,0.725104588444471,0.0367647058823529,0.308988764044944,0.0882352941176471,0.0588235294117647,"KT",2020,9,64004,5,2,2,0,2,4,2,4,5,4,2
27,0.0661764705882353,0.0882352941176471,0.260999633110377,0.309904069154544,0.383822989868202,0.693727059022746,0.0367647058823529,0.308988764044944,0.0882352941176471,0.0588235294117647,"KT",2020,10,64004,5,2,2,0,5,3,0,4,3,2,3
47,0.0669291338582677,0.0196078431372549,0.327003245582402,0.374695928966326,0.402240775653111,0.776936704619437,0.0708661417322835,0.309893704006541,0.0980392156862745,0.0392156862745098,"KT",2020,7,64006,9,0,1,0,1,0,3,0,1,0,0
106,0.0669291338582677,0.0196078431372549,0.269270866645347,0.321054820977566,0.331225220921901,0.652280041899468,0.0708661417322835,0.309893704006541,0.0980392156862745,0.0392156862745098,"KT",2020,8,64006,9,3,2,0,2,0,2,3,4,2,5
121,0.0669291338582677,0.0196078431372549,0.272180977727973,0.323758703715755,0.334804895909614,0.658563599625368,0.0708661417322835,0.309893704006541,0.0980392156862745,0.0392156862745098,"KT",2020,9,64006,9,2,2,0,2,4,2,4,5,4,2
107,0.0669291338582677,0.0196078431372549,0.277014097893236,0.328249319302377,0.340750029575299,0.668999348877676,0.0708661417322835,0.309893704006541,0.0980392156862745,0.0392156862745098,"KT",2020,10,64006,9,2,2,0,5,3,0,4,3,2,3
0,0.0555555555555556,0.153846153846154,Inf,Inf,Inf,Inf,0.0138888888888889,0.26865671641791,0.153846153846154,0,"KT",2020,7,64007,1,0,1,0,1,0,3,0,1,0,0
1,0.0555555555555556,0.153846153846154,1.25133689839572,1.23737373737374,2.02139037433155,3.25876411170529,0.0138888888888889,0.26865671641791,0.153846153846154,0,"KT",2020,8,64007,1,3,2,0,2,0,2,3,4,2,5
2,0.0555555555555556,0.153846153846154,0.625668449197861,0.646464646464647,1.01069518716578,1.65715983363042,0.0138888888888889,0.26865671641791,0.153846153846154,0,"KT",2020,9,64007,1,2,2,0,2,4,2,4,5,4,2
2,0.0555555555555556,0.153846153846154,0.625668449197861,0.646464646464647,1.01069518716578,1.65715983363042,0.0138888888888889,0.26865671641791,0.153846153846154,0,"KT",2020,10,64007,1,2,2,0,5,3,0,4,3,2,3
0,0,0,Inf,Inf,Inf,Inf,0.1875,0.294117647058824,0,0,"KT",2020,7,64012,1,0,1,0,1,0,3,0,1,0,0
0,0,0,Inf,Inf,Inf,Inf,0.1875,0.294117647058824,0,0,"KT",2020,8,64012,1,3,2,0,2,0,2,3,4,2,5
0,0,0,Inf,Inf,Inf,Inf,0.1875,0.294117647058824,0,0,"KT",2020,9,64012,1,2,2,0,2,4,2,4,5,4,2
0,0,0,Inf,Inf,Inf,Inf,0.1875,0.294117647058824,0,0,"KT",2020,10,64012,1,2,2,0,5,3,0,4,3,2,3
2,0,0.333333333333333,0,0,0,0,0,0.1875,0,0,"KT",2020,7,64014,0,0,1,0,1,0,3,0,1,0,0
7,0,0.333333333333333,0.214285714285714,0.214285714285714,0.428571428571428,0.642857142857142,0,0.1875,0,0,"KT",2020,8,64014,0,3,2,0,2,0,2,3,4,2,5
8,0,0.333333333333333,0.1875,0.1875,0.375,0.5625,0,0.1875,0,0,"KT",2020,9,64014,0,2,2,0,2,4,2,4,5,4,2
7,0,0.333333333333333,0.214285714285714,0.214285714285714,0.428571428571428,0.642857142857142,0,0.1875,0,0,"KT",2020,10,64014,0,2,2,0,5,3,0,4,3,2,3
0,0,0,0,0,0,0,0,0,0,0,"KT",2020,7,64029,0,0,1,0,1,0,3,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,"KT",2020,8,64029,0,3,2,0,2,0,2,3,4,2,5
0,0,0,0,0,0,0,0,0,0,0,"KT",2020,9,64029,0,2,2,0,2,4,2,4,5,4,2
0,0,0,0,0,0,0,0,0,0,0,"KT",2020,10,64029,0,2,2,0,5,3,0,4,3,2,3
0,0,0,Inf,Inf,Inf,Inf,0,0.302325581395349,0,0,"LG",2020,7,64100,0,1,0,1,0,0,0,3,3,0,0
1,0,0,1.16666666666667,1.14285714285714,1,2.14285714285714,0,0.302325581395349,0,0,"LG",2020,10,64100,0,1,3,5,0,4,5,0,0,3,0
0,0.333333333333333,0,0,0,0,0,0.333333333333333,0,0,0,"LG",2020,7,64101,3,1,0,1,0,0,0,3,3,0,0
1,0.333333333333333,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0,0,"LG",2020,8,64101,3,3,8,2,0,0,3,2,0,2,5
0,0.333333333333333,0,0,0,0,0,0.333333333333333,0,0,0,"LG",2020,9,64101,3,2,2,2,0,6,4,2,4,2,2
0,0.333333333333333,0,0,0,0,0,0.333333333333333,0,0,0,"LG",2020,10,64101,3,1,3,5,0,4,5,0,0,3,0
4,0.0769230769230769,0,0,0.0769230769230769,0,0.0769230769230769,0,0.171428571428571,0.4,0,"LG",2020,7,64115,9,1,0,1,0,0,0,3,3,0,0
4,0.0769230769230769,0,0,0.0769230769230769,0,0.0769230769230769,0,0.171428571428571,0.4,0,"LG",2020,8,64115,9,3,8,2,0,0,3,2,0,2,5
0,0.0769230769230769,0,0,0,0,0,0,0.171428571428571,0.4,0,"LG",2020,9,64115,9,2,2,2,0,6,4,2,4,2,2
0,0.0769230769230769,0,0,0,0,0,0,0.171428571428571,0.4,0,"LG",2020,10,64115,9,1,3,5,0,4,5,0,0,3,0
56,0.0872727272727273,0.0759493670886076,0.171430149611767,0.252780644013521,0.259431939560739,0.51221258357426,0.0509090909090909,0.387832699619772,0.227848101265823,0.0379746835443038,"KT",2020,7,64166,6,0,1,0,1,0,3,0,1,0,0
50,0.0872727272727273,0.0759493670886076,0.144001325673884,0.228044831880448,0.217922829231021,0.445967661111469,0.0509090909090909,0.387832699619772,0.227848101265823,0.0379746835443038,"KT",2020,8,64166,6,3,2,0,2,0,2,3,4,2,5
61,0.0872727272727273,0.0759493670886076,0.177050810254776,0.257849457975216,0.267937904792239,0.525787362767455,0.0509090909090909,0.387832699619772,0.227848101265823,0.0379746835443038,"KT",2020,9,64166,6,2,2,0,2,4,2,4,5,4,2
54,0.0872727272727273,0.0759493670886076,0.155556987610677,0.238465937917993,0.235410463675486,0.473876401593479,0.0509090909090909,0.387832699619772,0.227848101265823,0.0379746835443038,"KT",2020,10,64166,6,2,2,0,5,3,0,4,3,2,3
3,0,0,0,0,0,0,0,0.285714285714286,0,0,"OB",2020,7,64213,0,0,0,0,3,0,1,0,0,0,3
0,0,0,0,0,0,0,0,0.285714285714286,0,0,"OB",2020,8,64213,0,0,2,3,2,6,4,0,2,6,0
11,0,0,0,0,0,0,0,0.285714285714286,0,0,"OB",2020,9,64213,0,6,2,4,2,0,2,0,2,4,5
8,0,0,0,0,0,0,0,0.285714285714286,0,0,"OB",2020,10,64213,0,4,3,4,0,2,0,0,3,0,5
16,0.025,0,0.192307692307692,0.2125,0.213675213675214,0.426175213675214,0.05,0.269230769230769,0.111111111111111,0,"SK",2020,7,64260,5,3,0,1,3,1,0,0,0,0,0
23,0.025,0,0.222965440356745,0.242391304347826,0.247739378174161,0.490130682521987,0.05,0.269230769230769,0.111111111111111,0,"SK",2020,8,64260,5,2,5,4,0,4,2,2,0,4,0
29,0.025,0,0.212201591511936,0.231896551724138,0.235779546124374,0.467676097848512,0.05,0.269230769230769,0.111111111111111,0,"SK",2020,9,64260,5,2,2,5,4,2,4,2,0,2,4
22,0.025,0,0.233100233100233,0.252272727272727,0.259000259000259,0.511272986272986,0.05,0.269230769230769,0.111111111111111,0,"SK",2020,10,64260,5,0,3,3,0,4,1,3,0,4,3
0,0.0481927710843374,0.153846153846154,0,0,0,0,0.0240963855421687,0.352272727272727,0.153846153846154,0,"SS",2020,7,64266,5,2,2,0,0,0,1,0,0,0,1
0,0.0481927710843374,0.153846153846154,0,0,0,0,0.0240963855421687,0.352272727272727,0.153846153846154,0,"SS",2020,8,64266,5,5,0,2,2,2,0,6,4,0,4
0,0.0481927710843374,0.153846153846154,0,0,0,0,0.0240963855421687,0.352272727272727,0.153846153846154,0,"SS",2020,9,64266,5,3,4,4,2,2,4,4,2,0,2
0,0.0481927710843374,0.153846153846154,0,0,0,0,0.0240963855421687,0.352272727272727,0.153846153846154,0,"SS",2020,10,64266,5,3,1,2,3,3,5,0,4,0,0
64,0.145328719723183,0.227272727272727,0.478995901639344,0.560121107266435,0.889001349527664,1.4491224567941,0.0346020761245675,0.304392764857881,0.166666666666667,0.0151515151515152,"WO",2020,7,64300,2,0,0,0,0,3,0,3,0,1,0
121,0.145328719723183,0.227272727272727,0.392697466467958,0.48726014469959,0.728834164240862,1.21609430894045,0.0346020761245675,0.304392764857881,0.166666666666667,0.0151515151515152,"WO",2020,8,64300,2,3,2,5,5,5,2,0,0,4,0
125,0.145328719723183,0.227272727272727,0.39239344262295,0.487003460207612,0.728269905533063,1.21527336574067,0.0346020761245675,0.304392764857881,0.166666666666667,0.0151515151515152,"WO",2020,9,64300,2,4,4,2,2,2,2,5,4,2,0
84,0.145328719723183,0.227272727272727,0.437939110070257,0.525457241720217,0.812801233853864,1.33825847557408,0.0346020761245675,0.304392764857881,0.166666666666667,0.0151515151515152,"WO",2020,10,64300,2,3,1,3,0,0,3,5,3,0,0
0,0,0,0,0,0,0,0,0.333333333333333,0,0,"WO",2020,7,64340,0,0,0,0,0,3,0,3,0,1,0
0,0,0,0,0,0,0,0,0.333333333333333,0,0,"WO",2020,8,64340,0,3,2,5,5,5,2,0,0,4,0
0,0,0,0,0,0,0,0,0.333333333333333,0,0,"WO",2020,9,64340,0,4,4,2,2,2,2,5,4,2,0
0,0,0,0,0,0,0,0,0.333333333333333,0,0,"WO",2020,10,64340,0,3,1,3,0,0,3,5,3,0,0
10,0.1,0,0.222222222222222,0.3,0.311111111111111,0.611111111111111,0.075,0.357894736842105,0.4,0,"WO",2020,7,64346,0,0,0,0,0,3,0,3,0,1,0
25,0.1,0,0.266666666666667,0.34,0.373333333333333,0.713333333333333,0.075,0.357894736842105,0.4,0,"WO",2020,10,64346,0,3,1,3,0,0,3,5,3,0,0
0,0.1,0,0,0,0,0,0,0.297297297297297,0,0,"SS",2020,7,64407,4,2,2,0,0,0,1,0,0,0,1
1,0.1,0,0,0.2,0,0.2,0,0.297297297297297,0,0,"SS",2020,8,64407,4,5,0,2,2,2,0,6,4,0,4
0,0.1,0,0,0,0,0,0,0.297297297297297,0,0,"SS",2020,9,64407,4,3,4,4,2,2,4,4,2,0,2
0,0.1,0,0,0,0,0,0,0.297297297297297,0,0,"SS",2020,10,64407,4,3,1,2,3,3,5,0,4,0,0
0,0.0833333333333333,0,Inf,Inf,Inf,Inf,0,0.3,0,0,"SS",2020,7,64410,0,2,2,0,0,0,1,0,0,0,1
0,0.0833333333333333,0,Inf,Inf,Inf,Inf,0,0.3,0,0,"SS",2020,8,64410,0,5,0,2,2,2,0,6,4,0,4
0,0.0833333333333333,0,Inf,Inf,Inf,Inf,0,0.3,0,0,"SS",2020,9,64410,0,3,4,4,2,2,4,4,2,0,2
0,0.0833333333333333,0,Inf,Inf,Inf,Inf,0,0.3,0,0,"SS",2020,10,64410,0,3,1,2,3,3,5,0,4,0,0
0,0.0681818181818182,0.111111111111111,Inf,Inf,Inf,Inf,0.0227272727272727,0.311258278145695,0.333333333333333,0,"SS",2020,7,64468,4,2,2,0,0,0,1,0,0,0,1
