year,month,T_ID,P_ID,START_CK,RELIEF_CK,CG_CK,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,VS_T_ID_HH,VS_T_ID_HT,VS_T_ID_KT,VS_T_ID_LG,VS_T_ID_LT,VS_T_ID_NC,VS_T_ID_OB,VS_T_ID_SK,VS_T_ID_SS,VS_T_ID_WO,TB_SC_B,TB_SC_T,WLS_D,WLS_L,WLS_ND,WLS_S,WLS_W
2018,6,SS,76610,1,8,0,0,34,209,55,49,17,3,0,3,2,1,0,0,5,0,1,11,1,1,1,0,12,12,1,0,0,1,0,1,2,2,0,2,5,4,1,1,6,0,1
2018,6,SS,77446,4,0,0,0,71,353,90,85,19,7,0,1,3,3,0,0,5,0,0,14,2,1,0,0,8,7,1,0,0,0,0,1,0,2,0,0,1,3,0,2,1,0,1
2018,6,SS,77927,0,9,0,2,35,201,50,42,8,2,0,1,1,0,0,1,5,0,2,12,0,0,0,0,9,9,2,0,0,1,2,1,1,2,0,0,3,6,0,1,6,0,2
2018,6,SS,79440,0,1,0,0,15,104,23,20,7,2,0,1,0,0,0,1,1,0,1,3,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2018,6,SS,99445,0,9,0,1,30,152,42,39,9,2,0,2,2,0,0,0,3,0,0,12,0,0,0,0,7,6,0,0,0,1,2,0,2,2,0,2,5,4,0,0,9,0,0
2018,6,WO,61268,0,13,0,1,53,235,65,58,10,1,0,3,1,1,0,1,6,0,0,14,2,0,0,0,5,5,1,1,2,1,2,0,4,0,2,0,5,8,0,0,12,0,1
2018,6,WO,61396,0,2,0,0,6,48,10,7,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0
2018,6,WO,61456,0,1,0,0,6,23,6,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2018,6,WO,62360,3,4,0,0,63,330,90,81,22,4,0,2,1,0,0,1,6,0,2,14,5,2,0,0,9,8,0,0,2,1,1,0,2,0,1,0,2,5,0,1,5,0,1
2018,6,WO,62363,5,0,0,0,101,486,139,131,38,7,1,3,0,0,0,1,3,0,4,24,8,0,0,0,19,19,0,1,1,0,1,0,1,0,1,0,3,2,0,1,1,0,3
2018,6,WO,62937,2,1,0,0,30,161,42,39,11,2,0,6,0,0,0,0,2,0,1,8,1,0,0,0,9,9,0,0,1,1,1,0,0,0,0,0,0,3,0,0,2,0,1
2018,6,WO,63348,0,9,0,0,23,153,39,38,14,3,0,2,2,0,0,0,1,0,0,10,0,0,0,0,4,3,1,0,1,1,2,0,3,0,1,0,4,5,0,0,9,0,0
2018,6,WO,65320,5,0,0,0,82,426,122,108,34,9,0,3,3,1,2,2,7,0,3,16,4,2,0,0,15,14,1,1,0,0,0,0,1,0,2,0,4,1,0,1,1,0,3
2018,6,WO,65392,2,0,0,0,22,143,39,35,14,2,0,1,0,0,0,0,3,0,1,4,1,0,0,0,7,7,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0
2018,6,WO,65742,1,0,0,0,8,46,13,11,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2018,6,WO,66018,0,1,0,0,2,30,7,6,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2018,6,WO,67313,5,0,1,0,102,522,140,125,30,5,1,3,1,0,1,0,9,0,5,24,4,0,0,3,18,17,1,1,0,1,0,0,2,0,0,0,3,2,0,2,2,0,1
2018,6,WO,67603,0,7,0,0,20,108,29,26,8,2,0,1,0,1,0,1,2,0,0,5,0,0,0,0,3,3,1,0,1,1,1,0,2,0,1,0,3,4,0,0,7,0,0
2018,6,WO,67828,0,6,0,2,22,90,29,25,3,0,1,1,0,0,0,0,3,2,1,7,0,0,0,0,2,2,0,1,0,1,1,0,1,0,2,0,2,4,0,0,6,0,0
2018,6,WO,68341,2,5,0,0,37,268,67,50,18,2,0,3,0,2,1,2,12,0,2,13,1,3,2,0,19,19,1,1,1,1,2,0,0,0,1,0,3,4,0,3,4,0,0
2018,6,WO,74359,0,11,0,2,27,154,39,36,10,1,0,1,1,0,1,0,2,0,0,6,0,0,0,0,7,7,1,2,1,1,2,0,3,0,1,0,5,6,0,2,9,0,0
2018,6,WO,75342,0,11,0,4,26,180,42,41,14,1,0,4,0,0,0,0,1,0,0,8,0,1,0,1,11,6,2,2,1,1,2,0,3,0,0,0,5,6,0,1,9,0,1
2018,6,WO,76430,0,11,0,0,37,228,56,49,16,4,0,2,0,0,0,1,5,1,1,19,1,1,0,0,12,12,1,2,2,1,1,0,2,0,2,0,4,7,0,0,6,4,1
2018,7,HH,60757,0,2,0,0,7,65,14,11,4,0,0,2,0,0,0,0,3,0,0,2,0,2,0,0,5,5,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2,0,0
2018,7,HH,60768,0,11,0,4,41,215,56,50,8,1,0,1,1,0,0,0,6,0,0,12,1,1,0,0,4,3,0,2,2,0,0,0,2,2,2,1,3,8,0,2,9,0,0
2018,7,HH,64759,0,8,0,1,20,136,36,31,11,0,0,2,0,0,0,0,3,0,2,4,1,1,0,0,9,9,0,1,3,0,0,0,1,2,0,1,2,6,0,1,7,0,0
2018,7,HH,65764,4,0,0,0,60,338,93,79,25,7,0,5,2,1,1,1,9,0,3,12,3,0,0,1,16,14,0,1,0,0,0,0,1,1,1,0,0,4,0,2,0,0,2
2018,7,HH,65769,1,10,0,2,36,194,51,44,11,4,0,1,3,1,1,1,4,0,1,13,0,1,0,0,8,8,0,2,2,0,0,0,2,1,2,2,3,8,0,2,9,0,0
2018,7,HH,66741,3,2,0,1,55,291,81,74,23,4,0,2,0,0,0,1,3,0,3,14,0,0,0,1,12,11,0,0,2,0,0,0,1,1,0,1,2,3,0,1,4,0,0
2018,7,HH,67703,0,9,0,1,22,145,31,27,6,3,0,0,1,0,0,0,3,0,1,12,0,1,0,0,2,2,0,0,2,0,0,0,2,2,2,1,1,8,0,0,8,0,1
2018,7,HH,67737,1,0,0,0,14,76,19,17,4,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2018,7,HH,67762,1,0,0,0,16,85,19,16,2,0,0,0,0,2,0,0,3,0,0,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2018,7,HH,68742,2,0,0,0,30,194,43,36,10,1,0,1,0,1,2,0,4,0,1,7,1,1,0,0,5,5,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1
2018,7,HH,68748,4,0,0,0,67,431,98,85,20,2,0,5,2,1,0,0,12,0,1,25,2,2,2,0,15,13,0,2,1,0,0,0,0,0,0,1,2,2,0,1,0,0,3
2018,7,HH,68794,1,0,0,0,18,65,19,19,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2018,7,HH,73738,0,8,0,0,18,114,28,27,10,2,0,4,0,0,0,0,1,0,0,7,1,0,0,0,4,4,0,0,3,0,0,0,1,1,2,1,2,6,0,0,7,0,1
2018,7,HH,73750,5,0,0,0,83,520,124,110,31,6,2,3,1,0,0,2,10,0,2,23,3,0,0,0,17,14,0,2,2,0,0,0,0,0,0,1,3,2,0,1,4,0,0
2018,7,HH,73801,0,11,0,1,37,147,48,42,11,2,0,0,2,0,1,0,4,1,1,9,2,0,0,0,1,1,0,4,4,0,0,0,1,0,1,1,4,7,0,0,11,0,0
2018,7,HH,74731,0,1,0,0,8,35,11,9,2,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2018,7,HH,74857,0,7,0,0,18,105,26,24,7,2,0,1,0,0,0,1,1,0,0,6,0,0,0,0,3,3,0,1,1,0,0,0,0,1,2,2,3,4,0,2,0,5,0
2018,7,HH,79764,0,5,0,0,26,162,46,39,14,5,1,2,0,0,1,1,5,0,0,5,0,0,0,1,13,12,0,2,0,0,0,0,1,0,1,1,2,3,0,0,5,0,0
2018,7,HT,60634,0,10,0,1,31,176,44,40,11,0,1,1,2,0,0,0,4,0,0,8,1,0,0,0,6,6,2,0,2,1,1,2,0,0,2,0,6,4,0,0,9,1,0
2018,7,HT,61666,4,0,0,0,48,286,82,69,28,7,0,1,2,1,1,2,10,1,0,10,3,3,0,0,14,14,1,0,1,0,0,1,0,0,1,0,2,2,0,1,2,0,1
2018,7,HT,62648,0,8,0,4,32,168,46,37,7,0,0,1,1,0,1,1,6,0,1,13,1,1,0,0,2,2,2,0,2,1,1,1,0,0,1,0,5,3,0,0,7,0,1
2018,7,HT,62754,4,0,0,0,59,332,83,75,20,3,0,6,0,1,1,0,5,0,2,17,2,2,0,0,14,14,0,0,0,1,1,1,0,0,1,0,3,1,0,2,0,0,2
2018,7,HT,63628,0,2,0,0,0,22,6,4,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0
2018,7,HT,65618,1,4,0,0,22,129,35,32,12,3,0,1,1,1,0,1,2,0,0,4,1,0,0,0,6,6,2,0,0,2,0,0,0,0,1,0,4,1,0,0,5,0,0
2018,7,HT,65643,0,6,0,0,33,175,45,40,8,1,0,2,0,0,0,0,5,1,0,11,0,0,1,0,4,4,1,0,1,1,0,1,0,0,2,0,3,3,0,2,4,0,0
2018,7,HT,66643,4,0,0,0,67,413,107,97,34,2,0,4,3,3,4,1,5,1,0,23,1,1,0,0,20,14,2,0,0,0,0,1,0,0,1,0,2,2,0,4,0,0,0
2018,7,HT,67640,0,9,0,2,39,263,62,48,13,1,0,2,4,0,3,0,10,1,1,12,1,1,0,0,7,7,2,0,2,1,0,1,0,0,3,0,5,4,0,0,8,1,0
2018,7,HT,67645,2,4,0,1,52,253,72,70,17,6,0,3,0,0,0,0,1,1,1,12,0,1,0,0,11,6,2,0,2,1,0,0,0,0,1,0,4,2,0,1,3,0,2
2018,7,HT,68639,0,3,0,0,10,63,16,16,6,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,4,4,1,0,0,1,0,0,0,0,1,0,2,1,0,0,3,0,0
2018,7,HT,75620,0,6,0,0,18,76,21,20,3,1,0,1,0,0,1,0,0,0,0,9,0,0,0,0,1,1,1,0,1,1,1,0,0,0,2,0,5,1,0,0,2,4,0
2018,7,HT,76350,0,10,0,0,46,236,65,57,15,3,0,1,3,0,0,0,6,1,2,9,4,1,0,0,7,7,3,0,1,2,0,1,0,0,3,0,6,4,0,1,9,0,0
2018,7,HT,77637,5,0,0,0,90,509,133,121,34,5,0,5,2,1,1,0,11,0,0,31,1,1,0,0,16,15,1,0,1,1,0,0,0,0,2,0,4,1,0,2,2,0,1
2018,7,HT,95657,2,2,0,0,31,189,47,44,14,6,0,1,0,0,0,1,1,0,1,11,0,0,0,0,8,8,1,0,1,0,0,1,0,0,1,0,2,2,0,1,2,0,1
2018,7,KT,61240,5,0,0,0,102,562,144,134,35,5,0,6,7,1,1,0,7,1,2,35,2,3,0,0,11,11,1,0,0,1,0,0,1,0,1,1,4,1,0,1,4,0,0
2018,7,KT,64001,4,1,0,0,81,451,119,110,32,8,0,3,2,1,0,1,6,0,2,28,2,0,0,0,18,16,2,0,0,0,1,0,1,0,0,1,2,3,0,1,3,0,1
2018,7,KT,64017,0,2,0,0,3,21,5,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0
2018,7,KT,64029,0,3,0,0,8,57,14,12,4,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,0,1,2,0,0,3,0,0
2018,7,KT,65056,0,8,0,2,21,115,32,27,6,3,0,1,0,0,0,0,3,1,2,14,0,1,0,0,5,4,1,1,0,2,2,0,1,0,0,1,3,5,0,0,7,0,1
2018,7,KT,65058,0,1,0,0,3,16,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2018,7,KT,65060,0,10,0,1,27,160,42,35,9,1,1,1,1,0,0,1,5,1,1,3,2,0,0,0,10,9,2,2,0,1,2,0,0,0,2,1,5,5,0,1,9,0,0
2018,7,KT,65062,0,12,0,0,41,232,59,54,19,2,1,2,0,2,2,1,2,1,0,16,1,1,0,0,8,8,3,1,0,2,0,0,2,0,2,2,8,4,0,1,5,6,0
2018,7,KT,65331,5,0,0,0,87,515,135,123,45,6,0,4,2,2,0,1,11,0,0,25,3,1,0,0,23,22,1,1,0,1,0,0,1,0,1,0,4,1,0,1,1,0,3
2018,7,KT,67066,0,10,0,3,23,119,32,30,12,1,0,1,0,1,0,0,2,0,0,1,3,1,0,0,2,2,2,2,0,1,2,0,0,0,2,1,5,5,1,1,8,0,0
2018,7,KT,68043,1,0,0,0,15,66,19,16,2,1,0,0,0,0,0,0,3,0,0,3,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2018,7,KT,68067,0,1,0,1,2,17,5,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2018,7,KT,75149,0,12,0,4,23,125,30,27,6,0,0,1,0,0,0,1,2,0,0,4,0,0,0,0,1,1,3,1,0,2,2,0,1,0,1,2,7,5,0,0,11,0,1
2018,7,KT,75258,4,0,0,0,68,363,102,88,25,4,1,2,2,0,2,0,11,0,1,8,3,1,0,0,12,12,0,1,0,0,1,0,1,0,0,1,1,3,0,1,1,0,2
2018,7,KT,75730,0,8,0,0,18,142,38,33,16,3,0,1,0,0,1,0,4,1,0,8,1,0,0,0,12,12,2,1,0,1,0,0,1,0,2,1,6,2,0,0,7,0,1
2018,7,KT,78248,0,10,0,2,22,109,33,30,8,1,0,0,1,0,0,0,2,0,1,4,1,0,0,0,2,1,3,2,0,1,0,0,1,0,1,2,5,5,0,0,9,0,1
2018,7,KT,99563,2,4,0,0,26,166,44,41,15,5,0,4,2,0,0,0,3,0,0,3,1,0,0,0,11,11,0,1,0,2,1,0,0,0,1,1,3,3,0,1,5,0,0
2018,7,LG,60105,0,2,0,0,4,36,9,4,1,1,0,0,0,0,0,2,2,0,1,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0
2018,7,LG,60140,0,11,0,2,42,200,54,50,11,1,0,0,1,0,2,0,2,0,0,16,2,0,0,0,6,6,0,0,2,0,0,2,3,2,1,1,7,4,0,2,9,0,0
2018,7,LG,60181,0,10,0,1,23,132,35,33,13,4,1,2,1,0,0,1,1,0,0,7,2,0,0,0,7,7,0,1,1,0,0,2,2,1,1,2,6,4,0,1,8,0,1
2018,7,LG,61101,4,0,0,0,76,411,103,94,24,4,0,3,2,0,2,2,5,0,0,19,0,1,0,0,10,10,0,0,0,0,0,1,1,0,1,1,2,2,0,2,0,0,2
2018,7,LG,61329,0,2,0,0,2,15,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,2,0,0
2018,7,LG,62698,4,0,0,0,82,408,117,114,36,5,0,2,4,2,0,0,3,0,0,25,2,0,0,0,12,11,0,0,0,0,0,1,1,1,1,0,4,0,0,0,3,0,1
2018,7,LG,63145,0,3,0,0,13,85,18,18,5,0,0,0,1,0,0,0,0,0,0,5,0,2,0,0,2,1,0,0,2,0,0,0,1,0,0,0,0,3,0,0,3,0,0
2018,7,LG,64155,1,0,0,0,8,78,19,16,8,2,0,1,2,0,0,0,3,0,0,2,0,1,0,0,7,7,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2018,7,LG,66145,3,1,0,0,43,257,72,68,29,2,2,5,0,1,0,0,4,0,0,8,1,1,1,0,22,21,0,1,1,0,0,1,1,0,0,0,2,2,0,1,3,0,0
2018,7,LG,67119,0,11,0,2,43,253,65,57,16,3,0,4,0,0,1,0,7,0,0,11,2,0,0,0,10,10,0,2,2,0,0,2,2,0,1,2,5,6,0,2,8,0,1
2018,7,LG,68135,5,0,0,0,95,518,132,120,31,3,1,5,6,1,2,0,8,0,2,23,3,1,0,0,15,12,0,1,1,0,0,1,1,0,0,1,2,3,0,1,2,0,2
2018,7,LG,71118,0,6,0,0,24,132,40,38,13,2,0,4,0,0,0,0,2,0,0,9,0,0,0,1,13,11,0,1,0,0,0,1,1,1,1,1,4,2,0,0,5,0,1
2018,7,LG,76455,4,0,0,0,55,405,100,80,30,8,0,5,4,1,0,2,17,0,1,12,2,2,0,0,28,28,0,1,0,0,0,0,0,1,1,1,2,2,0,3,1,0,0
2018,7,LG,76650,0,11,0,5,19,122,31,29,11,1,0,2,0,1,0,0,1,0,1,9,0,0,0,0,8,7,0,1,2,0,0,2,2,1,1,2,6,5,0,0,11,0,0
2018,7,LG,78148,0,8,0,0,24,113,33,31,7,1,0,0,2,0,0,1,1,0,0,10,0,0,0,0,4,3,0,1,1,0,0,1,1,2,1,1,5,3,0,0,3,4,1
2018,7,LG,79339,0,2,0,0,11,61,15,12,3,1,0,0,0,1,0,0,3,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,2,0,0
2018,7,LG,79825,1,4,0,0,31,180,46,39,12,6,0,0,1,0,1,2,3,0,1,11,0,1,0,0,7,6,0,0,1,0,0,0,2,1,1,0,4,1,0,0,5,0,0
2018,7,LT,62528,5,0,0,0,64,412,108,92,35,7,1,3,3,2,2,2,10,0,2,18,1,3,0,0,25,24,0,1,1,0,0,1,1,0,1,0,2,3,0,4,1,0,0
2018,7,LT,63543,0,10,0,2,27,138,35,31,6,1,0,2,1,0,0,1,2,0,1,6,1,1,0,0,3,3,0,0,0,0,0,1,3,2,1,3,5,5,0,0,9,0,1
2018,7,LT,64021,3,0,0,0,39,243,65,58,22,5,0,4,1,0,0,0,6,0,1,3,3,0,0,0,13,13,0,0,1,0,0,1,0,1,0,0,3,0,0,2,0,0,1
2018,7,LT,65546,5,0,0,0,88,527,137,122,40,6,2,2,1,0,0,4,7,1,4,32,2,0,1,1,23,21,0,0,0,0,0,0,2,1,1,1,2,3,0,2,1,0,2
2018,7,LT,68526,5,0,0,0,90,536,131,115,31,6,1,3,6,1,2,1,12,0,1,26,3,3,0,0,14,14,0,0,0,0,0,1,2,0,1,1,2,3,0,2,2,0,1
2018,7,LT,72523,0,8,0,0,22,106,29,27,5,2,0,0,0,0,0,0,2,0,0,5,0,2,0,0,2,2,0,1,2,0,0,1,2,0,2,0,4,4,0,0,7,0,1
2018,7,LT,72535,0,13,0,1,36,175,51,48,15,1,0,1,0,0,0,1,2,0,0,6,2,0,0,0,7,7,0,1,1,0,0,2,4,1,2,2,5,8,0,1,12,0,0
2018,7,LT,73211,0,8,0,0,41,239,55,51,13,3,0,2,1,1,1,1,2,0,0,8,1,0,0,0,4,4,0,0,2,0,0,2,1,1,2,0,5,3,0,0,8,0,0
2018,7,LT,75321,0,6,0,0,19,115,27,24,4,2,0,0,0,0,0,0,3,1,0,7,0,0,0,0,1,1,0,0,2,0,0,1,0,1,0,2,4,2,0,0,4,2,0
2018,7,LT,75537,0,3,0,0,8,37,8,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,3,0,0
2018,7,LT,76540,0,1,0,0,5,25,7,7,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
2018,7,LT,77318,0,5,0,0,18,120,32,28,10,0,0,2,0,0,0,0,3,0,1,8,0,1,0,0,6,6,0,0,1,0,0,0,2,0,2,0,2,3,0,0,5,0,0
2018,7,LT,77591,3,0,0,0,46,297,71,64,22,6,1,2,0,1,1,0,6,0,0,14,2,2,0,0,10,10,0,0,1,0,0,0,0,1,0,1,2,1,0,1,1,0,1
2018,7,LT,79293,0,10,0,3,23,141,38,35,14,1,0,2,0,0,0,0,2,0,1,6,1,0,0,0,7,5,0,0,2,0,0,1,2,1,1,3,4,6,0,0,9,0,1
2018,7,LT,79545,0,11,0,1,32,179,46,38,7,3,0,0,0,0,0,1,7,1,0,9,0,1,0,0,2,2,0,1,2,0,0,1,2,2,1,2,6,5,0,1,10,0,0
2018,7,NC,60263,5,0,0,0,87,525,121,108,29,7,0,3,1,1,1,2,6,0,4,26,2,0,0,0,13,12,0,1,0,0,1,0,0,2,0,1,2,3,0,1,3,0,1
2018,7,NC,60339,1,5,0,0,46,230,60,51,8,0,0,0,1,0,0,1,7,0,1,7,2,1,0,0,2,2,0,0,0,0,1,0,0,3,1,1,2,4,0,0,6,0,0
2018,7,NC,62929,0,11,0,0,37,220,53,48,14,1,0,2,0,1,2,0,3,0,0,12,0,1,0,0,4,4,0,3,0,1,2,0,0,2,1,2,5,6,1,0,1,6,3
2018,7,NC,62951,3,0,0,0,40,239,61,52,17,2,0,1,1,1,0,1,8,0,0,6,2,1,0,0,8,8,0,0,0,1,0,0,0,1,0,1,2,1,0,1,2,0,0
2018,7,NC,63936,0,2,0,0,8,63,16,12,4,1,0,1,0,0,0,0,3,0,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0
2018,7,NC,63950,0,3,0,0,16,100,27,23,7,1,0,0,1,0,0,0,4,0,0,5,0,1,0,0,5,5,0,0,0,2,0,0,0,0,0,1,0,3,0,1,1,1,0
2018,7,NC,64594,0,1,0,0,2,9,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2018,7,NC,64995,0,1,0,0,3,27,7,5,3,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2018,7,NC,65064,0,2,0,0,14,90,23,18,6,1,0,2,0,0,0,1,4,0,0,4,1,0,0,0,5,4,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0
2018,7,NC,65908,0,1,0,0,5,48,11,6,1,0,0,1,0,0,0,0,2,0,3,2,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2018,7,NC,65933,4,0,0,0,47,362,89,74,30,6,1,6,0,0,1,0,12,0,2,12,2,8,0,0,22,21,0,1,0,1,1,0,0,0,0,1,2,2,0,2,2,0,0
2018,7,NC,66920,0,1,0,0,5,39,8,7,2,1,0,1,0,0,0,0,1,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2018,7,NC,68908,1,2,0,0,10,78,20,13,3,0,1,0,0,0,0,1,6,0,0,3,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,2,1,2,0,0,3,0,0
2018,7,NC,68948,3,0,0,0,46,314,69,60,17,4,0,3,3,1,0,0,9,0,0,18,3,0,0,0,8,8,0,1,0,0,1,0,0,1,0,0,1,2,0,1,1,0,1
2018,7,NC,68953,5,0,0,0,74,445,112,95,29,3,1,5,4,2,2,2,11,0,2,25,2,2,0,0,14,14,0,0,0,1,0,0,0,2,0,2,2,3,0,2,3,0,0
2018,7,NC,75867,0,12,0,1,33,203,48,40,11,4,0,1,1,1,1,1,5,1,1,14,1,1,0,0,4,3,0,2,0,1,2,0,0,3,1,3,4,8,0,0,11,0,1
2018,7,NC,76118,0,12,0,5,45,209,56,52,12,0,0,2,1,2,0,0,4,0,0,8,3,0,0,0,4,4,0,2,0,2,1,0,0,2,1,4,5,7,0,0,11,1,0
2018,7,NC,76757,0,8,0,1,29,162,48,43,14,5,0,1,0,0,0,0,3,0,2,3,0,1,0,0,6,5,0,1,0,2,2,0,0,3,0,0,2,6,0,0,7,0,1
2018,7,NC,79358,0,15,0,3,50,276,67,57,9,0,0,1,2,1,2,1,6,0,1,23,0,3,0,3,6,4,0,2,0,2,2,0,0,4,1,4,6,9,0,1,9,0,5
2018,7,OB,61214,0,7,0,0,34,212,57,51,17,5,0,1,4,0,0,0,5,0,1,7,0,0,0,0,10,10,0,0,2,1,1,0,0,1,2,0,3,4,0,0,7,0,0
2018,7,OB,63248,0,8,0,1,32,172,42,39,8,2,0,2,0,0,0,0,3,0,0,14,1,0,0,0,4,4,2,0,1,2,2,0,0,0,1,0,4,4,0,0,4,4,0
2018,7,OB,65064,0,1,0,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
2018,7,OB,65543,4,0,0,0,87,432,113,101,24,6,0,0,3,2,1,1,10,0,0,21,2,0,0,0,7,6,1,0,0,0,1,0,0,1,1,0,3,1,0,0,1,0,3
2018,7,OB,66160,0,1,0,0,6,33,9,8,3,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
2018,7,OB,66291,1,5,0,0,48,260,72,64,20,4,2,2,3,0,0,2,4,0,2,12,1,0,0,0,12,12,1,0,1,1,2,0,0,0,1,0,3,3,0,1,4,0,1
2018,7,OB,67263,0,2,0,0,11,48,16,15,5,0,0,2,0,0,0,0,0,0,1,3,1,0,0,0,3,3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0
2018,7,OB,67266,0,8,0,2,24,118,35,33,10,1,0,0,0,0,0,0,2,0,0,8,1,0,1,0,3,3,1,0,0,3,2,0,0,0,2,0,5,3,0,0,8,0,0
2018,7,OB,68201,0,1,0,0,3,16,6,5,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2018,7,OB,68240,5,0,0,0,72,450,107,95,30,4,1,3,1,2,0,1,7,0,4,18,4,1,0,0,20,20,1,0,1,1,2,0,0,0,0,0,2,3,0,2,0,0,3
2018,7,OB,73248,0,9,0,4,27,159,40,32,6,1,0,0,1,0,0,0,8,1,0,5,1,2,0,0,3,3,2,0,1,3,1,0,0,1,1,0,5,4,0,1,7,1,0
2018,7,OB,74513,2,1,0,0,16,133,37,31,16,4,0,1,0,0,1,1,2,0,2,2,0,2,0,0,13,13,0,0,0,1,0,0,0,1,1,0,1,2,0,1,2,0,0
2018,7,OB,76329,0,6,0,0,18,66,24,24,8,3,1,0,0,0,0,0,0,0,0,3,2,0,0,0,2,2,1,0,1,1,2,0,0,1,0,0,2,4,0,0,6,0,0
2018,7,OB,77211,4,0,0,0,72,371,107,97,32,7,0,2,0,2,1,2,7,1,0,15,3,1,0,1,12,10,0,0,1,1,1,0,0,1,0,0,0,4,0,1,1,0,2
2018,7,OB,77263,0,10,0,0,31,180,47,43,13,1,0,3,0,0,0,0,3,0,1,12,1,1,0,0,9,9,2,0,2,3,1,0,0,1,1,0,5,5,0,0,10,0,0
2018,7,OB,78247,0,7,0,0,21,134,33,25,7,2,1,1,0,0,0,0,6,0,2,7,3,2,0,0,6,6,1,0,2,1,1,0,0,2,0,0,2,5,0,0,6,0,1
2018,7,OB,79229,5,0,0,0,58,355,97,88,33,4,1,4,2,0,0,3,6,0,0,10,1,0,0,0,20,20,0,0,1,1,1,0,0,1,1,0,3,2,0,2,0,0,3
