"year","month","P_ID","T_ID","AB","HIT","H2","H3","HR","BB","HP","KK","BK","PA","R","ER","SF","stadium_MH","stadium_MS","stadium_JS","stadium_SW","stadium_DJ","stadium_DG","stadium_GJ","stadium_GC","stadium_SJ","stadium_PH","stadium_US","stadium_CJ","stadium_CW","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","HOME","AWAY"
2018,4,65067,"LT",3,2,1,0,0,1,2,1,0,6,1,1,0,0,0,0,3,2,0,1,0,13,0,3,0,0,5,1,3,3,0,1,0,3,3,3,16,6
2018,4,65320,"WO",96,24,3,0,0,9,3,22,0,110,12,12,2,0,0,3,0,3,1,3,12,0,0,3,0,0,3,3,3,3,3,3,3,3,1,0,12,13
2018,4,65331,"KT",106,22,3,0,4,4,2,26,0,114,13,12,2,0,3,3,12,0,3,0,3,0,0,0,0,0,2,3,0,3,3,3,1,3,3,3,12,12
2018,4,65543,"OB",104,20,6,1,3,6,1,32,0,111,8,8,0,3,3,10,1,0,3,0,3,0,0,0,0,0,3,3,1,2,0,5,0,3,3,3,10,13
2018,4,65546,"LT",111,31,9,0,2,11,2,26,0,130,20,18,6,0,0,0,3,2,0,1,0,13,0,3,0,0,5,1,3,3,0,1,0,3,3,3,16,6
2018,4,65616,"HT",34,9,2,0,2,5,3,6,0,42,10,10,0,2,0,4,3,3,0,9,0,0,0,0,0,0,5,0,3,4,1,0,3,2,0,3,9,12
2018,4,65639,"HT",36,11,2,2,2,3,2,10,0,41,11,10,0,2,0,4,3,3,0,9,0,0,0,0,0,0,5,0,3,4,1,0,3,2,0,3,9,12
2018,4,65643,"HT",46,17,3,0,4,2,1,7,0,49,11,11,0,2,0,4,3,3,0,9,0,0,0,0,0,0,5,0,3,4,1,0,3,2,0,3,9,12
2018,4,65742,"WO",126,30,4,0,1,5,1,27,0,136,13,10,4,0,0,3,0,3,1,3,12,0,0,3,0,0,3,3,3,3,3,3,3,3,1,0,12,13
2018,4,65764,"HH",12,5,1,0,2,3,0,2,0,16,5,5,1,0,0,3,2,12,0,2,0,3,0,0,0,0,0,5,2,0,5,0,3,1,3,3,12,10
2018,4,65769,"HH",11,5,0,0,2,2,0,1,0,13,4,4,0,0,0,3,2,12,0,2,0,3,0,0,0,0,0,5,2,0,5,0,3,1,3,3,12,10
2018,4,65856,"SK",58,12,2,0,0,4,1,18,0,63,6,6,0,10,0,3,3,1,0,0,3,3,0,0,0,0,1,2,3,3,3,3,3,0,2,3,10,13
2018,4,65933,"NC",66,22,4,0,3,11,1,17,0,78,9,9,0,3,12,2,0,0,3,0,3,1,0,0,0,0,0,0,3,3,1,0,5,3,6,3,12,12
2018,4,66018,"WO",45,14,5,0,0,7,0,12,0,54,7,7,2,0,0,3,0,3,1,3,12,0,0,3,0,0,3,3,3,3,3,3,3,3,1,0,12,13
2018,4,66047,"KT",75,22,4,0,6,9,1,18,0,85,14,13,0,0,3,3,12,0,3,0,3,0,0,0,0,0,2,3,0,3,3,3,1,3,3,3,12,12
2018,4,66145,"LG",104,29,0,1,3,12,4,16,0,121,13,12,1,0,3,15,0,0,0,3,0,3,0,0,0,0,0,4,3,0,3,3,2,3,3,3,13,11
2018,4,66160,"OB",8,3,1,0,0,0,1,1,0,9,1,1,0,3,3,10,1,0,3,0,3,0,0,0,0,0,3,3,1,2,0,5,0,3,3,3,10,13
2018,4,66291,"OB",75,23,6,0,2,8,1,15,0,86,13,13,2,3,3,10,1,0,3,0,3,0,0,0,0,0,3,3,1,2,0,5,0,3,3,3,10,13
2018,4,66451,"SS",50,12,1,0,3,4,1,22,0,55,6,6,0,2,3,3,0,3,10,0,0,3,0,0,0,0,3,0,3,3,3,6,3,2,0,1,10,14
2018,4,66492,"SS",43,15,3,0,1,4,0,7,0,47,6,6,0,2,3,3,0,3,10,0,0,3,0,0,0,0,3,0,3,3,3,6,3,2,0,1,10,14
2018,4,66643,"HT",95,30,5,0,2,4,0,16,0,100,15,12,1,2,0,4,3,3,0,9,0,0,0,0,0,0,5,0,3,4,1,0,3,2,0,3,9,12
2018,4,66741,"HH",108,31,6,1,3,8,0,12,0,117,15,14,1,0,0,3,2,12,0,2,0,3,0,0,0,0,0,5,2,0,5,0,3,1,3,3,12,10
2018,4,66859,"SK",5,0,0,0,0,1,0,1,0,7,0,0,1,10,0,3,3,1,0,0,3,3,0,0,0,0,1,2,3,3,3,3,3,0,2,3,10,13
2018,4,66960,"NC",94,25,3,0,5,14,1,19,0,112,19,19,3,3,12,2,0,0,3,0,3,1,0,0,0,0,0,0,3,3,1,0,5,3,6,3,12,12
2018,4,67066,"KT",3,0,0,0,0,0,0,1,0,3,0,0,0,0,3,3,12,0,3,0,3,0,0,0,0,0,2,3,0,3,3,3,1,3,3,3,12,12
2018,4,67119,"LG",42,11,3,1,0,3,2,9,0,48,6,5,1,0,3,15,0,0,0,3,0,3,0,0,0,0,0,4,3,0,3,3,2,3,3,3,13,11
2018,4,67143,"LG",16,4,0,0,0,5,0,0,0,21,1,1,0,0,3,15,0,0,0,3,0,3,0,0,0,0,0,4,3,0,3,3,2,3,3,3,13,11
2018,4,67266,"OB",49,15,2,0,0,6,4,13,0,59,8,7,0,3,3,10,1,0,3,0,3,0,0,0,0,0,3,3,1,2,0,5,0,3,3,3,10,13
2018,4,67313,"WO",118,31,4,0,3,10,4,28,0,134,14,13,2,0,0,3,0,3,1,3,12,0,0,3,0,0,3,3,3,3,3,3,3,3,1,0,12,13
2018,4,67467,"SS",20,8,1,0,2,2,1,4,0,23,7,7,0,2,3,3,0,3,10,0,0,3,0,0,0,0,3,0,3,3,3,6,3,2,0,1,10,14
2018,4,67588,"LT",70,18,5,0,2,12,2,24,0,87,12,12,3,0,0,0,3,2,0,1,0,13,0,3,0,0,5,1,3,3,0,1,0,3,3,3,16,6
2018,4,67640,"HT",27,7,1,1,0,2,0,9,0,29,2,2,0,2,0,4,3,3,0,9,0,0,0,0,0,0,5,0,3,4,1,0,3,2,0,3,9,12
2018,4,67645,"HT",126,38,9,0,3,8,0,24,0,136,16,15,2,2,0,4,3,3,0,9,0,0,0,0,0,0,5,0,3,4,1,0,3,2,0,3,9,12
2018,4,67703,"HH",36,9,2,0,0,4,0,8,0,41,2,2,1,0,0,3,2,12,0,2,0,3,0,0,0,0,0,5,2,0,5,0,3,1,3,3,12,10
2018,4,67828,"WO",31,13,5,0,1,5,0,7,0,37,13,10,1,0,0,3,0,3,1,3,12,0,0,3,0,0,3,3,3,3,3,3,3,3,1,0,12,13
2018,4,68067,"KT",50,16,4,1,3,1,1,5,0,52,10,10,0,0,3,3,12,0,3,0,3,0,0,0,0,0,2,3,0,3,3,3,1,3,3,3,12,12
2018,4,68135,"LG",92,26,2,0,1,2,2,27,1,99,8,8,3,0,3,15,0,0,0,3,0,3,0,0,0,0,0,4,3,0,3,3,2,3,3,3,13,11
2018,4,68220,"OB",55,14,3,0,1,8,1,13,0,65,4,4,1,3,3,10,1,0,3,0,3,0,0,0,0,0,3,3,1,2,0,5,0,3,3,3,10,13
2018,4,68240,"OB",96,16,3,0,3,15,1,27,0,113,7,7,1,3,3,10,1,0,3,0,3,0,0,0,0,0,3,3,1,2,0,5,0,3,3,3,10,13
2018,4,68249,"OB",6,1,0,0,0,1,0,2,0,8,0,0,1,3,3,10,1,0,3,0,3,0,0,0,0,0,3,3,1,2,0,5,0,3,3,3,10,13
2018,4,68400,"SS",116,34,10,1,2,6,2,26,0,127,20,14,3,2,3,3,0,3,10,0,0,3,0,0,0,0,3,0,3,3,3,6,3,2,0,1,10,14
2018,4,68415,"SS",41,11,5,0,1,6,1,8,0,48,6,5,0,2,3,3,0,3,10,0,0,3,0,0,0,0,3,0,3,3,3,6,3,2,0,1,10,14
2018,4,68435,"SS",90,30,3,1,1,10,0,14,0,102,16,16,2,2,3,3,0,3,10,0,0,3,0,0,0,0,3,0,3,3,3,6,3,2,0,1,10,14
2018,4,68526,"LT",75,23,6,0,3,15,1,18,0,94,17,15,3,0,0,0,3,2,0,1,0,13,0,3,0,0,5,1,3,3,0,1,0,3,3,3,16,6
2018,4,68701,"HH",24,6,0,0,0,3,3,4,0,30,4,4,0,0,0,3,2,12,0,2,0,3,0,0,0,0,0,5,2,0,5,0,3,1,3,3,12,10
2018,4,68703,"HH",26,8,0,0,1,4,0,8,0,30,5,5,0,0,0,3,2,12,0,2,0,3,0,0,0,0,0,5,2,0,5,0,3,1,3,3,12,10
2018,4,68742,"HH",93,33,3,0,2,7,1,14,0,102,13,13,1,0,0,3,2,12,0,2,0,3,0,0,0,0,0,5,2,0,5,0,3,1,3,3,12,10
2018,4,68748,"HH",85,13,4,0,1,12,0,30,0,97,7,5,0,0,0,3,2,12,0,2,0,3,0,0,0,0,0,5,2,0,5,0,3,1,3,3,12,10
2018,4,68815,"SK",120,25,4,0,3,3,0,33,0,123,9,8,0,10,0,3,3,1,0,0,3,3,0,0,0,0,1,2,3,3,3,3,3,0,2,3,10,13
2018,4,68948,"NC",129,41,6,0,2,9,1,15,0,140,12,9,1,3,12,2,0,0,3,0,3,1,0,0,0,0,0,0,3,3,1,0,5,3,6,3,12,12
2018,4,68953,"NC",88,25,5,0,2,8,2,18,0,99,14,13,1,3,12,2,0,0,3,0,3,1,0,0,0,0,0,0,3,3,1,0,5,3,6,3,12,12
2018,4,70425,"HH",70,21,5,1,1,10,3,15,1,83,17,17,0,0,0,3,2,12,0,2,0,3,0,0,0,0,0,5,2,0,5,0,3,1,3,3,12,10
2018,4,71118,"LG",23,6,0,0,0,2,1,3,0,27,3,3,1,0,3,15,0,0,0,3,0,3,0,0,0,0,0,4,3,0,3,3,2,3,3,3,13,11
2018,4,72523,"LT",22,5,0,0,0,9,0,7,0,32,4,3,1,0,0,0,3,2,0,1,0,13,0,3,0,0,5,1,3,3,0,1,0,3,3,3,16,6
2018,4,72535,"LT",40,8,5,0,0,2,0,5,0,44,6,4,2,0,0,0,3,2,0,1,0,13,0,3,0,0,5,1,3,3,0,1,0,3,3,3,16,6
2018,4,73211,"LT",50,13,1,0,1,2,0,9,0,53,2,2,1,0,0,0,3,2,0,1,0,13,0,3,0,0,5,1,3,3,0,1,0,3,3,3,16,6
2018,4,73248,"OB",9,5,0,0,1,0,0,0,0,9,2,2,0,3,3,10,1,0,3,0,3,0,0,0,0,0,3,3,1,2,0,5,0,3,3,3,10,13
2018,4,73738,"HH",59,14,2,0,2,2,1,7,0,62,4,4,0,0,0,3,2,12,0,2,0,3,0,0,0,0,0,5,2,0,5,0,3,1,3,3,12,10
2018,4,73750,"HH",61,22,4,0,3,4,0,13,0,66,14,14,1,0,0,3,2,12,0,2,0,3,0,0,0,0,0,5,2,0,5,0,3,1,3,3,12,10
2018,4,73801,"HH",63,18,2,0,0,6,1,13,0,71,12,8,1,0,0,3,2,12,0,2,0,3,0,0,0,0,0,5,2,0,5,0,3,1,3,3,12,10
2018,4,74359,"WO",27,7,1,0,3,3,0,4,0,31,4,4,1,0,0,3,0,3,1,3,12,0,0,3,0,0,3,3,3,3,3,3,3,3,1,0,12,13
2018,4,74454,"SS",95,30,5,0,3,6,0,12,0,103,17,17,2,2,3,3,0,3,10,0,0,3,0,0,0,0,3,0,3,3,3,6,3,2,0,1,10,14
2018,4,74513,"OB",73,23,7,0,5,9,1,18,0,84,17,17,1,3,3,10,1,0,3,0,3,0,0,0,0,0,3,3,1,2,0,5,0,3,3,3,10,13
2018,4,74838,"SK",41,14,1,0,0,2,0,8,0,43,6,6,0,10,0,3,3,1,0,0,3,3,0,0,0,0,1,2,3,3,3,3,3,0,2,3,10,13
2018,4,74857,"HH",37,7,0,0,1,1,1,13,0,40,3,2,1,0,0,3,2,12,0,2,0,3,0,0,0,0,0,5,2,0,5,0,3,1,3,3,12,10
2018,4,75138,"SK",29,7,0,0,0,1,0,7,0,30,1,1,0,10,0,3,3,1,0,0,3,3,0,0,0,0,1,2,3,3,3,3,3,0,2,3,10,13
2018,4,75149,"KT",38,10,4,0,1,5,1,11,0,45,4,3,1,0,3,3,12,0,3,0,3,0,0,0,0,0,2,3,0,3,3,3,1,3,3,3,12,12
2018,4,75250,"SK",40,10,2,0,2,2,0,9,0,42,6,6,0,10,0,3,3,1,0,0,3,3,0,0,0,0,1,2,3,3,3,3,3,0,2,3,10,13
2018,4,75258,"KT",103,31,3,0,2,12,1,17,0,117,17,14,1,0,3,3,12,0,3,0,3,0,0,0,0,0,2,3,0,3,3,3,1,3,3,3,12,12
2018,4,75321,"LT",41,7,1,0,0,3,0,13,0,45,0,0,1,0,0,0,3,2,0,1,0,13,0,3,0,0,5,1,3,3,0,1,0,3,3,3,16,6
2018,4,75340,"SK",36,13,5,0,2,3,1,4,0,41,8,8,1,10,0,3,3,1,0,0,3,3,0,0,0,0,1,2,3,3,3,3,3,0,2,3,10,13
2018,4,75342,"WO",37,8,1,0,0,0,0,6,0,37,1,1,0,0,0,3,0,3,1,3,12,0,0,3,0,0,3,3,3,3,3,3,3,3,1,0,12,13
2018,4,75867,"NC",24,7,2,2,1,2,0,3,1,26,5,4,0,3,12,2,0,0,3,0,3,1,0,0,0,0,0,0,3,3,1,0,5,3,6,3,12,12
2018,4,76118,"NC",18,7,0,0,0,4,0,3,0,22,4,4,0,3,12,2,0,0,3,0,3,1,0,0,0,0,0,0,3,3,1,0,5,3,6,3,12,12
2018,4,76329,"OB",13,4,1,0,0,2,0,5,0,15,0,0,0,3,3,10,1,0,3,0,3,0,0,0,0,0,3,3,1,2,0,5,0,3,3,3,10,13
2018,4,76350,"HT",39,14,4,1,1,5,0,12,0,45,9,8,1,2,0,4,3,3,0,9,0,0,0,0,0,0,5,0,3,4,1,0,3,2,0,3,9,12
2018,4,76355,"SS",41,13,5,0,3,4,0,9,0,46,8,7,1,2,3,3,0,3,10,0,0,3,0,0,0,0,3,0,3,3,3,6,3,2,0,1,10,14
2018,4,76430,"WO",29,5,1,0,0,2,0,9,0,31,0,0,0,0,0,3,0,3,1,3,12,0,0,3,0,0,3,3,3,3,3,3,3,3,1,0,12,13
2018,4,76455,"LG",89,25,4,0,5,9,2,14,0,101,16,16,1,0,3,15,0,0,0,3,0,3,0,0,0,0,0,4,3,0,3,3,2,3,3,3,13,11
2018,4,76540,"LT",25,6,1,0,2,5,1,4,0,31,6,6,0,0,0,0,3,2,0,1,0,13,0,3,0,0,5,1,3,3,0,1,0,3,3,3,16,6
2018,4,76610,"SS",34,10,0,0,3,3,3,7,0,40,9,6,0,2,3,3,0,3,10,0,0,3,0,0,0,0,3,0,3,3,3,6,3,2,0,1,10,14
2018,4,76650,"LG",31,11,2,0,1,2,1,4,0,35,6,5,1,0,3,15,0,0,0,3,0,3,0,0,0,0,0,4,3,0,3,3,2,3,3,3,13,11
2018,4,76757,"NC",44,16,4,0,0,3,1,7,0,50,9,8,2,3,12,2,0,0,3,0,3,1,0,0,0,0,0,0,3,3,1,0,5,3,6,3,12,12
2018,4,76858,"SK",25,5,2,0,0,3,2,9,0,31,2,1,1,10,0,3,3,1,0,0,3,3,0,0,0,0,1,2,3,3,3,3,3,0,2,3,10,13
2018,4,77211,"OB",49,12,0,1,0,1,1,8,0,52,4,4,1,3,3,10,1,0,3,0,3,0,0,0,0,0,3,3,1,2,0,5,0,3,3,3,10,13
2018,4,77263,"OB",38,18,2,0,2,2,1,3,0,41,11,11,0,3,3,10,1,0,3,0,3,0,0,0,0,0,3,3,1,2,0,5,0,3,3,3,10,13
2018,4,77318,"LT",4,2,0,0,1,2,0,0,0,7,4,4,1,0,0,0,3,2,0,1,0,13,0,3,0,0,5,1,3,3,0,1,0,3,3,3,16,6
2018,4,77446,"SS",84,26,3,0,5,2,0,19,0,86,10,10,0,2,3,3,0,3,10,0,0,3,0,0,0,0,3,0,3,3,3,6,3,2,0,1,10,14
2018,4,77563,"KT",27,4,0,0,0,4,1,12,0,32,2,2,0,0,3,3,12,0,3,0,3,0,0,0,0,0,2,3,0,3,3,3,1,3,3,3,12,12
2018,4,77591,"LT",23,5,1,0,0,3,1,6,0,27,3,3,0,0,0,0,3,2,0,1,0,13,0,3,0,0,5,1,3,3,0,1,0,3,3,3,16,6
2018,4,77637,"HT",121,28,3,0,1,6,0,31,0,127,8,7,0,2,0,4,3,3,0,9,0,0,0,0,0,0,5,0,3,4,1,0,3,2,0,3,9,12
2018,4,77829,"SK",78,23,2,0,4,9,0,17,0,88,11,11,1,10,0,3,3,1,0,0,3,3,0,0,0,0,1,2,3,3,3,3,3,0,2,3,10,13
2018,4,77927,"SS",35,8,4,0,0,5,0,15,0,40,2,2,0,2,3,3,0,3,10,0,0,3,0,0,0,0,3,0,3,3,3,6,3,2,0,1,10,14
2018,4,78148,"LG",54,13,5,0,0,7,0,12,0,61,4,4,0,0,3,15,0,0,0,3,0,3,0,0,0,0,0,4,3,0,3,3,2,3,3,3,13,11
2018,4,78247,"OB",11,1,0,0,0,3,0,4,0,14,0,0,0,3,3,10,1,0,3,0,3,0,0,0,0,0,3,3,1,2,0,5,0,3,3,3,10,13
2018,4,78248,"KT",27,13,4,0,1,3,1,5,0,31,9,9,0,0,3,3,12,0,3,0,3,0,0,0,0,0,2,3,0,3,3,3,1,3,3,3,12,12
2018,4,78352,"NC",18,6,3,0,1,2,0,5,0,20,5,4,0,3,12,2,0,0,3,0,3,1,0,0,0,0,0,0,3,3,1,0,5,3,6,3,12,12
2018,4,78552,"HH",5,2,0,0,1,0,0,1,0,5,1,1,0,0,0,3,2,12,0,2,0,3,0,0,0,0,0,5,2,0,5,0,3,1,3,3,12,10
2018,4,78819,"SK",9,4,2,0,0,1,1,1,0,14,2,2,3,10,0,3,3,1,0,0,3,3,0,0,0,0,1,2,3,3,3,3,3,0,2,3,10,13
2018,4,79140,"LG",32,11,4,0,2,2,1,6,0,35,6,6,0,0,3,15,0,0,0,3,0,3,0,0,0,0,0,4,3,0,3,3,2,3,3,3,13,11
2018,4,79191,"KT",7,2,0,0,0,1,0,3,0,8,0,0,0,0,3,3,12,0,3,0,3,0,0,0,0,0,2,3,0,3,3,3,1,3,3,3,12,12
2018,4,79229,"OB",113,43,8,1,5,5,1,16,0,123,22,22,4,3,3,10,1,0,3,0,3,0,0,0,0,0,3,3,1,2,0,5,0,3,3,3,10,13
2018,4,79293,"LT",51,10,3,0,1,1,0,17,1,53,5,5,1,0,0,0,3,2,0,1,0,13,0,3,0,0,5,1,3,3,0,1,0,3,3,3,16,6
2018,4,79358,"NC",21,3,0,0,1,1,0,8,0,22,2,2,0,3,12,2,0,0,3,0,3,1,0,0,0,0,0,0,3,3,1,0,5,3,6,3,12,12
2018,4,79545,"LT",40,7,2,0,1,10,1,15,0,53,3,2,2,0,0,0,3,2,0,1,0,13,0,3,0,0,5,1,3,3,0,1,0,3,3,3,16,6
2018,4,79617,"HT",20,8,0,0,1,3,0,1,0,25,7,7,2,2,0,4,3,3,0,9,0,0,0,0,0,0,5,0,3,4,1,0,3,2,0,3,9,12
2018,4,79764,"HH",16,5,2,0,1,2,0,3,0,19,3,3,1,0,0,3,2,12,0,2,0,3,0,0,0,0,0,5,2,0,5,0,3,1,3,3,12,10
2018,4,79825,"LG",21,4,1,0,0,3,2,3,0,27,1,1,1,0,3,15,0,0,0,3,0,3,0,0,0,0,0,4,3,0,3,3,2,3,3,3,13,11
2018,4,79847,"SK",61,19,2,0,2,5,1,11,0,69,10,8,2,10,0,3,3,1,0,0,3,3,0,0,0,0,1,2,3,3,3,3,3,0,2,3,10,13
2018,4,95657,"HT",25,4,0,0,2,2,1,6,0,30,3,3,2,2,0,4,3,3,0,9,0,0,0,0,0,0,5,0,3,4,1,0,3,2,0,3,9,12
2018,4,99445,"SS",30,9,2,0,3,2,0,6,0,32,5,4,0,2,3,3,0,3,10,0,0,3,0,0,0,0,3,0,3,3,3,6,3,2,0,1,10,14
2018,4,99563,"KT",7,1,0,0,1,0,0,1,0,7,1,1,0,0,3,3,12,0,3,0,3,0,0,0,0,0,2,3,0,3,3,3,1,3,3,3,12,12
2018,5,60140,"LG",13,3,2,0,0,2,1,6,0,16,2,2,0,2,0,12,3,3,0,0,0,3,3,0,0,0,6,0,3,0,6,3,3,2,3,0,12,14
2018,5,60181,"LG",46,16,3,0,3,3,0,9,0,50,10,10,1,2,0,12,3,3,0,0,0,3,3,0,0,0,6,0,3,0,6,3,3,2,3,0,12,14
2018,5,60263,"NC",104,30,5,0,1,3,0,22,0,107,14,14,0,0,11,3,3,5,0,3,0,0,0,0,0,0,5,6,3,3,2,0,0,3,0,3,11,14
2018,5,60339,"NC",40,18,3,1,2,5,0,6,0,46,15,12,1,0,11,3,3,5,0,3,0,0,0,0,0,0,5,6,3,3,2,0,0,3,0,3,11,14
2018,5,60559,"LT",17,6,1,0,0,4,0,3,0,21,5,4,0,2,2,3,0,0,3,0,3,11,0,0,0,0,0,3,2,6,0,2,3,2,3,3,11,13
2018,5,60634,"HT",19,7,1,0,0,0,0,2,0,19,3,0,0,0,3,0,0,0,2,15,3,3,0,0,0,0,0,0,3,0,3,6,3,3,2,6,15,11
2018,5,60636,"HT",19,5,2,0,0,2,0,3,0,21,2,2,0,0,3,0,0,0,2,15,3,3,0,0,0,0,0,0,3,0,3,6,3,3,2,6,15,11
2018,5,60764,"KT",11,5,0,0,1,2,0,2,0,13,4,4,0,0,0,2,11,3,3,3,0,2,0,0,0,0,3,3,0,3,2,3,2,0,6,2,11,13
2018,5,60768,"HH",55,13,1,0,3,2,2,14,0,59,5,5,0,3,0,3,0,14,2,0,3,0,0,0,0,0,0,0,3,6,0,5,3,3,2,3,14,11
2018,5,60841,"SK",83,22,4,0,1,8,1,17,0,94,10,10,2,10,3,4,0,0,3,3,0,0,0,0,0,0,3,3,0,2,2,3,4,0,3,3,10,13
2018,5,61101,"LG",110,30,5,0,5,9,2,19,0,124,13,13,3,2,0,12,3,3,0,0,0,3,3,0,0,0,6,0,3,0,6,3,3,2,3,0,12,14
2018,5,61214,"OB",1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,14,0,3,0,3,0,3,0,0,0,0,3,3,2,3,3,0,0,4,3,2,11,12
2018,5,61240,"KT",128,45,7,1,4,5,1,22,0,138,25,22,4,0,0,2,11,3,3,3,0,2,0,0,0,0,3,3,0,3,2,3,2,0,6,2,11,13
2018,5,61268,"WO",6,1,0,0,0,1,1,2,0,10,0,0,2,3,3,2,2,0,0,3,12,0,0,0,0,0,3,6,2,0,3,3,2,3,3,0,12,13
2018,5,61365,"SS",34,15,4,1,3,5,1,2,0,40,14,14,0,0,0,3,3,0,13,0,3,0,3,0,0,0,2,2,6,3,3,0,3,3,0,3,16,9
2018,5,61411,"SS",42,8,5,0,1,5,2,10,0,50,5,4,1,0,0,3,3,0,13,0,3,0,3,0,0,0,2,2,6,3,3,0,3,3,0,3,16,9
2018,5,61457,"SS",22,7,1,1,1,1,1,3,0,24,4,4,0,0,0,3,3,0,13,0,3,0,3,0,0,0,2,2,6,3,3,0,3,3,0,3,16,9
2018,5,61643,"HT",15,6,1,0,0,3,0,1,0,18,3,2,0,0,3,0,0,0,2,15,3,3,0,0,0,0,0,0,3,0,3,6,3,3,2,6,15,11
2018,5,61666,"HT",97,25,2,2,2,13,1,17,0,112,20,17,1,0,3,0,0,0,2,15,3,3,0,0,0,0,0,0,3,0,3,6,3,3,2,6,15,11
2018,5,61895,"SK",41,6,1,1,0,1,0,11,0,42,0,0,0,10,3,4,0,0,3,3,0,0,0,0,0,0,3,3,0,2,2,3,4,0,3,3,10,13
2018,5,61962,"OB",25,4,0,0,1,7,1,5,0,33,5,4,0,0,0,14,0,3,0,3,0,3,0,0,0,0,3,3,2,3,3,0,0,4,3,2,11,12
2018,5,62056,"SK",4,0,0,0,0,3,0,0,0,7,0,0,0,10,3,4,0,0,3,3,0,0,0,0,0,0,3,3,0,2,2,3,4,0,3,3,10,13
2018,5,62146,"LG",25,7,1,0,2,3,1,4,0,29,4,4,0,2,0,12,3,3,0,0,0,3,3,0,0,0,6,0,3,0,6,3,3,2,3,0,12,14
2018,5,62263,"OB",18,6,2,0,1,1,1,3,1,20,2,2,0,0,0,14,0,3,0,3,0,3,0,0,0,0,3,3,2,3,3,0,0,4,3,2,11,12
2018,5,62360,"WO",44,12,4,0,3,4,0,10,0,48,5,5,0,3,3,2,2,0,0,3,12,0,0,0,0,0,3,6,2,0,3,3,2,3,3,0,12,13
2018,5,62363,"WO",118,38,7,1,3,13,5,14,0,137,19,16,1,3,3,2,2,0,0,3,12,0,0,0,0,0,3,6,2,0,3,3,2,3,3,0,12,13
2018,5,62528,"LT",95,29,5,1,5,13,3,26,0,112,16,16,1,2,2,3,0,0,3,0,3,11,0,0,0,0,0,3,2,6,0,2,3,2,3,3,11,13
2018,5,62595,"LT",5,1,1,0,0,2,0,2,0,7,2,0,0,2,2,3,0,0,3,0,3,11,0,0,0,0,0,3,2,6,0,2,3,2,3,3,11,13
2018,5,62648,"HT",63,7,0,0,2,8,0,16,0,71,3,3,0,0,3,0,0,0,2,15,3,3,0,0,0,0,0,0,3,0,3,6,3,3,2,6,15,11
2018,5,62698,"LG",174,44,13,0,2,4,1,50,0,180,15,14,1,2,0,12,3,3,0,0,0,3,3,0,0,0,6,0,3,0,6,3,3,2,3,0,12,14
2018,5,62754,"HT",110,37,5,0,5,8,5,15,0,126,21,19,3,0,3,0,0,0,2,15,3,3,0,0,0,0,0,0,3,0,3,6,3,3,2,6,15,11
2018,5,62869,"SK",94,26,6,0,1,8,0,12,0,102,14,13,0,10,3,4,0,0,3,3,0,0,0,0,0,0,3,3,0,2,2,3,4,0,3,3,10,13
2018,5,62920,"NC",40,12,3,1,0,10,0,8,0,50,8,8,0,0,11,3,3,5,0,3,0,0,0,0,0,0,5,6,3,3,2,0,0,3,0,3,11,14
2018,5,62929,"NC",37,14,3,0,1,3,0,6,0,41,7,7,1,0,11,3,3,5,0,3,0,0,0,0,0,0,5,6,3,3,2,0,0,3,0,3,11,14
2018,5,62937,"WO",100,28,3,1,8,2,2,13,0,105,17,17,1,3,3,2,2,0,0,3,12,0,0,0,0,0,3,6,2,0,3,3,2,3,3,0,12,13
2018,5,62951,"NC",51,19,2,0,1,5,0,4,0,56,8,7,0,0,11,3,3,5,0,3,0,0,0,0,0,0,5,6,3,3,2,0,0,3,0,3,11,14
2018,5,62966,"NC",49,19,3,0,4,7,0,3,0,58,16,15,2,0,11,3,3,5,0,3,0,0,0,0,0,0,5,6,3,3,2,0,0,3,0,3,11,14
2018,5,63248,"OB",37,9,1,0,0,8,2,11,0,48,5,4,1,0,0,14,0,3,0,3,0,3,0,0,0,0,3,3,2,3,3,0,0,4,3,2,11,12
2018,5,63342,"WO",23,6,1,1,1,0,1,7,0,24,4,1,0,3,3,2,2,0,0,3,12,0,0,0,0,0,3,6,2,0,3,3,2,3,3,0,12,13
2018,5,63348,"WO",30,8,1,0,2,6,0,5,0,36,7,7,0,3,3,2,2,0,0,3,12,0,0,0,0,0,3,6,2,0,3,3,2,3,3,0,12,13
2018,5,63543,"LT",21,5,0,0,1,3,0,3,0,25,4,4,1,2,2,3,0,0,3,0,3,11,0,0,0,0,0,3,2,6,0,2,3,2,3,3,11,13
2018,5,63936,"NC",7,4,1,0,0,1,1,2,0,9,2,2,0,0,11,3,3,5,0,3,0,0,0,0,0,0,5,6,3,3,2,0,0,3,0,3,11,14
2018,5,63950,"NC",6,1,0,0,0,3,0,2,0,10,2,2,1,0,11,3,3,5,0,3,0,0,0,0,0,0,5,6,3,3,2,0,0,3,0,3,11,14
2018,5,64001,"KT",126,34,6,1,2,5,5,31,0,140,15,11,4,0,0,2,11,3,3,3,0,2,0,0,0,0,3,3,0,3,2,3,2,0,6,2,11,13
