"","year","P_ID","PA","AB","BB","HP","HIT","HR","KK"
"3818",2018,99810,30,27,3,0,7,1,3
"3819",2018,61102,73,66,4,3,18,2,12
"3820",2018,61114,12,11,1,0,2,0,5
"3821",2018,61186,85,78,7,0,26,0,15
"3822",2018,62164,10,9,1,0,2,0,1
"3823",2018,64153,86,79,4,3,20,4,26
"3824",2018,68119,3,3,0,0,1,0,1
"3825",2018,71842,19,15,2,2,1,0,8
"3826",2018,72133,109,95,12,0,34,2,16
"3827",2018,74823,2,2,0,0,0,0,0
"3828",2018,76290,102,93,4,1,28,5,13
"3829",2018,78135,103,100,2,1,32,4,19
"3830",2018,78217,21,17,3,0,3,0,4
"3831",2018,79109,109,85,17,2,24,2,25
"3832",2018,79150,89,80,7,1,20,3,22
"3833",2018,79192,87,77,7,2,24,4,17
"3834",2018,79198,12,10,1,0,2,0,2
"3835",2018,60523,57,49,7,1,13,1,7
"3836",2018,61204,32,28,2,0,5,1,7
"3837",2018,61591,33,29,1,1,9,0,8
"3838",2018,62556,98,83,9,1,28,2,17
"3839",2018,63543,0,0,0,0,0,0,0
"3840",2018,63593,12,11,1,0,2,0,2
"3841",2018,66508,27,22,4,1,7,0,7
"3842",2018,67454,1,1,0,0,0,0,0
"3843",2018,67539,57,51,3,0,9,0,23
"3844",2018,67588,0,0,0,0,0,0,0
"3845",2018,67598,106,96,9,1,37,12,24
"3846",2018,68525,32,27,4,1,8,2,7
"3847",2018,71564,115,99,12,4,29,9,8
"3848",2018,72546,31,29,0,0,6,1,4
"3849",2018,75321,0,0,0,0,0,0,0
"3850",2018,76100,64,55,8,1,13,3,16
"3851",2018,76249,85,72,10,2,19,5,12
"3852",2018,77318,0,0,0,0,0,0,0
"3853",2018,77463,71,63,5,0,17,4,17
"3854",2018,77532,111,97,13,1,35,4,19
"3855",2018,78513,113,104,6,2,35,9,12
"3856",2018,78566,19,17,2,0,4,1,5
"3857",2018,79356,5,5,0,0,1,0,1
"3858",2018,60566,38,35,1,1,9,0,3
"3859",2018,62016,6,6,0,0,0,0,1
"3860",2018,62025,26,23,3,0,7,1,4
"3861",2018,62537,22,21,1,0,2,1,6
"3862",2018,62907,82,74,5,3,28,1,8
"3863",2018,62917,4,4,0,0,1,0,3
"3864",2018,62921,3,3,0,0,0,0,0
"3865",2018,62925,28,27,0,0,8,0,7
"3866",2018,62929,0,0,0,0,0,0,0
"3867",2018,62931,84,74,9,1,18,0,20
"3868",2018,62934,66,60,5,0,18,5,14
"3869",2018,62947,104,94,6,3,28,4,22
"3870",2018,63963,81,63,14,1,11,1,11
"3871",2018,64944,11,9,2,0,1,0,4
"3872",2018,66917,60,52,4,4,12,0,11
"3873",2018,66965,7,6,1,0,2,0,0
"3874",2018,67935,100,91,8,1,23,5,28
"3875",2018,68901,0,0,0,0,0,0,0
"3876",2018,68904,7,7,0,0,2,0,1
"3877",2018,68912,6,5,0,1,1,0,2
"3878",2018,71552,38,31,6,0,9,0,8
"3879",2018,73213,45,38,6,0,9,0,6
"3880",2018,74465,61,53,5,3,11,0,16
"3881",2018,76720,40,28,4,3,4,0,10
"3882",2018,76757,0,0,0,0,0,0,0
"3883",2018,79358,0,0,0,0,0,0,0
"3884",2018,61208,65,54,5,0,17,0,9
"3885",2018,62234,68,58,5,3,13,0,7
"3886",2018,62244,45,40,4,0,12,2,12
"3887",2018,63202,0,0,0,0,0,0,0
"3888",2018,63248,0,0,0,0,0,0,0
"3889",2018,63257,23,22,1,0,8,1,9
"3890",2018,63260,21,20,1,0,6,0,5
"3891",2018,64086,15,14,1,0,3,1,4
"3892",2018,65269,6,6,0,0,0,0,3
"3893",2018,66160,0,0,0,0,0,0,0
"3894",2018,66207,3,3,0,0,0,0,1
"3895",2018,66209,47,43,3,0,14,1,5
"3896",2018,67207,3,2,0,1,1,0,0
"3897",2018,74206,63,54,6,1,15,2,7
"3898",2018,75334,64,49,12,2,9,1,21
"3899",2018,76232,95,81,12,1,28,8,3
"3900",2018,76267,105,91,12,0,32,4,15
"3901",2018,77248,103,93,8,2,34,5,20
"3902",2018,78224,117,107,8,1,46,14,20
"3903",2018,79215,109,98,5,4,31,3,18
"3904",2018,79240,114,105,6,2,43,5,7
"3905",2018,79530,0,0,0,0,0,0,0
"3906",2018,61652,3,3,0,0,1,0,0
"3907",2018,61865,1,1,0,0,0,0,0
"3908",2018,61869,17,16,0,0,2,1,3
"3909",2018,62884,31,22,5,3,9,2,7
"3910",2018,62895,93,76,10,5,21,9,25
"3911",2018,63704,105,91,9,2,31,1,22
"3912",2018,66838,92,88,4,0,25,8,20
"3913",2018,67872,101,95,5,1,20,6,22
"3914",2018,67893,10,9,1,0,0,0,2
"3915",2018,71184,28,24,3,0,6,0,3
"3916",2018,71837,35,31,3,0,6,0,6
"3917",2018,73209,82,68,7,3,18,4,11
"3918",2018,74846,16,14,2,0,3,1,5
"3919",2018,75151,30,29,1,0,7,0,5
"3920",2018,75847,72,60,8,4,16,7,17
"3921",2018,76802,88,76,6,3,17,0,7
"3922",2018,76812,83,75,5,2,24,5,16
"3923",2018,76869,10,9,1,0,3,0,4
"3924",2018,77243,4,4,0,0,2,1,0
"3925",2018,61197,2,2,0,0,1,0,1
"3926",2018,61404,105,91,10,3,28,2,8
"3927",2018,62404,113,102,9,2,32,2,22
"3928",2018,62409,4,4,0,0,0,0,0
"3929",2018,62415,111,100,10,0,28,0,19
"3930",2018,64407,0,0,0,0,0,0,0
"3931",2018,64410,5,5,0,0,0,0,2
"3932",2018,64469,1,1,0,0,0,0,1
"3933",2018,64610,43,40,3,0,7,0,7
"3934",2018,66462,14,13,1,0,3,0,2
"3935",2018,67450,109,89,14,4,31,8,15
"3936",2018,71432,73,64,8,0,18,1,21
"3937",2018,72456,63,56,2,3,13,0,10
"3938",2018,72466,14,11,3,0,1,0,3
"3939",2018,74540,79,73,3,2,16,3,16
"3940",2018,75566,81,70,10,1,21,3,14
"3941",2018,79402,111,105,1,1,27,1,16
"3942",2018,79456,48,39,8,0,20,1,4
"3943",2018,79465,9,8,1,0,1,0,3
"3944",2018,61353,86,82,1,1,28,0,18
"3945",2018,62332,41,36,1,3,7,1,13
"3946",2018,62356,86,77,6,3,15,1,27
"3947",2018,64300,113,98,15,0,37,2,13
"3948",2018,64346,57,53,4,0,9,2,20
"3949",2018,65357,26,26,0,0,10,2,5
"3950",2018,66354,42,38,4,0,11,0,10
"3951",2018,67304,100,91,8,0,24,1,26
"3952",2018,67341,75,70,4,1,25,2,9
"3953",2018,67394,95,80,9,3,19,2,14
"3954",2018,68330,7,7,0,0,1,0,0
"3955",2018,73342,68,64,3,1,23,0,8
"3956",2018,75125,112,94,14,2,36,8,26
"3957",2018,77564,89,78,6,2,17,0,17
"3958",2018,79300,0,0,0,0,0,0,0
"3959",2018,79334,26,19,7,0,5,0,7
"3960",2018,60100,26,24,1,0,9,1,4
"3961",2018,60184,4,4,0,0,1,0,1
"3962",2018,61554,17,15,1,1,2,1,6
"3963",2018,61700,101,86,12,1,25,1,19
"3964",2018,62700,77,72,4,1,17,0,17
"3965",2018,62797,30,28,1,1,6,0,6
"3966",2018,64717,29,27,1,0,5,1,9
"3967",2018,66702,8,8,0,0,5,0,1
"3968",2018,66704,5,5,0,0,1,0,2
"3969",2018,66706,8,7,1,0,1,0,4
"3970",2018,66715,3,3,0,0,0,0,1
"3971",2018,68730,81,75,6,0,24,2,14
"3972",2018,68743,37,35,2,0,9,0,9
"3973",2018,71752,37,35,1,1,12,1,9
"3974",2018,73136,86,76,8,1,21,4,29
"3975",2018,74163,81,73,3,2,23,0,9
"3976",2018,74729,40,35,5,0,10,1,12
"3977",2018,75808,52,46,5,1,15,1,8
"3978",2018,76753,50,50,0,0,13,2,19
"3979",2018,78288,61,54,3,3,21,0,10
"3980",2018,78756,9,8,1,0,1,0,2
"3981",2018,79705,15,13,2,0,3,0,3
"3982",2018,60605,21,20,1,0,4,0,4
"3983",2018,60648,1,1,0,0,0,0,0
"3984",2018,62265,16,14,0,0,4,0,4
"3985",2018,62864,29,27,2,0,4,0,7
"3986",2018,62893,15,11,3,0,3,0,5
"3987",2018,63722,33,28,3,1,5,0,4
"3988",2018,64657,46,35,5,4,8,1,9
"3989",2018,65643,0,0,0,0,0,0,0
"3990",2018,66606,76,71,4,0,22,0,17
"3991",2018,66615,51,44,6,0,17,0,7
"3992",2018,66662,13,12,0,0,2,0,3
"3993",2018,67650,87,74,12,1,23,5,18
"3994",2018,70410,46,42,2,1,13,1,5
"3995",2018,72443,98,88,10,0,24,7,16
"3996",2018,73606,8,7,1,0,0,0,3
"3997",2018,76350,0,0,0,0,0,0,0
"3998",2018,76849,66,62,2,1,19,1,9
"3999",2018,78467,0,0,0,0,0,0,0
"4000",2018,78603,78,73,4,1,18,0,4
"4001",2018,78629,27,17,7,2,4,1,5
"4002",2018,79608,96,89,3,2,32,2,12
"4003",2018,99606,36,30,3,2,5,0,9
"4004",2018,60343,19,18,1,0,4,2,7
"4005",2018,60558,41,38,3,0,10,0,14
"4006",2018,64006,55,49,2,1,13,0,3
"4007",2018,64012,0,0,0,0,0,0,0
"4008",2018,65062,0,0,0,0,0,0,0
"4009",2018,66052,8,8,0,0,2,0,1
"4010",2018,67025,94,83,10,1,36,9,17
"4011",2018,68050,91,83,8,0,20,5,26
"4012",2018,70553,36,35,1,0,7,0,11
"4013",2018,73113,85,76,7,0,22,9,24
"4014",2018,74215,77,69,7,0,15,2,12
"4015",2018,74339,69,60,9,0,22,4,4
"4016",2018,76313,80,70,9,1,20,6,13
"4017",2018,78517,18,15,0,0,3,1,8
"4018",2018,78548,71,64,5,1,21,2,15
"4019",2018,78753,15,15,0,0,3,1,4
"4020",2018,99810,60,52,7,0,14,0,9
"4021",2018,61102,70,66,2,2,23,5,9
"4022",2018,61114,18,17,0,1,4,0,1
"4023",2018,61186,68,62,5,0,24,1,7
"4024",2018,62164,16,13,2,1,4,1,1
"4025",2018,64153,60,58,1,1,14,3,8
"4026",2018,65115,10,10,0,0,3,0,3
"4027",2018,68103,62,59,2,1,25,4,4
"4028",2018,68119,0,0,0,0,0,0,0
"4029",2018,71842,24,21,2,1,4,1,5
"4030",2018,72133,95,91,3,1,22,3,17
"4031",2018,76290,93,79,13,0,30,4,11
"4032",2018,78135,90,82,4,3,21,0,19
"4033",2018,78217,8,8,0,0,2,0,2
"4034",2018,79109,95,80,13,0,17,1,23
"4035",2018,79150,76,68,6,0,14,0,17
"4036",2018,79192,97,86,6,4,31,5,18
"4037",2018,79198,10,10,0,0,4,0,1
"4038",2018,60523,36,31,4,0,10,1,10
"4039",2018,61204,15,12,3,0,4,0,1
"4040",2018,61591,6,5,0,0,1,0,3
"4041",2018,62556,68,56,9,2,14,2,11
"4042",2018,63593,4,3,0,1,0,0,2
"4043",2018,64022,40,38,1,0,9,2,10
"4044",2018,66508,15,12,1,1,4,0,5
"4045",2018,67539,17,17,0,0,1,0,10
"4046",2018,67598,83,73,9,1,22,2,24
"4047",2018,68525,46,42,4,0,11,1,10
"4048",2018,71564,79,75,2,2,22,2,14
"4049",2018,72546,63,59,2,0,19,1,7
"4050",2018,73211,0,0,0,0,0,0,0
"4051",2018,75537,0,0,0,0,0,0,0
"4052",2018,76100,7,7,0,0,0,0,4
"4053",2018,76249,90,83,4,1,27,2,8
"4054",2018,77463,61,58,2,1,16,4,16
"4055",2018,77532,98,91,7,0,31,4,17
"4056",2018,78513,95,81,11,2,30,6,11
"4057",2018,79356,12,10,2,0,1,0,4
"4058",2018,60566,40,34,3,0,6,0,3
"4059",2018,62025,33,30,2,0,12,1,5
"4060",2018,62537,29,28,1,0,6,0,7
"4061",2018,62907,55,51,3,1,16,0,6
"4062",2018,62917,1,1,0,0,0,0,0
"4063",2018,62921,2,2,0,0,1,0,0
"4064",2018,62925,8,7,1,0,1,0,2
"4065",2018,62929,0,0,0,0,0,0,0
"4066",2018,62931,83,79,4,0,25,3,13
"4067",2018,62934,77,70,5,0,14,1,23
"4068",2018,62947,97,81,13,2,28,1,18
"4069",2018,63260,3,2,0,1,1,0,1
"4070",2018,63963,95,86,5,1,22,1,18
"4071",2018,66917,47,44,2,1,8,0,7
"4072",2018,66965,12,9,2,1,0,0,0
"4073",2018,67935,91,79,7,4,18,2,19
"4074",2018,68904,5,4,1,0,0,0,3
"4075",2018,68912,40,36,4,0,6,0,12
"4076",2018,71552,42,35,7,0,9,2,10
"4077",2018,73213,23,19,3,0,6,1,1
"4078",2018,73306,34,29,4,0,6,1,5
"4079",2018,74465,37,30,3,3,11,2,7
"4080",2018,76720,2,2,0,0,0,0,0
"4081",2018,61208,41,36,2,0,13,0,7
"4082",2018,62234,43,35,5,1,8,0,8
"4083",2018,62244,42,35,4,1,10,1,11
"4084",2018,63202,1,1,0,0,1,0,0
"4085",2018,63248,0,0,0,0,0,0,0
"4086",2018,63260,40,33,5,2,9,2,12
"4087",2018,64086,10,8,1,0,0,0,4
"4088",2018,65269,1,0,1,0,0,0,0
"4089",2018,66207,0,0,0,0,0,0,0
"4090",2018,66209,33,32,0,0,6,0,10
"4091",2018,66291,0,0,0,0,0,0,0
"4092",2018,67207,3,3,0,0,0,0,2
"4093",2018,68201,0,0,0,0,0,0,0
"4094",2018,68245,20,19,0,0,2,0,5
"4095",2018,74206,75,69,4,1,28,3,14
"4096",2018,75334,36,30,4,1,12,4,9
"4097",2018,76232,72,65,5,1,25,3,5
"4098",2018,76267,85,76,7,0,22,5,13
"4099",2018,77248,80,73,6,0,29,4,11
"4100",2018,78224,95,82,11,1,33,6,18
"4101",2018,79215,82,75,6,1,26,3,7
"4102",2018,79240,95,88,3,3,24,1,10
"4103",2018,79530,6,6,0,0,2,0,2
"4104",2018,61652,27,25,1,1,8,1,4
"4105",2018,61869,28,28,0,0,7,0,6
"4106",2018,62802,11,8,2,0,2,0,3
"4107",2018,62884,51,45,5,1,16,1,9
"4108",2018,62895,81,72,6,0,24,3,15
"4109",2018,63704,99,87,7,2,29,1,13
"4110",2018,66838,83,74,5,2,18,3,27
"4111",2018,67872,91,75,13,0,29,9,17
"4112",2018,67893,6,5,1,0,0,0,1
"4113",2018,71184,22,20,1,1,1,0,4
"4114",2018,71837,62,51,10,0,19,6,11
"4115",2018,72860,5,4,0,0,1,0,2
"4116",2018,73209,76,69,5,0,19,1,13
"4117",2018,75847,70,60,7,3,14,6,21
"4118",2018,76802,75,63,9,2,14,0,8
"4119",2018,76812,82,72,8,1,18,2,8
"4120",2018,61104,16,15,0,0,1,0,5
"4121",2018,61197,34,33,0,0,13,2,4
"4122",2018,61404,92,82,9,1,27,1,16
"4123",2018,62404,99,91,7,1,30,4,22
"4124",2018,62415,106,90,13,0,25,0,12
"4125",2018,64407,0,0,0,0,0,0,0
"4126",2018,64793,0,0,0,0,0,0,0
"4127",2018,65412,0,0,0,0,0,0,0
"4128",2018,66406,1,1,0,0,0,0,0
"4129",2018,66462,19,18,0,1,7,0,3
"4130",2018,67450,98,90,4,4,26,4,14
"4131",2018,71432,61,54,6,0,14,1,15
"4132",2018,72456,82,73,3,2,20,3,7
"4133",2018,74540,66,57,6,3,17,3,11
"4134",2018,75566,94,79,11,0,29,4,18
"4135",2018,77927,0,0,0,0,0,0,0
"4136",2018,79402,57,51,5,0,9,0,12
"4137",2018,79456,47,43,1,1,17,0,8
"4138",2018,79465,23,22,1,0,6,0,5
"4139",2018,61353,64,60,3,0,16,1,17
"4140",2018,62332,41,34,1,2,7,1,11
"4141",2018,62356,87,74,10,1,23,1,18
"4142",2018,64300,104,87,13,2,14,3,14
"4143",2018,64346,40,38,2,0,11,2,11
"4144",2018,65357,24,21,3,0,4,1,5
"4145",2018,65399,1,1,0,0,0,0,0
"4146",2018,66354,30,26,4,0,5,0,9
"4147",2018,67304,86,76,7,2,21,1,24
"4148",2018,67341,49,43,4,0,18,0,4
"4149",2018,67394,77,68,7,1,17,4,17
"4150",2018,73342,87,78,8,0,19,2,8
"4151",2018,75125,96,86,8,2,25,9,25
"4152",2018,76746,8,7,0,1,0,0,3
"4153",2018,77564,90,76,12,1,24,2,17
"4154",2018,79334,22,20,2,0,4,1,8
"4155",2018,60100,15,13,1,1,0,0,4
"4156",2018,60805,2,0,2,0,0,0,0
"4157",2018,61554,1,1,0,0,0,0,1
"4158",2018,61700,36,30,5,1,3,0,9
"4159",2018,62700,43,42,1,0,18,1,8
"4160",2018,64717,22,18,2,1,9,1,2
"4161",2018,64724,1,1,0,0,1,0,0
"4162",2018,65703,0,0,0,0,0,0,0
"4163",2018,66702,30,27,3,0,5,1,4
"4164",2018,66704,15,11,3,0,2,0,3
"4165",2018,66706,2,2,0,0,0,0,1
"4166",2018,66715,3,3,0,0,0,0,1
"4167",2018,68730,52,42,9,1,13,3,4
"4168",2018,68743,25,22,3,0,5,0,5
"4169",2018,71752,5,5,0,0,0,0,1
"4170",2018,73136,49,46,3,0,14,2,13
"4171",2018,74163,47,41,4,1,10,0,4
"4172",2018,74729,7,6,0,1,1,0,2
"4173",2018,75808,54,49,4,1,13,3,5
"4174",2018,78288,24,21,0,2,8,1,4
"4175",2018,78756,13,11,1,1,3,0,3
"4176",2018,79705,11,8,0,1,2,1,2
"4177",2018,60605,9,5,2,0,2,0,1
"4178",2018,60634,0,0,0,0,0,0,0
"4179",2018,61643,0,0,0,0,0,0,0
"4180",2018,62864,40,32,5,1,12,0,4
"4181",2018,62893,1,1,0,0,0,0,1
"4182",2018,63722,7,6,0,1,3,0,1
"4183",2018,64657,6,5,0,1,1,0,0
"4184",2018,66606,39,37,1,1,12,2,8
"4185",2018,66615,13,13,0,0,2,0,2
"4186",2018,67640,0,0,0,0,0,0,0
"4187",2018,67650,58,47,8,2,18,2,8
"4188",2018,68639,0,0,0,0,0,0,0
"4189",2018,70410,45,43,0,0,22,3,3
"4190",2018,70756,42,39,3,0,12,4,7
"4191",2018,72443,55,46,7,2,19,2,8
"4192",2018,76350,0,0,0,0,0,0,0
"4193",2018,76368,0,0,0,0,0,0,0
"4194",2018,76849,58,49,5,2,17,2,4
"4195",2018,78603,51,40,8,0,16,0,0
"4196",2018,78629,44,40,2,2,10,6,7
"4197",2018,79608,46,41,4,0,13,2,6
"4198",2018,99606,12,10,1,1,1,0,7
"4199",2018,60343,13,13,0,0,1,0,8
"4200",2018,60558,33,32,0,0,8,1,7
"4201",2018,63450,7,7,0,0,4,0,0
"4202",2018,64006,35,32,1,0,8,0,7
"4203",2018,64012,2,2,0,0,1,0,0
"4204",2018,65062,0,0,0,0,0,0,0
"4205",2018,66052,2,2,0,0,0,0,2
"4206",2018,67025,56,43,12,1,14,5,10
"4207",2018,68050,51,43,8,0,13,2,11
"4208",2018,68069,0,0,0,0,0,0,0
"4209",2018,70553,12,11,1,0,0,0,7
"4210",2018,73113,47,44,3,0,9,2,13
"4211",2018,74215,37,34,3,0,7,1,8
"4212",2018,74339,35,31,3,0,11,3,5
"4213",2018,76313,52,46,5,0,12,4,14
"4214",2018,77654,0,0,0,0,0,0,0
"4215",2018,78361,11,9,1,0,1,0,4
"4216",2018,78517,8,7,0,0,0,0,6
"4217",2018,78548,36,31,4,0,8,2,5
"4218",2018,78753,7,6,1,0,1,0,1
"4219",2018,99810,39,35,3,0,9,0,6
"4220",2018,61102,37,34,1,1,12,2,3
"4221",2018,61114,5,4,1,0,1,0,2
"4222",2018,61186,59,50,6,1,18,0,4
"4223",2018,62164,12,10,2,0,3,0,2
"4224",2018,63905,0,0,0,0,0,0,0
"4225",2018,64117,5,4,1,0,1,0,0
"4226",2018,64153,52,50,1,0,13,1,4
"4227",2018,65115,7,6,1,0,3,0,0
"4228",2018,65136,21,19,1,0,6,1,6
"4229",2018,68103,3,2,0,0,0,0,0
"4230",2018,71842,16,14,2,0,4,0,4
"4231",2018,72133,54,46,5,1,11,3,7
"4232",2018,74823,12,11,1,0,5,0,0
"4233",2018,76290,58,55,3,0,21,2,5
"4234",2018,78135,49,42,3,2,9,3,10
"4235",2018,78217,9,8,1,0,2,0,2
"4236",2018,79109,54,48,5,1,14,2,16
"4237",2018,79150,19,18,1,0,6,1,3
"4238",2018,79192,47,43,4,0,15,3,11
"4239",2018,79198,8,7,1,0,1,0,2
"4240",2018,60523,0,0,0,0,0,0,0
"4241",2018,61204,6,4,2,0,1,0,1
"4242",2018,61566,10,10,0,0,4,0,2
"4243",2018,62556,45,43,0,1,15,0,8
"4244",2018,64022,40,35,2,1,11,1,9
"4245",2018,66508,12,10,1,1,2,0,5
"4246",2018,67454,1,1,0,0,0,0,1
"4247",2018,67539,1,1,0,0,0,0,0
"4248",2018,67598,46,42,3,1,10,2,8
"4249",2018,68525,10,10,0,0,0,0,4
"4250",2018,71564,44,43,1,0,16,4,3
"4251",2018,72546,28,24,3,0,7,0,3
"4252",2018,76100,8,5,2,1,0,0,3
"4253",2018,76249,39,35,3,1,12,2,8
"4254",2018,77463,41,34,5,0,12,0,9
"4255",2018,77532,43,38,4,0,13,3,9
"4256",2018,78513,52,48,4,0,16,4,5
"4257",2018,79356,4,4,0,0,1,0,1
"4258",2018,60566,17,16,0,0,8,0,2
"4259",2018,62025,9,9,0,0,4,0,1
"4260",2018,62907,41,33,4,1,12,0,4
"4261",2018,62931,59,57,2,0,20,4,10
"4262",2018,62934,34,32,1,1,11,0,2
"4263",2018,62947,60,51,7,2,15,5,15
"4264",2018,63260,53,48,3,1,11,2,19
"4265",2018,63963,36,32,3,1,11,0,5
"4266",2018,66917,7,7,0,0,1,1,2
"4267",2018,66965,5,4,1,0,2,0,2
"4268",2018,66992,1,1,0,0,0,0,0
"4269",2018,67935,60,53,6,1,16,6,13
"4270",2018,68912,23,22,1,0,2,0,11
"4271",2018,71552,3,3,0,0,0,0,1
"4272",2018,73306,18,16,1,0,3,0,3
"4273",2018,74465,52,45,7,0,13,3,8
"4274",2018,76720,19,16,2,0,5,1,3
"4275",2018,78813,34,34,0,0,13,4,3
"4276",2018,61208,31,30,1,0,9,1,5
"4277",2018,62234,39,31,3,2,10,1,9
"4278",2018,62244,16,14,2,0,4,0,4
"4279",2018,63202,2,2,0,0,0,0,0
"4280",2018,63257,16,15,1,0,3,0,1
"4281",2018,63559,3,3,0,0,0,0,2
"4282",2018,66207,7,7,0,0,3,0,1
"4283",2018,66209,38,35,1,0,12,0,6
"4284",2018,68205,1,1,0,0,0,0,0
"4285",2018,68245,24,20,4,0,3,1,1
"4286",2018,74206,45,37,6,1,10,3,5
"4287",2018,75334,53,45,7,0,16,3,11
"4288",2018,76232,44,37,4,1,9,0,3
"4289",2018,76267,50,38,10,2,14,2,6
"4290",2018,76329,0,0,0,0,0,0,0
"4291",2018,77248,43,40,2,0,11,2,13
"4292",2018,78224,50,45,4,1,12,1,14
"4293",2018,79215,7,7,0,0,5,0,1
"4294",2018,79240,42,37,2,1,13,0,3
"4295",2018,79530,5,4,1,0,1,0,1
"4296",2018,61652,8,7,1,0,0,0,1
"4297",2018,61869,19,18,0,1,4,0,5
"4298",2018,62802,24,19,4,1,4,0,5
"4299",2018,62884,41,35,3,2,12,1,4
"4300",2018,62895,52,42,4,4,14,3,9
"4301",2018,63123,31,25,4,0,10,1,10
"4302",2018,63704,60,47,11,2,18,2,4
"4303",2018,66838,36,35,0,1,9,1,8
"4304",2018,66864,2,2,0,0,1,0,0
"4305",2018,67872,56,49,5,1,14,3,8
"4306",2018,67893,1,1,0,0,0,0,1
"4307",2018,71184,18,15,2,0,5,0,1
"4308",2018,71837,51,48,2,1,13,3,10
"4309",2018,72860,1,1,0,0,0,0,0
"4310",2018,73209,33,24,6,1,6,1,4
"4311",2018,74838,0,0,0,0,0,0,0
"4312",2018,75138,0,0,0,0,0,0,0
"4313",2018,75151,16,13,1,2,3,1,2
"4314",2018,75847,6,6,0,0,0,0,3
"4315",2018,76802,45,42,2,1,11,2,3
"4316",2018,76812,37,30,4,3,15,3,3
"4317",2018,76858,0,0,0,0,0,0,0
"4318",2018,77243,4,3,0,1,1,0,2
"4319",2018,79130,1,1,0,0,0,0,0
"4320",2018,60456,6,5,1,0,2,0,0
"4321",2018,61197,27,24,2,0,5,0,8
"4322",2018,61404,58,46,7,2,17,2,5
"4323",2018,62404,62,55,4,2,23,6,14
"4324",2018,62409,1,1,0,0,0,0,0
"4325",2018,62415,57,49,6,0,11,0,12
"4326",2018,64266,3,3,0,0,0,0,1
"4327",2018,64407,0,0,0,0,0,0,0
"4328",2018,64610,2,2,0,0,0,0,1
"4329",2018,65412,0,0,0,0,0,0,0
"4330",2018,66406,5,5,0,0,1,0,2
"4331",2018,66462,33,28,3,2,4,0,5
"4332",2018,67450,57,49,3,4,20,2,12
"4333",2018,71432,37,33,3,0,7,1,9
"4334",2018,72456,26,22,2,0,3,0,4
"4335",2018,74540,44,39,5,0,11,3,8
"4336",2018,75566,33,29,4,0,9,0,5
"4337",2018,79402,36,33,2,0,11,1,7
"4338",2018,79440,0,0,0,0,0,0,0
"4339",2018,79456,18,16,2,0,2,0,1
"4340",2018,79465,8,7,1,0,1,0,2
"4341",2018,61353,49,45,3,0,16,0,12
"4342",2018,62332,34,30,1,1,12,1,4
"4343",2018,62356,22,21,1,0,6,0,9
"4344",2018,64300,51,43,7,1,13,3,5
"4345",2018,64346,61,58,3,0,22,2,12
"4346",2018,65357,54,43,10,0,19,3,8
"4347",2018,65399,3,3,0,0,2,0,0
"4348",2018,66354,16,13,2,1,1,0,5
"4349",2018,67304,66,62,3,1,22,1,13
"4350",2018,67341,67,62,3,0,33,1,5
"4351",2018,67394,3,3,0,0,1,1,1
"4352",2018,67828,0,0,0,0,0,0,0
"4353",2018,68345,1,1,0,0,1,0,0
"4354",2018,73342,38,32,1,3,12,0,7
"4355",2018,75125,61,50,9,1,20,7,14
"4356",2018,77564,10,10,0,0,6,0,1
"4357",2018,78168,21,17,2,0,7,0,2
"4358",2018,79334,18,15,3,0,4,0,2
"4359",2018,60100,16,15,1,0,4,1,4
"4360",2018,60184,5,5,0,0,1,0,1
"4361",2018,61554,7,7,0,0,1,1,2
"4362",2018,61700,51,40,10,1,7,1,11
"4363",2018,62700,94,85,9,0,23,2,25
"4364",2018,62797,24,21,3,0,3,0,3
"4365",2018,64717,31,29,2,0,8,2,13
"4366",2018,66702,9,8,0,1,1,0,2
"4367",2018,66706,5,5,0,0,1,0,0
"4368",2018,68730,103,94,6,2,25,4,18
"4369",2018,68743,42,37,3,1,11,2,11
"4370",2018,71752,73,69,3,1,21,2,17
"4371",2018,73136,94,88,6,0,23,9,24
"4372",2018,73738,0,0,0,0,0,0,0
"4373",2018,74163,93,84,4,3,27,1,12
"4374",2018,74729,11,10,0,1,1,1,3
"4375",2018,74731,0,0,0,0,0,0,0
"4376",2018,75808,107,94,10,2,35,4,8
"4377",2018,76753,99,96,3,0,26,5,19
"4378",2018,78288,60,51,5,3,15,0,9
"4379",2018,78756,4,3,0,1,0,0,0
"4380",2018,79705,11,10,0,0,3,0,4
"4381",2018,60605,15,12,3,0,2,0,1
"4382",2018,62265,29,23,6,0,6,2,7
"4383",2018,62864,57,45,10,0,10,1,7
"4384",2018,62893,4,4,0,0,1,0,2
"4385",2018,62908,10,8,0,2,0,0,2
"4386",2018,63722,21,19,2,0,7,1,6
"4387",2018,64657,13,10,1,1,3,1,1
"4388",2018,65618,0,0,0,0,0,0,0
"4389",2018,65643,0,0,0,0,0,0,0
"4390",2018,66606,68,59,7,1,16,0,10
"4391",2018,66615,7,5,1,0,0,0,2
"4392",2018,66662,6,6,0,0,2,0,1
"4393",2018,67640,0,0,0,0,0,0,0
"4394",2018,67645,0,0,0,0,0,0,0
"4395",2018,67650,108,89,16,1,27,1,22
"4396",2018,70410,62,56,4,0,18,1,6
"4397",2018,70756,88,74,12,1,17,2,17
"4398",2018,72443,104,85,14,2,29,4,9
"4399",2018,76350,0,0,0,0,0,0,0
