"","year","P_ID","PA","AB","HIT","H2","H3","HR","SB","CS","SF","BB","HP","KK","GD"
"3421",2018,72546,31,29,6,1,0,1,0,0,1,0,0,4,1
"3422",2018,75321,0,0,0,0,0,0,0,0,0,0,0,0,0
"3423",2018,76100,64,55,13,2,0,3,0,0,0,8,1,16,1
"3424",2018,76249,85,72,19,6,0,5,2,1,1,10,2,12,1
"3425",2018,77318,0,0,0,0,0,0,0,0,0,0,0,0,0
"3426",2018,77463,71,63,17,1,0,4,0,0,3,5,0,17,1
"3427",2018,77532,111,97,35,4,1,4,6,0,0,13,1,19,3
"3428",2018,78513,113,104,35,6,0,9,2,2,1,6,2,12,1
"3429",2018,78566,19,17,4,1,0,1,1,0,0,2,0,5,0
"3430",2018,79356,5,5,1,0,0,0,0,0,0,0,0,1,0
"3431",2018,60566,38,35,9,0,0,0,3,1,0,1,1,3,4
"3432",2018,62016,6,6,0,0,0,0,0,0,0,0,0,1,0
"3433",2018,62025,26,23,7,2,0,1,0,0,0,3,0,4,1
"3434",2018,62537,22,21,2,0,0,1,0,0,0,1,0,6,0
"3435",2018,62907,82,74,28,6,0,1,5,2,0,5,3,8,0
"3436",2018,62917,4,4,1,1,0,0,0,0,0,0,0,3,0
"3437",2018,62921,3,3,0,0,0,0,0,0,0,0,0,0,0
"3438",2018,62925,28,27,8,2,0,0,0,0,1,0,0,7,0
"3439",2018,62929,0,0,0,0,0,0,0,0,0,0,0,0,0
"3440",2018,62931,84,74,18,5,1,0,1,3,0,9,1,20,3
"3441",2018,62934,66,60,18,3,0,5,3,1,1,5,0,14,4
"3442",2018,62947,104,94,28,5,0,4,3,0,1,6,3,22,1
"3443",2018,63963,81,63,11,2,0,1,0,1,0,14,1,11,0
"3444",2018,64944,11,9,1,0,0,0,0,0,0,2,0,4,0
"3445",2018,66917,60,52,12,1,0,0,2,0,0,4,4,11,0
"3446",2018,66965,7,6,2,0,0,0,0,0,0,1,0,0,0
"3447",2018,67935,100,91,23,5,0,5,1,0,0,8,1,28,2
"3448",2018,68901,0,0,0,0,0,0,0,0,0,0,0,0,0
"3449",2018,68904,7,7,2,0,0,0,0,1,0,0,0,1,0
"3450",2018,68912,6,5,1,0,0,0,0,0,0,0,1,2,1
"3451",2018,71552,38,31,9,0,0,0,0,0,1,6,0,8,1
"3452",2018,73213,45,38,9,2,0,0,1,0,1,6,0,6,2
"3453",2018,74465,61,53,11,4,0,0,0,0,0,5,3,16,2
"3454",2018,76720,40,28,4,2,0,0,0,0,0,4,3,10,0
"3455",2018,76757,0,0,0,0,0,0,0,0,0,0,0,0,0
"3456",2018,79358,0,0,0,0,0,0,0,0,0,0,0,0,0
"3457",2018,61208,65,54,17,3,0,0,1,0,1,5,0,9,0
"3458",2018,62234,68,58,13,1,0,0,2,0,0,5,3,7,1
"3459",2018,62244,45,40,12,6,0,2,0,0,0,4,0,12,0
"3460",2018,63202,0,0,0,0,0,0,0,0,0,0,0,0,0
"3461",2018,63248,0,0,0,0,0,0,0,0,0,0,0,0,0
"3462",2018,63257,23,22,8,2,0,1,0,0,0,1,0,9,0
"3463",2018,63260,21,20,6,3,0,0,0,0,0,1,0,5,0
"3464",2018,64086,15,14,3,0,0,1,0,0,0,1,0,4,1
"3465",2018,65269,6,6,0,0,0,0,0,0,0,0,0,3,2
"3466",2018,66160,0,0,0,0,0,0,0,0,0,0,0,0,0
"3467",2018,66207,3,3,0,0,0,0,0,0,0,0,0,1,0
"3468",2018,66209,47,43,14,1,1,1,1,0,0,3,0,5,1
"3469",2018,67207,3,2,1,0,0,0,0,0,0,0,1,0,0
"3470",2018,74206,63,54,15,2,0,2,0,0,2,6,1,7,3
"3471",2018,75334,64,49,9,2,0,1,0,0,1,12,2,21,1
"3472",2018,76232,95,81,28,5,1,8,0,0,1,12,1,3,5
"3473",2018,76267,105,91,32,6,0,4,0,0,2,12,0,15,1
"3474",2018,77248,103,93,34,6,0,5,5,0,0,8,2,20,7
"3475",2018,78224,117,107,46,6,0,14,0,0,1,8,1,20,1
"3476",2018,79215,109,98,31,2,2,3,1,1,1,5,4,18,4
"3477",2018,79240,114,105,43,8,0,5,3,1,1,6,2,7,3
"3478",2018,79530,0,0,0,0,0,0,0,0,0,0,0,0,0
"3479",2018,61652,3,3,1,0,0,0,0,1,0,0,0,0,1
"3480",2018,61865,1,1,0,0,0,0,0,0,0,0,0,0,0
"3481",2018,61869,17,16,2,0,0,1,0,0,0,0,0,3,1
"3482",2018,62884,31,22,9,1,0,2,0,1,0,5,3,7,0
"3483",2018,62895,93,76,21,5,0,9,1,0,2,10,5,25,0
"3484",2018,63704,105,91,31,3,2,1,7,1,0,9,2,22,1
"3485",2018,66838,92,88,25,3,0,8,1,0,0,4,0,20,1
"3486",2018,67872,101,95,20,2,0,6,2,2,0,5,1,22,2
"3487",2018,67893,10,9,0,0,0,0,0,0,0,1,0,2,0
"3488",2018,71184,28,24,6,1,0,0,0,0,0,3,0,3,0
"3489",2018,71837,35,31,6,2,0,0,1,1,0,3,0,6,0
"3490",2018,73209,82,68,18,8,0,4,2,0,1,7,3,11,1
"3491",2018,74846,16,14,3,0,0,1,0,0,0,2,0,5,0
"3492",2018,75151,30,29,7,1,0,0,0,0,0,1,0,5,1
"3493",2018,75847,72,60,16,3,0,7,1,0,0,8,4,17,2
"3494",2018,76802,88,76,17,3,0,0,0,1,1,6,3,7,4
"3495",2018,76812,83,75,24,2,0,5,0,0,1,5,2,16,0
"3496",2018,76869,10,9,3,0,0,0,1,1,0,1,0,4,0
"3497",2018,77243,4,4,2,0,0,1,0,0,0,0,0,0,1
"3498",2018,61197,2,2,1,0,0,0,0,0,0,0,0,1,0
"3499",2018,61404,105,91,28,6,0,2,4,1,1,10,3,8,1
"3500",2018,62404,113,102,32,5,1,2,0,0,0,9,2,22,1
"3501",2018,62409,4,4,0,0,0,0,0,0,0,0,0,0,0
"3502",2018,62415,111,100,28,8,2,0,5,0,0,10,0,19,1
"3503",2018,64407,0,0,0,0,0,0,0,0,0,0,0,0,0
"3504",2018,64410,5,5,0,0,0,0,0,0,0,0,0,2,0
"3505",2018,64469,1,1,0,0,0,0,0,0,0,0,0,1,0
"3506",2018,64610,43,40,7,0,0,0,0,0,0,3,0,7,0
"3507",2018,66462,14,13,3,1,0,0,2,1,0,1,0,2,1
"3508",2018,67450,109,89,31,8,1,8,1,0,2,14,4,15,5
"3509",2018,71432,73,64,18,6,0,1,0,1,0,8,0,21,0
"3510",2018,72456,63,56,13,0,0,0,0,0,0,2,3,10,1
"3511",2018,72466,14,11,1,0,0,0,0,0,0,3,0,3,0
"3512",2018,74540,79,73,16,4,0,3,0,0,1,3,2,16,2
"3513",2018,75566,81,70,21,8,0,3,0,0,0,10,1,14,1
"3514",2018,79402,111,105,27,1,1,1,3,0,2,1,1,16,4
"3515",2018,79456,48,39,20,3,0,1,0,0,0,8,0,4,0
"3516",2018,79465,9,8,1,0,0,0,0,0,0,1,0,3,0
"3517",2018,61353,86,82,28,8,0,0,5,1,2,1,1,18,0
"3518",2018,62332,41,36,7,2,0,1,0,0,1,1,3,13,1
"3519",2018,62356,86,77,15,0,1,1,2,0,0,6,3,27,1
"3520",2018,64300,113,98,37,9,0,2,3,0,0,15,0,13,1
"3521",2018,64346,57,53,9,0,0,2,2,1,0,4,0,20,1
"3522",2018,65357,26,26,10,3,0,2,0,0,0,0,0,5,1
"3523",2018,66354,42,38,11,1,0,0,0,1,0,4,0,10,1
"3524",2018,67304,100,91,24,5,0,1,5,0,0,8,0,26,3
"3525",2018,67341,75,70,25,7,0,2,2,0,0,4,1,9,1
"3526",2018,67394,95,80,19,4,0,2,0,0,3,9,3,14,1
"3527",2018,68330,7,7,1,0,0,0,0,0,0,0,0,0,0
"3528",2018,73342,68,64,23,5,1,0,0,0,0,3,1,8,2
"3529",2018,75125,112,94,36,4,0,8,0,0,2,14,2,26,3
"3530",2018,77564,89,78,17,4,0,0,0,0,3,6,2,17,0
"3531",2018,79300,0,0,0,0,0,0,0,0,0,0,0,0,0
"3532",2018,79334,26,19,5,1,0,0,0,0,0,7,0,7,0
"3533",2018,60100,15,13,0,0,0,0,0,0,0,1,1,4,2
"3534",2018,60805,2,0,0,0,0,0,0,0,0,2,0,0,0
"3535",2018,61554,1,1,0,0,0,0,0,0,0,0,0,1,0
"3536",2018,61700,36,30,3,0,0,0,0,0,0,5,1,9,2
"3537",2018,62700,43,42,18,5,1,1,1,1,0,1,0,8,0
"3538",2018,64717,22,18,9,1,0,1,0,0,0,2,1,2,0
"3539",2018,64724,1,1,1,1,0,0,0,0,0,0,0,0,0
"3540",2018,65703,0,0,0,0,0,0,0,0,0,0,0,0,0
"3541",2018,66702,30,27,5,0,0,1,0,1,0,3,0,4,1
"3542",2018,66704,15,11,2,0,0,0,0,1,0,3,0,3,0
"3543",2018,66706,2,2,0,0,0,0,0,0,0,0,0,1,0
"3544",2018,66715,3,3,0,0,0,0,0,0,0,0,0,1,0
"3545",2018,68730,52,42,13,4,0,3,3,1,0,9,1,4,0
"3546",2018,68743,25,22,5,0,0,0,0,0,0,3,0,5,0
"3547",2018,71752,5,5,0,0,0,0,0,0,0,0,0,1,1
"3548",2018,73136,49,46,14,3,0,2,1,1,0,3,0,13,0
"3549",2018,74163,47,41,10,1,0,0,3,2,0,4,1,4,1
"3550",2018,74729,7,6,1,0,0,0,0,0,0,0,1,2,0
"3551",2018,75808,54,49,13,3,0,3,1,1,0,4,1,5,3
"3552",2018,78288,24,21,8,2,0,1,0,0,0,0,2,4,0
"3553",2018,78756,13,11,3,0,0,0,2,0,0,1,1,3,0
"3554",2018,79705,11,8,2,0,0,1,0,0,0,0,1,2,1
"3555",2018,60605,9,5,2,2,0,0,0,0,0,2,0,1,0
"3556",2018,60634,0,0,0,0,0,0,0,0,0,0,0,0,0
"3557",2018,61643,0,0,0,0,0,0,0,0,0,0,0,0,0
"3558",2018,62864,40,32,12,2,0,0,1,1,0,5,1,4,1
"3559",2018,62893,1,1,0,0,0,0,0,0,0,0,0,1,0
"3560",2018,63722,7,6,3,1,0,0,0,0,0,0,1,1,0
"3561",2018,64657,6,5,1,1,0,0,0,0,0,0,1,0,0
"3562",2018,66606,39,37,12,0,0,2,1,2,0,1,1,8,0
"3563",2018,66615,13,13,2,0,0,0,0,0,0,0,0,2,0
"3564",2018,67640,0,0,0,0,0,0,0,0,0,0,0,0,0
"3565",2018,67650,58,47,18,5,1,2,2,0,0,8,2,8,0
"3566",2018,68639,0,0,0,0,0,0,0,0,0,0,0,0,0
"3567",2018,70410,45,43,22,4,0,3,2,0,1,0,0,3,1
"3568",2018,70756,42,39,12,1,0,4,0,0,0,3,0,7,0
"3569",2018,72443,55,46,19,6,0,2,1,0,0,7,2,8,3
"3570",2018,76350,0,0,0,0,0,0,0,0,0,0,0,0,0
"3571",2018,76368,0,0,0,0,0,0,0,0,0,0,0,0,0
"3572",2018,76849,58,49,17,2,1,2,0,1,0,5,2,4,0
"3573",2018,78603,51,40,16,2,0,0,0,0,1,8,0,0,0
"3574",2018,78629,44,40,10,3,0,6,0,0,0,2,2,7,3
"3575",2018,79608,46,41,13,3,0,2,0,0,1,4,0,6,0
"3576",2018,99606,12,10,1,0,0,0,0,0,0,1,1,7,0
"3577",2018,60343,13,13,1,0,0,0,0,0,0,0,0,8,0
"3578",2018,60558,33,32,8,1,0,1,0,1,1,0,0,7,1
"3579",2018,63450,7,7,4,1,0,0,0,0,0,0,0,0,1
"3580",2018,64006,35,32,8,1,0,0,0,0,0,1,0,7,0
"3581",2018,64012,2,2,1,0,0,0,0,0,0,0,0,0,0
"3582",2018,65062,0,0,0,0,0,0,0,0,0,0,0,0,0
"3583",2018,66052,2,2,0,0,0,0,0,0,0,0,0,2,0
"3584",2018,67025,56,43,14,2,0,5,3,1,0,12,1,10,1
"3585",2018,68050,51,43,13,2,0,2,0,0,0,8,0,11,1
"3586",2018,68069,0,0,0,0,0,0,0,0,0,0,0,0,0
"3587",2018,70553,12,11,0,0,0,0,0,0,0,1,0,7,0
"3588",2018,73113,47,44,9,3,0,2,0,0,0,3,0,13,1
"3589",2018,74215,37,34,7,2,0,1,0,0,0,3,0,8,1
"3590",2018,74339,35,31,11,3,0,3,1,0,1,3,0,5,0
"3591",2018,76313,52,46,12,2,0,4,0,2,1,5,0,14,0
"3592",2018,77654,0,0,0,0,0,0,0,0,0,0,0,0,0
"3593",2018,78361,11,9,1,1,0,0,0,0,0,1,0,4,0
"3594",2018,78517,8,7,0,0,0,0,0,0,0,0,0,6,0
"3595",2018,78548,36,31,8,0,0,2,0,0,1,4,0,5,0
"3596",2018,78753,7,6,1,0,0,0,0,0,0,1,0,1,1
"3597",2018,99810,39,35,9,1,0,0,1,0,1,3,0,6,1
"3598",2018,61102,37,34,12,3,0,2,0,0,1,1,1,3,2
"3599",2018,61114,5,4,1,1,0,0,0,0,0,1,0,2,0
"3600",2018,61186,59,50,18,4,1,0,2,2,1,6,1,4,2
"3601",2018,62164,12,10,3,0,0,0,0,0,0,2,0,2,0
"3602",2018,63905,0,0,0,0,0,0,0,0,0,0,0,0,0
"3603",2018,64117,5,4,1,0,0,0,0,0,0,1,0,0,0
"3604",2018,64153,52,50,13,3,0,1,0,0,0,1,0,4,1
"3605",2018,65115,7,6,3,0,0,0,0,0,0,1,0,0,0
"3606",2018,65136,21,19,6,2,0,1,1,0,1,1,0,6,1
"3607",2018,68103,3,2,0,0,0,0,1,0,1,0,0,0,0
"3608",2018,71842,16,14,4,1,0,0,0,0,0,2,0,4,0
"3609",2018,72133,54,46,11,1,0,3,1,0,2,5,1,7,1
"3610",2018,74823,12,11,5,2,0,0,0,0,0,1,0,0,0
"3611",2018,76290,58,55,21,4,0,2,0,1,0,3,0,5,2
"3612",2018,78135,49,42,9,2,0,3,0,0,0,3,2,10,1
"3613",2018,78217,9,8,2,1,0,0,0,0,0,1,0,2,0
"3614",2018,79109,54,48,14,6,0,2,0,0,0,5,1,16,1
"3615",2018,79150,19,18,6,1,0,1,1,0,0,1,0,3,0
"3616",2018,79192,47,43,15,2,0,3,0,0,0,4,0,11,1
"3617",2018,79198,8,7,1,1,0,0,0,0,0,1,0,2,0
"3618",2018,60523,0,0,0,0,0,0,0,0,0,0,0,0,0
"3619",2018,61204,6,4,1,0,0,0,0,0,0,2,0,1,0
"3620",2018,61566,10,10,4,0,0,0,0,0,0,0,0,2,0
"3621",2018,62556,45,43,15,0,0,0,0,2,1,0,1,8,1
"3622",2018,64022,40,35,11,1,0,1,0,0,0,2,1,9,0
"3623",2018,66508,12,10,2,1,0,0,0,0,0,1,1,5,0
"3624",2018,67454,1,1,0,0,0,0,0,0,0,0,0,1,0
"3625",2018,67539,1,1,0,0,0,0,0,0,0,0,0,0,0
"3626",2018,67598,46,42,10,3,0,2,3,1,0,3,1,8,1
"3627",2018,68525,10,10,0,0,0,0,0,0,0,0,0,4,0
"3628",2018,71564,44,43,16,3,0,4,0,0,0,1,0,3,2
"3629",2018,72546,28,24,7,1,0,0,1,0,0,3,0,3,0
"3630",2018,76100,8,5,0,0,0,0,0,0,0,2,1,3,0
"3631",2018,76249,39,35,12,0,0,2,1,0,0,3,1,8,0
"3632",2018,77463,41,34,12,4,0,0,0,0,1,5,0,9,0
"3633",2018,77532,43,38,13,6,0,3,1,0,1,4,0,9,0
"3634",2018,78513,52,48,16,5,1,4,0,1,0,4,0,5,1
"3635",2018,79356,4,4,1,1,0,0,0,0,0,0,0,1,0
"3636",2018,60566,17,16,8,0,0,0,1,1,0,0,0,2,0
"3637",2018,62025,9,9,4,1,0,0,0,0,0,0,0,1,1
"3638",2018,62907,41,33,12,4,0,0,1,0,1,4,1,4,1
"3639",2018,62931,59,57,20,2,0,4,0,0,0,2,0,10,1
"3640",2018,62934,34,32,11,4,1,0,0,0,0,1,1,2,1
"3641",2018,62947,60,51,15,2,2,5,0,0,0,7,2,15,0
"3642",2018,63260,53,48,11,4,0,2,0,0,1,3,1,19,2
"3643",2018,63963,36,32,11,2,0,0,0,0,0,3,1,5,0
"3644",2018,66917,7,7,1,0,0,1,0,0,0,0,0,2,0
"3645",2018,66965,5,4,2,0,0,0,0,0,0,1,0,2,0
"3646",2018,66992,1,1,0,0,0,0,0,0,0,0,0,0,0
"3647",2018,67935,60,53,16,6,0,6,0,0,0,6,1,13,3
"3648",2018,68912,23,22,2,0,0,0,0,0,0,1,0,11,0
"3649",2018,71552,3,3,0,0,0,0,0,0,0,0,0,1,0
"3650",2018,73306,18,16,3,1,0,0,0,0,1,1,0,3,0
"3651",2018,74465,52,45,13,3,1,3,1,0,0,7,0,8,1
"3652",2018,76720,19,16,5,1,0,1,0,0,0,2,0,3,0
"3653",2018,78813,34,34,13,1,0,4,0,0,0,0,0,3,1
"3654",2018,61208,31,30,9,1,0,1,0,0,0,1,0,5,1
"3655",2018,62234,39,31,10,2,0,1,0,1,0,3,2,9,0
"3656",2018,62244,16,14,4,1,0,0,0,0,0,2,0,4,0
"3657",2018,63202,2,2,0,0,0,0,0,0,0,0,0,0,2
"3658",2018,63257,16,15,3,0,0,0,0,0,0,1,0,1,0
"3659",2018,63559,3,3,0,0,0,0,0,0,0,0,0,2,0
"3660",2018,66207,7,7,3,2,0,0,0,1,0,0,0,1,0
"3661",2018,66209,38,35,12,1,1,0,2,0,0,1,0,6,0
"3662",2018,68205,1,1,0,0,0,0,0,0,0,0,0,0,0
"3663",2018,68245,24,20,3,1,0,1,0,0,0,4,0,1,2
"3664",2018,74206,45,37,10,0,0,3,0,0,1,6,1,5,0
"3665",2018,75334,53,45,16,2,0,3,0,0,1,7,0,11,0
"3666",2018,76232,44,37,9,2,0,0,2,0,2,4,1,3,0
"3667",2018,76267,50,38,14,4,0,2,0,0,0,10,2,6,1
"3668",2018,76329,0,0,0,0,0,0,0,0,0,0,0,0,0
"3669",2018,77248,43,40,11,1,0,2,0,0,1,2,0,13,1
"3670",2018,78224,50,45,12,3,0,1,0,0,0,4,1,14,0
"3671",2018,79215,7,7,5,1,0,0,0,0,0,0,0,1,0
"3672",2018,79240,42,37,13,0,0,0,1,0,2,2,1,3,3
"3673",2018,79530,5,4,1,0,1,0,0,0,0,1,0,1,0
"3674",2018,61652,8,7,0,0,0,0,0,0,0,1,0,1,0
"3675",2018,61869,19,18,4,2,0,0,1,2,0,0,1,5,0
"3676",2018,62802,24,19,4,1,0,0,0,0,0,4,1,5,1
"3677",2018,62884,41,35,12,3,0,1,0,0,0,3,2,4,1
"3678",2018,62895,52,42,14,3,0,3,0,0,2,4,4,9,1
"3679",2018,63123,31,25,10,4,0,1,0,0,0,4,0,10,1
"3680",2018,63704,60,47,18,1,0,2,2,0,0,11,2,4,0
"3681",2018,66838,36,35,9,2,0,1,0,0,0,0,1,8,2
"3682",2018,66864,2,2,1,0,0,0,0,0,0,0,0,0,0
"3683",2018,67872,56,49,14,1,0,3,1,0,1,5,1,8,0
"3684",2018,67893,1,1,0,0,0,0,0,0,0,0,0,1,0
"3685",2018,71184,18,15,5,1,0,0,0,0,1,2,0,1,0
"3686",2018,71837,51,48,13,1,0,3,0,0,0,2,1,10,0
"3687",2018,72860,1,1,0,0,0,0,0,0,0,0,0,0,0
"3688",2018,73209,33,24,6,2,0,1,0,0,0,6,1,4,0
"3689",2018,74838,0,0,0,0,0,0,0,0,0,0,0,0,0
"3690",2018,75138,0,0,0,0,0,0,0,0,0,0,0,0,0
"3691",2018,75151,16,13,3,1,0,1,0,0,0,1,2,2,1
"3692",2018,75847,6,6,0,0,0,0,0,0,0,0,0,3,0
"3693",2018,76802,45,42,11,2,0,2,1,0,0,2,1,3,2
"3694",2018,76812,37,30,15,2,0,3,0,0,0,4,3,3,2
"3695",2018,76858,0,0,0,0,0,0,0,0,0,0,0,0,0
"3696",2018,77243,4,3,1,0,0,0,0,0,0,0,1,2,0
"3697",2018,79130,1,1,0,0,0,0,0,0,0,0,0,0,0
"3698",2018,60456,6,5,2,0,0,0,0,0,0,1,0,0,0
"3699",2018,61197,27,24,5,0,0,0,1,1,1,2,0,8,0
"3700",2018,61404,58,46,17,2,0,2,4,2,1,7,2,5,1
"3701",2018,62404,62,55,23,2,1,6,0,0,1,4,2,14,1
"3702",2018,62409,1,1,0,0,0,0,0,1,0,0,0,0,0
"3703",2018,62415,57,49,11,2,1,0,3,0,1,6,0,12,1
"3704",2018,64266,3,3,0,0,0,0,0,0,0,0,0,1,1
"3705",2018,64407,0,0,0,0,0,0,0,0,0,0,0,0,0
"3706",2018,64610,2,2,0,0,0,0,1,1,0,0,0,1,0
"3707",2018,65412,0,0,0,0,0,0,0,0,0,0,0,0,0
"3708",2018,66406,5,5,1,0,0,0,0,0,0,0,0,2,0
"3709",2018,66462,33,28,4,2,0,0,3,0,0,3,2,5,1
"3710",2018,67450,57,49,20,2,2,2,0,1,1,3,4,12,2
"3711",2018,71432,37,33,7,0,0,1,0,0,1,3,0,9,2
"3712",2018,72456,26,22,3,1,0,0,0,0,1,2,0,4,0
"3713",2018,74540,44,39,11,1,0,3,0,0,0,5,0,8,0
"3714",2018,75566,33,29,9,2,0,0,0,0,0,4,0,5,0
"3715",2018,79402,36,33,11,0,0,1,0,2,0,2,0,7,0
"3716",2018,79440,0,0,0,0,0,0,0,0,0,0,0,0,0
"3717",2018,79456,18,16,2,1,0,0,0,0,0,2,0,1,0
"3718",2018,79465,8,7,1,0,0,0,0,0,0,1,0,2,0
"3719",2018,61353,49,45,16,6,0,0,2,1,0,3,0,12,1
"3720",2018,62332,34,30,12,1,0,1,0,0,1,1,1,4,0
"3721",2018,62356,22,21,6,1,0,0,0,0,0,1,0,9,1
"3722",2018,64300,51,43,13,0,0,3,1,0,0,7,1,5,2
"3723",2018,64346,61,58,22,3,0,2,0,2,0,3,0,12,1
"3724",2018,65357,54,43,19,6,0,3,0,2,1,10,0,8,0
"3725",2018,65399,3,3,2,1,0,0,0,0,0,0,0,0,0
"3726",2018,66354,16,13,1,0,0,0,0,0,0,2,1,5,0
"3727",2018,67304,66,62,22,2,1,1,7,2,0,3,1,13,1
"3728",2018,67341,67,62,33,8,1,1,5,0,2,3,0,5,3
"3729",2018,67394,3,3,1,0,0,1,0,0,0,0,0,1,0
"3730",2018,67828,0,0,0,0,0,0,0,0,0,0,0,0,0
"3731",2018,68345,1,1,1,0,0,0,0,0,0,0,0,0,0
"3732",2018,73342,38,32,12,4,0,0,1,0,1,1,3,7,3
"3733",2018,75125,61,50,20,2,0,7,0,0,1,9,1,14,2
"3734",2018,77564,10,10,6,0,0,0,0,0,0,0,0,1,0
"3735",2018,78168,21,17,7,0,0,0,0,0,1,2,0,2,0
"3736",2018,79334,18,15,4,1,0,0,0,0,0,3,0,2,0
"3737",2018,60100,16,15,4,1,0,1,0,0,0,1,0,4,0
"3738",2018,60184,5,5,1,1,0,0,0,0,0,0,0,1,0
"3739",2018,61554,7,7,1,0,0,1,0,1,0,0,0,2,0
"3740",2018,61700,51,40,7,2,0,1,1,1,0,10,1,11,1
"3741",2018,62700,94,85,23,4,0,2,4,4,0,9,0,25,2
"3742",2018,62797,24,21,3,2,0,0,0,0,0,3,0,3,1
"3743",2018,64717,31,29,8,1,0,2,0,0,0,2,0,13,0
"3744",2018,66702,9,8,1,0,0,0,0,0,0,0,1,2,0
"3745",2018,66706,5,5,1,1,0,0,0,0,0,0,0,0,0
"3746",2018,68730,103,94,25,7,0,4,4,0,1,6,2,18,0
"3747",2018,68743,42,37,11,2,0,2,0,0,0,3,1,11,0
"3748",2018,71752,73,69,21,3,0,2,0,0,0,3,1,17,1
"3749",2018,73136,94,88,23,2,0,9,1,1,0,6,0,24,1
"3750",2018,73738,0,0,0,0,0,0,0,0,0,0,0,0,0
"3751",2018,74163,93,84,27,1,0,1,3,0,1,4,3,12,1
"3752",2018,74729,11,10,1,0,0,1,0,0,0,0,1,3,1
"3753",2018,74731,0,0,0,0,0,0,0,0,0,0,0,0,0
"3754",2018,75808,107,94,35,6,0,4,2,2,1,10,2,8,2
"3755",2018,76753,99,96,26,6,0,5,0,1,0,3,0,19,4
"3756",2018,78288,60,51,15,1,0,0,3,0,0,5,3,9,1
"3757",2018,78756,4,3,0,0,0,0,0,0,0,0,1,0,0
"3758",2018,79705,11,10,3,1,0,0,0,0,0,0,0,4,0
"3759",2018,60605,15,12,2,1,0,0,0,0,0,3,0,1,0
"3760",2018,62265,29,23,6,2,0,2,0,0,0,6,0,7,0
"3761",2018,62864,57,45,10,1,1,1,1,0,1,10,0,7,2
"3762",2018,62893,4,4,1,0,0,0,0,0,0,0,0,2,0
"3763",2018,62908,10,8,0,0,0,0,0,0,0,0,2,2,1
"3764",2018,63722,21,19,7,3,0,1,0,0,0,2,0,6,0
"3765",2018,64657,13,10,3,1,0,1,0,1,0,1,1,1,0
"3766",2018,65618,0,0,0,0,0,0,0,0,0,0,0,0,0
"3767",2018,65643,0,0,0,0,0,0,0,0,0,0,0,0,0
"3768",2018,66606,68,59,16,1,0,0,3,0,1,7,1,10,1
"3769",2018,66615,7,5,0,0,0,0,0,0,0,1,0,2,0
"3770",2018,66662,6,6,2,0,1,0,0,0,0,0,0,1,1
"3771",2018,67640,0,0,0,0,0,0,0,0,0,0,0,0,0
"3772",2018,67645,0,0,0,0,0,0,0,0,0,0,0,0,0
"3773",2018,67650,108,89,27,5,0,1,3,3,1,16,1,22,1
"3774",2018,70410,62,56,18,3,0,1,3,0,2,4,0,6,3
"3775",2018,70756,88,74,17,1,0,2,0,0,1,12,1,17,2
"3776",2018,72443,104,85,29,4,0,4,0,0,3,14,2,9,3
"3777",2018,76350,0,0,0,0,0,0,0,0,0,0,0,0,0
"3778",2018,76368,13,10,3,0,1,0,0,0,0,3,0,1,0
"3779",2018,76849,80,70,24,6,0,0,4,0,0,9,0,13,1
"3780",2018,78603,89,72,21,1,0,2,2,1,2,12,3,10,0
"3781",2018,78629,50,42,13,2,0,3,0,0,0,6,2,11,0
"3782",2018,79608,100,89,30,8,0,4,0,0,1,9,1,8,2
"3783",2018,99606,17,15,4,1,0,0,0,0,0,1,1,3,0
"3784",2018,60343,24,23,3,0,0,1,0,1,0,1,0,7,0
"3785",2018,60558,50,44,9,1,0,2,2,2,0,4,1,11,1
"3786",2018,61743,8,7,1,0,0,0,0,1,0,1,0,3,0
"3787",2018,63088,3,1,1,0,0,0,0,0,0,2,0,0,0
"3788",2018,63448,4,4,0,0,0,0,0,0,0,0,0,1,0
"3789",2018,63450,42,35,10,3,0,0,2,0,0,4,0,10,0
"3790",2018,64006,74,67,22,8,0,1,2,0,0,4,0,9,2
"3791",2018,64012,16,16,1,0,0,0,1,0,0,0,0,3,1
"3792",2018,64166,4,4,1,0,0,0,0,0,0,0,0,1,0
"3793",2018,65062,0,0,0,0,0,0,0,0,0,0,0,0,0
"3794",2018,67025,104,88,26,1,0,8,0,1,1,15,0,27,0
"3795",2018,68050,109,99,28,4,1,6,2,1,0,9,1,22,0
"3796",2018,68069,1,1,0,0,0,0,0,0,0,0,0,0,0
"3797",2018,70553,11,7,3,0,0,1,0,0,1,3,0,1,1
"3798",2018,73113,63,55,12,1,0,1,0,0,0,7,1,16,1
"3799",2018,74215,76,70,20,2,0,3,1,0,0,3,1,7,3
"3800",2018,74339,102,87,29,6,0,2,0,1,0,15,0,10,2
"3801",2018,76313,102,92,28,6,0,5,2,0,0,8,1,17,1
"3802",2018,78361,1,1,0,0,0,0,0,0,0,0,0,1,0
"3803",2018,78548,69,61,14,2,0,3,1,0,1,7,0,13,1
"3804",2018,78753,6,5,1,1,0,0,0,0,0,1,0,2,0
"3805",2018,99810,58,51,19,2,0,0,0,0,1,5,0,5,0
"3806",2018,61102,83,73,24,8,0,2,0,0,0,7,1,16,3
"3807",2018,61186,86,75,21,6,1,0,1,4,0,9,2,6,4
