"","year","month","T_ID","P_ID","PA","AB","RBI","RUN","HIT","H2","H3","HR","SB","CS","SH","SF","BB","IB","HP","KK","GD","ERR","LOB","P_AB_CN","P_HIT_CN","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","BAT_ORDER","HOME","AWAY","KBB","SB_rate"
"4129",2018,7,"SS",66462,19,18,2,5,7,1,0,0,1,2,0,0,0,0,1,3,0,1,5,8,3,2,6,2,2,2,1,2,0,0,0,8,8,9,0,0.333333333333333
"4130",2018,7,"SS",67450,98,90,13,9,26,3,0,4,0,2,0,0,4,0,4,14,5,0,20,21,6,3,6,2,3,3,1,3,0,0,1,4,11,11,3.5,0
"4131",2018,7,"SS",71432,61,54,6,5,14,2,0,1,2,0,1,0,6,0,0,15,0,0,13,15,5,3,5,2,3,2,1,3,0,0,1,7,10,10,2.5,1
"4132",2018,7,"SS",72456,82,73,11,9,20,3,0,3,1,0,2,2,3,0,2,7,4,2,12,23,5,3,5,2,3,3,1,3,0,0,1,8,10,11,2.33333333333333,1
"4133",2018,7,"SS",74540,66,57,6,8,17,0,0,3,0,0,0,0,6,2,3,11,1,1,15,17,4,3,5,2,3,2,0,3,0,0,0,6,7,11,1.83333333333333,0
"4134",2018,7,"SS",75566,94,79,21,12,29,1,0,4,0,0,0,4,11,0,0,18,0,1,19,20,8,3,5,2,3,3,1,3,0,0,1,3,11,10,1.63636363636364,0
"4135",2018,7,"SS",77927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,1,0,0
"4136",2018,7,"SS",79402,57,51,4,6,9,1,0,0,1,2,1,0,5,0,0,12,3,1,8,14,2,3,6,1,3,0,1,0,0,0,1,9,8,7,2.4,0.333333333333333
"4137",2018,7,"SS",79456,47,43,3,7,17,2,0,0,0,0,2,0,1,1,1,8,1,1,14,13,5,1,6,1,1,2,1,3,0,0,1,7,8,8,8,0
"4138",2018,7,"SS",79465,23,22,4,2,6,1,0,0,0,0,0,0,1,1,0,5,0,0,3,7,2,2,4,2,1,0,0,3,0,0,0,7,5,7,5,0
"4139",2018,7,"WO",61353,64,60,8,6,16,5,0,1,4,0,0,1,3,0,0,17,0,1,14,14,5,2,0,3,3,3,5,0,4,1,0,5,14,7,5.66666666666667,1
"4140",2018,7,"WO",62332,41,34,4,2,7,0,0,1,0,0,3,1,1,0,2,11,0,1,8,8,1,3,0,2,3,3,6,0,3,1,0,9,13,8,11,0
"4141",2018,7,"WO",62356,87,74,11,14,23,4,0,1,2,0,0,2,10,0,1,18,1,3,18,16,9,3,0,3,3,3,5,0,4,1,0,1,15,7,1.8,1
"4142",2018,7,"WO",64300,104,87,10,13,14,4,1,3,0,0,0,2,13,1,2,14,6,0,17,29,3,3,0,3,3,3,6,0,4,1,0,3,15,8,1.07692307692308,0
"4143",2018,7,"WO",64346,40,38,10,6,11,4,0,2,1,0,0,0,2,0,0,11,0,0,8,15,5,1,0,2,2,0,6,0,3,1,0,2,9,6,5.5,1
"4144",2018,7,"WO",65357,24,21,3,8,4,1,0,1,0,0,0,0,3,0,0,5,1,0,3,7,1,1,0,3,1,1,3,0,2,0,0,8,8,3,1.66666666666667,0
"4145",2018,7,"WO",65399,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9,1,0,0,0
"4146",2018,7,"WO",66354,30,26,2,4,5,2,0,0,1,0,0,0,4,0,0,9,1,2,1,4,0,3,0,3,3,3,3,0,4,0,0,9,14,5,2.25,1
"4147",2018,7,"WO",67304,86,76,2,13,21,1,1,1,6,2,0,1,7,0,2,24,1,4,18,15,1,3,0,3,3,3,6,0,4,1,0,8,15,8,3.42857142857143,0.75
"4148",2018,7,"WO",67341,49,43,6,5,18,2,0,0,1,0,0,2,4,0,0,4,0,1,13,8,4,0,0,3,1,3,3,0,1,0,0,1,7,4,1,1
"4149",2018,7,"WO",67394,77,68,12,14,17,5,0,4,0,1,0,1,7,1,1,17,1,0,8,17,5,3,0,1,3,3,4,0,4,1,0,5,13,6,2.42857142857143,0
"4150",2018,7,"WO",73342,87,78,8,7,19,3,0,2,0,0,0,1,8,0,0,8,6,1,18,21,7,2,0,2,3,3,6,0,3,1,0,2,14,6,1,0
"4151",2018,7,"WO",75125,96,86,20,15,25,7,0,9,0,0,0,0,8,0,2,25,1,0,20,25,5,3,0,3,2,3,6,0,4,1,0,4,14,8,3.125,0
"4152",2018,7,"WO",76746,8,7,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,3,0,0,1,0,0,0,0,0,0,5,1,3,0,0
"4153",2018,7,"WO",77564,90,76,10,10,24,5,0,2,0,0,0,1,12,0,1,17,1,4,23,21,8,3,0,2,3,3,6,0,4,1,0,6,14,8,1.41666666666667,0
"4154",2018,7,"WO",79334,22,20,4,1,4,2,0,1,0,0,0,0,2,0,0,8,0,0,3,9,3,2,0,1,2,2,2,0,2,0,0,9,7,4,4,0
"4155",2018,8,"HH",60100,15,13,0,1,0,0,0,0,0,0,0,0,1,0,1,4,2,1,1,7,0,0,0,2,0,0,2,1,0,0,1,5,5,1,4,0
"4156",2018,8,"HH",60805,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0
"4157",2018,8,"HH",61554,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0
"4158",2018,8,"HH",61700,36,30,2,4,3,0,0,0,0,0,0,0,5,0,1,9,2,0,4,12,1,0,0,3,0,0,2,1,0,1,2,3,7,2,1.8,0
"4159",2018,8,"HH",62700,43,42,6,9,18,5,1,1,1,1,0,0,1,0,0,8,0,1,7,11,4,0,0,4,0,1,2,2,0,1,2,6,8,4,8,0.5
"4160",2018,8,"HH",64717,22,18,6,4,9,1,0,1,0,0,1,0,2,0,1,2,0,1,5,4,4,0,0,2,0,1,2,2,0,0,2,7,6,3,1,0
"4161",2018,8,"HH",64724,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0
"4162",2018,8,"HH",65703,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0
"4163",2018,8,"HH",66702,30,27,2,4,5,0,0,1,0,1,0,0,3,0,0,4,1,0,5,4,0,0,0,4,0,1,2,2,0,1,1,7,7,4,1.33333333333333,0
"4164",2018,8,"HH",66704,15,11,2,2,2,0,0,0,0,1,1,0,3,0,0,3,0,1,5,6,1,0,0,2,0,0,2,1,0,0,1,9,5,1,1,0
"4165",2018,8,"HH",66706,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0
"4166",2018,8,"HH",66715,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,1,1,0,0
"4167",2018,8,"HH",68730,52,42,7,7,13,4,0,3,3,1,0,0,9,2,1,4,0,1,14,9,4,0,0,4,0,1,2,2,0,1,2,4,8,4,0.444444444444444,0.75
"4168",2018,8,"HH",68743,25,22,3,0,5,0,0,0,0,0,0,0,3,0,0,5,0,1,6,5,3,0,0,3,0,1,1,1,0,1,2,2,6,3,1.66666666666667,0
"4169",2018,8,"HH",71752,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,2,0,0
"4170",2018,8,"HH",73136,49,46,9,8,14,3,0,2,1,1,0,0,3,0,0,13,0,0,7,17,3,0,0,4,0,0,2,2,0,1,2,5,8,3,4.33333333333333,0.5
"4171",2018,8,"HH",74163,47,41,1,3,10,1,0,0,3,2,1,0,4,0,1,4,1,3,7,11,4,0,0,3,0,1,2,2,0,1,2,1,7,4,1,0.6
"4172",2018,8,"HH",74729,7,6,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,7,1,1,0,0
"4173",2018,8,"HH",75808,54,49,9,10,13,3,0,3,1,1,0,0,4,0,1,5,3,1,7,10,4,0,0,4,0,1,2,2,0,1,2,3,8,4,1.25,0.5
"4174",2018,8,"HH",78288,24,21,6,3,8,2,0,1,0,0,1,0,0,0,2,4,0,0,4,6,2,0,0,4,0,1,2,2,0,1,1,7,7,4,0,0
"4175",2018,8,"HH",78756,13,11,2,1,3,0,0,0,2,0,0,0,1,0,1,3,0,0,3,5,2,0,0,0,0,1,0,2,0,1,2,9,2,4,3,1
"4176",2018,8,"HH",79705,11,8,1,1,2,0,0,1,0,0,2,0,0,0,1,2,1,0,2,2,0,0,0,2,0,1,0,0,0,1,1,8,3,2,0,0
"4177",2018,8,"HT",60605,9,5,4,4,2,2,0,0,0,0,2,0,2,0,0,1,0,1,2,1,1,0,0,0,2,2,0,2,2,0,2,4,6,4,0.5,0
"4178",2018,8,"HT",60634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
"4179",2018,8,"HT",61643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0
"4180",2018,8,"HT",62864,40,32,0,6,12,2,0,0,1,1,2,0,5,0,1,4,1,0,10,4,1,0,0,0,2,4,0,2,2,0,2,8,7,5,0.8,0.5
"4181",2018,8,"HT",62893,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0
"4182",2018,8,"HT",63722,7,6,0,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,2,2,0,1,2,0,1,8,4,4,0,0
"4183",2018,8,"HT",64657,6,5,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2,2,0,2,2,0,2,3,6,4,0,0
"4184",2018,8,"HT",66606,39,37,6,8,12,0,0,2,1,2,0,0,1,0,1,8,0,1,5,12,3,0,0,0,2,3,0,2,2,0,2,7,7,4,8,0.333333333333333
"4185",2018,8,"HT",66615,13,13,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,2,1,0,0,0,2,3,0,1,2,0,1,7,6,3,0,0
"4186",2018,8,"HT",67640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0
"4187",2018,8,"HT",67650,58,47,9,14,18,5,1,2,2,0,1,0,8,0,2,8,0,0,9,12,3,0,0,0,2,4,0,2,2,0,2,1,7,5,1,1
"4188",2018,8,"HT",68639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0
"4189",2018,8,"HT",70410,45,43,19,8,22,4,0,3,2,0,1,1,0,0,0,3,1,0,13,21,13,0,0,0,2,3,0,2,2,0,2,5,6,5,0,1
"4190",2018,8,"HT",70756,42,39,15,5,12,1,0,4,0,0,0,0,3,0,0,7,0,0,7,13,6,0,0,0,2,2,0,2,2,0,2,7,5,5,2.33333333333333,0
"4191",2018,8,"HT",72443,55,46,11,15,19,6,0,2,1,0,0,0,7,2,2,8,3,0,13,19,7,0,0,0,2,4,0,2,2,0,2,3,7,5,1.14285714285714,1
"4192",2018,8,"HT",76350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0
"4193",2018,8,"HT",76368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9,1,0,0,0
"4194",2018,8,"HT",76849,58,49,9,13,17,2,1,2,0,1,2,0,5,0,2,4,0,0,11,19,6,0,0,0,2,3,0,2,2,0,2,2,6,5,0.8,0
"4195",2018,8,"HT",78603,51,40,3,9,16,2,0,0,0,0,2,1,8,0,0,0,0,1,12,8,3,0,0,0,2,4,0,2,2,0,2,9,7,5,0,0
"4196",2018,8,"HT",78629,44,40,13,7,10,3,0,6,0,0,0,0,2,0,2,7,3,0,6,17,3,0,0,0,2,4,0,2,2,0,2,6,7,5,3.5,0
"4197",2018,8,"HT",79608,46,41,12,11,13,3,0,2,0,0,0,1,4,0,0,6,0,1,7,21,7,0,0,0,2,4,0,1,2,0,2,4,6,5,1.5,0
"4198",2018,8,"HT",99606,12,10,0,1,1,0,0,0,0,0,0,0,1,0,1,7,0,0,2,3,1,0,0,0,1,2,0,1,1,0,2,5,3,4,7,0
"4199",2018,8,"KT",60343,13,13,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,1,3,1,1,0,0,0,0,2,0,0,0,1,8,1,3,0,0
"4200",2018,8,"KT",60558,33,32,7,4,8,1,0,1,0,1,0,1,0,0,0,7,1,0,6,10,3,4,0,0,0,0,4,1,0,0,2,2,5,6,0,0
"4201",2018,8,"KT",63450,7,7,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,2,3,2,0,0,0,0,0,4,1,0,0,0,9,3,2,0,0
"4202",2018,8,"KT",64006,35,32,2,3,8,1,0,0,0,0,2,0,1,0,0,7,0,2,5,5,3,4,0,0,0,0,4,2,0,0,2,9,7,5,7,0
"4203",2018,8,"KT",64012,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,1,0,0,0,1,3,2,0,0
"4204",2018,8,"KT",65062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"4205",2018,8,"KT",66052,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0
"4206",2018,8,"KT",67025,56,43,11,14,14,2,0,5,3,1,0,0,12,1,1,10,1,0,15,13,4,4,0,0,0,0,5,2,0,0,2,4,7,6,0.833333333333333,0.75
"4207",2018,8,"KT",68050,51,43,6,9,13,2,0,2,0,0,0,0,8,0,0,11,1,1,8,9,5,4,0,0,0,0,4,2,0,0,2,1,7,5,1.375,0
"4208",2018,8,"KT",68069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0,0,0
"4209",2018,8,"KT",70553,12,11,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,1,1,0,2,0,0,0,0,4,1,0,0,1,9,5,3,7,0
"4210",2018,8,"KT",73113,47,44,6,2,9,3,0,2,0,0,0,0,3,0,0,13,1,1,4,13,4,4,0,0,0,0,5,2,0,0,2,5,7,6,4.33333333333333,0
"4211",2018,8,"KT",74215,37,34,2,6,7,2,0,1,0,0,0,0,3,0,0,8,1,0,3,5,0,3,0,0,0,0,4,2,0,0,1,7,5,5,2.66666666666667,0
"4212",2018,8,"KT",74339,35,31,13,6,11,3,0,3,1,0,0,1,3,0,0,5,0,0,6,10,4,2,0,0,0,0,5,2,0,0,1,4,6,4,1.66666666666667,1
"4213",2018,8,"KT",76313,52,46,7,5,12,2,0,4,0,2,0,1,5,0,0,14,0,1,10,10,3,4,0,0,0,0,5,2,0,0,2,6,7,6,2.8,0
"4214",2018,8,"KT",77654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,8,3,0,0,0
"4215",2018,8,"KT",78361,11,9,0,0,1,1,0,0,0,0,1,0,1,0,0,4,0,0,1,2,0,1,0,0,0,0,3,1,0,0,1,2,4,2,4,0
"4216",2018,8,"KT",78517,8,7,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0
"4217",2018,8,"KT",78548,36,31,4,7,8,0,0,2,0,0,0,1,4,0,0,5,0,2,4,7,1,3,0,0,0,0,4,2,0,0,1,8,6,4,1.25,0
"4218",2018,8,"KT",78753,7,6,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,1,1,1,2,1,0
"4219",2018,8,"KT",99810,39,35,3,5,9,1,0,0,1,0,0,1,3,0,0,6,1,0,4,5,0,3,0,0,0,0,5,1,0,0,2,2,6,5,2,1
"4220",2018,8,"LG",61102,37,34,8,6,12,3,0,2,0,0,0,1,1,0,1,3,2,0,4,11,4,0,2,0,0,1,0,2,3,2,2,8,4,8,3,0
"4221",2018,8,"LG",61114,5,4,1,1,1,1,0,0,0,0,0,0,1,0,0,2,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,4,1,2,2,0
"4222",2018,8,"LG",61186,59,50,5,8,18,4,1,0,2,2,1,1,6,0,1,4,2,0,13,9,4,0,2,0,0,2,0,2,3,2,2,5,4,9,0.666666666666667,0.5
"4223",2018,8,"LG",62164,12,10,1,1,3,0,0,0,0,0,0,0,2,0,0,2,0,0,3,5,2,0,1,0,0,1,0,1,1,2,2,9,2,6,1,0
"4224",2018,8,"LG",63905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0
"4225",2018,8,"LG",64117,5,4,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,9,2,1,0,0
"4226",2018,8,"LG",64153,52,50,4,6,13,3,0,1,0,0,1,0,1,0,0,4,1,1,9,16,3,0,2,0,0,2,0,2,3,2,2,6,4,9,4,0
"4227",2018,8,"LG",65115,7,6,3,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,2,0,1,0,0,0,0,1,2,1,2,4,2,5,0,0
"4228",2018,8,"LG",65136,21,19,5,4,6,2,0,1,1,0,0,1,1,0,0,6,1,0,5,7,2,0,2,0,0,0,0,0,1,0,2,9,0,5,6,1
"4229",2018,8,"LG",68103,3,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,1
"4230",2018,8,"LG",71842,16,14,2,2,4,1,0,0,0,0,0,0,2,0,0,4,0,0,2,3,1,0,1,0,0,2,0,1,0,0,2,8,0,6,2,0
"4231",2018,8,"LG",72133,54,46,11,11,11,1,0,3,1,0,0,2,5,0,1,7,1,0,4,17,6,0,2,0,0,2,0,2,3,2,2,1,4,9,1.4,1
"4232",2018,8,"LG",74823,12,11,2,4,5,2,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,2,0,0,0,0,0,1,0,0,2,0,3,0,0
"4233",2018,8,"LG",76290,58,55,12,11,21,4,0,2,0,1,0,0,3,0,0,5,2,0,13,16,7,0,2,0,0,2,0,2,3,2,2,4,4,9,1.66666666666667,0
"4234",2018,8,"LG",78135,49,42,4,7,9,2,0,3,0,0,2,0,3,0,2,10,1,1,4,7,1,0,2,0,0,2,0,2,3,2,2,1,4,9,3.33333333333333,0
"4235",2018,8,"LG",78217,9,8,0,3,2,1,0,0,0,0,0,0,1,0,0,2,0,0,3,2,0,0,2,0,0,1,0,1,3,2,2,1,4,7,2,0
"4236",2018,8,"LG",79109,54,48,7,8,14,6,0,2,0,0,0,0,5,0,1,16,1,3,9,15,3,0,2,0,0,2,0,2,3,2,2,7,4,9,3.2,0
"4237",2018,8,"LG",79150,19,18,4,2,6,1,0,1,1,0,0,0,1,0,0,3,0,2,4,5,2,0,0,0,0,2,0,2,2,0,0,9,2,4,3,1
"4238",2018,8,"LG",79192,47,43,12,6,15,2,0,3,0,0,0,0,4,0,0,11,1,0,10,11,5,0,2,0,0,2,0,2,3,2,1,4,4,8,2.75,0
"4239",2018,8,"LG",79198,8,7,1,3,1,1,0,0,0,0,0,0,1,0,0,2,0,1,2,2,1,0,2,0,0,2,0,2,1,1,1,7,1,8,2,0
"4240",2018,8,"LT",60523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0
"4241",2018,8,"LT",61204,6,4,2,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,3,1,1,0,3,0,0,0,0,1,0,1,0,8,2,3,0.5,0
"4242",2018,8,"LT",61566,10,10,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,1,0,1,0,2,1,2,0,0
"4243",2018,8,"LT",62556,45,43,5,4,15,0,0,0,0,2,0,1,0,0,1,8,1,0,11,12,4,1,4,0,2,0,0,2,0,2,0,7,6,5,0,0
"4244",2018,8,"LT",64022,40,35,6,3,11,1,0,1,0,0,2,0,2,0,1,9,0,0,12,10,3,1,4,0,2,0,0,2,0,2,0,9,6,5,4.5,0
"4245",2018,8,"LT",66508,12,10,0,2,2,1,0,0,0,0,0,0,1,0,1,5,0,0,4,5,0,0,4,0,1,0,0,0,0,2,0,2,4,3,5,0
"4246",2018,8,"LT",67454,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0
"4247",2018,8,"LT",67539,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9,0,1,0,0
"4248",2018,8,"LT",67598,46,42,8,6,10,3,0,2,3,1,0,0,3,0,1,8,1,1,9,11,4,1,4,0,2,0,0,2,0,2,0,6,6,5,2.66666666666667,0.75
"4249",2018,8,"LT",68525,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,1,3,0,1,0,0,1,0,2,0,8,4,4,0,0
"4250",2018,8,"LT",71564,44,43,11,9,16,3,0,4,0,0,0,0,1,1,0,3,2,0,6,12,5,1,4,0,2,0,0,2,0,2,0,4,6,5,3,0
"4251",2018,8,"LT",72546,28,24,1,3,7,1,0,0,1,0,1,0,3,0,0,3,0,0,7,6,1,1,4,0,2,0,0,2,0,2,0,8,6,5,1,1
"4252",2018,8,"LT",76100,8,5,0,1,0,0,0,0,0,0,0,0,2,0,1,3,0,0,1,0,0,0,1,0,1,0,0,1,0,2,0,5,3,2,1.5,0
"4253",2018,8,"LT",76249,39,35,4,7,12,0,0,2,1,0,0,0,3,0,1,8,0,0,8,8,3,1,4,0,2,0,0,2,0,2,0,5,6,5,2.66666666666667,1
"4254",2018,8,"LT",77463,41,34,5,4,12,4,0,0,0,0,1,1,5,1,0,9,0,0,8,10,2,1,4,0,2,0,0,2,0,2,0,3,6,5,1.8,0
"4255",2018,8,"LT",77532,43,38,13,11,13,6,0,3,1,0,0,1,4,1,0,9,0,0,6,13,4,1,4,0,2,0,0,2,0,2,0,2,6,5,2.25,1
"4256",2018,8,"LT",78513,52,48,10,14,16,5,1,4,0,1,0,0,4,0,0,5,1,0,5,14,5,1,4,0,2,0,0,2,0,2,0,1,6,5,1.25,0
"4257",2018,8,"LT",79356,4,4,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0
"4258",2018,8,"NC",60566,17,16,1,4,8,0,0,0,1,1,1,0,0,0,0,2,0,0,2,3,1,2,0,2,0,0,0,0,1,2,0,2,1,6,0,0.5
"4259",2018,8,"NC",62025,9,9,1,0,4,1,0,0,0,0,0,0,0,0,0,1,1,0,1,4,1,1,0,4,0,0,0,0,2,3,0,9,3,7,0,0
"4260",2018,8,"NC",62907,41,33,1,8,12,4,0,0,1,0,2,1,4,0,1,4,1,2,11,2,0,0,0,5,0,0,0,0,2,2,0,2,4,5,1,1
"4261",2018,8,"NC",62931,59,57,8,11,20,2,0,4,0,0,0,0,2,0,0,10,1,1,9,16,4,2,0,5,0,0,0,0,2,4,0,1,4,9,5,0
"4262",2018,8,"NC",62934,34,32,3,4,11,4,1,0,0,0,0,0,1,0,1,2,1,0,9,11,3,2,0,5,0,0,0,0,1,4,0,7,3,9,2,0
"4263",2018,8,"NC",62947,60,51,11,12,15,2,2,5,0,0,0,0,7,1,2,15,0,0,10,13,3,2,0,5,0,0,0,0,2,4,0,3,4,9,2.14285714285714,0
"4264",2018,8,"NC",63260,53,48,10,4,11,4,0,2,0,0,0,1,3,0,1,19,2,2,13,17,6,2,0,5,0,0,0,0,2,4,0,6,4,9,6.33333333333333,0
"4265",2018,8,"NC",63963,36,32,7,6,11,2,0,0,0,0,0,0,3,0,1,5,0,0,8,10,3,1,0,5,0,0,0,0,2,4,0,8,4,8,1.66666666666667,0
"4266",2018,8,"NC",66917,7,7,2,2,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,1,2,0,1,0,0,0,0,0,2,0,8,1,4,0,0
"4267",2018,8,"NC",66965,5,4,2,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,1,3,2,1,0,0,0,0,0,0,0,1,0,8,0,2,2,0
"4268",2018,8,"NC",66992,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0
"4269",2018,8,"NC",67935,60,53,14,13,16,6,0,6,0,0,0,0,6,1,1,13,3,0,9,16,4,2,0,5,0,0,0,0,2,4,0,4,4,9,2.16666666666667,0
"4270",2018,8,"NC",68912,23,22,0,0,2,0,0,0,0,0,0,0,1,0,0,11,0,0,5,1,0,2,0,4,0,0,0,0,2,4,0,9,3,9,11,0
"4271",2018,8,"NC",71552,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,9,1,2,0,0
"4272",2018,8,"NC",73306,18,16,1,1,3,1,0,0,0,0,0,1,1,0,0,3,0,0,5,5,0,2,0,4,0,0,0,0,1,4,0,8,3,8,3,0
"4273",2018,8,"NC",74465,52,45,11,12,13,3,1,3,1,0,0,0,7,0,0,8,1,0,7,14,4,2,0,5,0,0,0,0,2,3,0,5,4,8,1.14285714285714,1
"4274",2018,8,"NC",76720,19,16,2,1,5,1,0,1,0,0,1,0,2,0,0,3,0,1,4,5,1,2,0,5,0,0,0,0,2,3,0,9,4,8,1.5,0
"4275",2018,8,"NC",78813,34,34,9,6,13,1,0,4,0,0,0,0,0,0,0,3,1,1,7,9,4,0,0,4,0,0,0,0,2,2,0,5,3,5,0,0
"4276",2018,8,"OB",61208,31,30,5,6,9,1,0,1,0,0,0,0,1,0,0,5,1,0,5,12,2,1,2,2,2,2,0,0,1,0,1,8,7,4,5,0
"4277",2018,8,"OB",62234,39,31,8,6,10,2,0,1,0,1,3,0,3,0,2,9,0,0,9,10,4,2,2,2,2,1,0,0,2,0,1,1,8,4,3,0
"4278",2018,8,"OB",62244,16,14,0,1,4,1,0,0,0,0,0,0,2,0,0,4,0,0,4,5,0,2,2,1,2,2,0,0,1,0,0,5,7,3,2,0
"4279",2018,8,"OB",63202,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,5,2,2,0,0
"4280",2018,8,"OB",63257,16,15,0,2,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7,2,2,1,2,0,1,0,0,1,0,1,7,5,3,1,0
"4281",2018,8,"OB",63559,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,2,0,1,2,4,0,0,0
