"year","month","P_ID","T_ID","AB","HIT","H2","H3","HR","BB","HP","KK","GD","PA","SB","CS","SF","BAT_ORDER","stadium_MH","stadium_MS","stadium_JS","stadium_SW","stadium_DJ","stadium_DG","stadium_GJ","stadium_GC","stadium_SJ","stadium_PH","stadium_US","stadium_CJ","stadium_CW","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","HOME","AWAY"
2018,6,62016,"NC",6,0,0,0,0,0,0,1,0,6,0,0,0,7,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,62025,"NC",23,7,2,0,1,3,0,4,1,26,0,0,0,2,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,62164,"LG",9,2,0,0,0,1,0,1,0,10,0,0,0,1,2,3,13,0,0,3,0,0,0,0,0,3,0,6,3,1,0,3,3,0,2,3,3,13,11
2018,6,62234,"OB",58,13,1,0,0,5,3,7,1,68,2,0,2,9,0,3,11,0,3,3,3,3,0,0,0,0,0,3,5,3,0,0,6,0,0,3,6,11,15
2018,6,62244,"OB",40,12,6,0,2,4,0,12,0,45,0,0,1,5,0,3,11,0,3,3,3,3,0,0,0,0,0,3,5,3,0,0,6,0,0,3,6,11,15
2018,6,62265,"HT",1,1,0,0,1,0,0,0,0,1,0,0,0,5,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,62332,"WO",36,7,2,0,1,1,3,13,1,41,0,0,1,9,0,0,6,3,0,1,0,12,3,0,0,0,0,3,3,3,3,3,0,6,0,4,0,12,13
2018,6,62356,"WO",77,15,0,1,1,6,3,27,1,86,2,0,0,2,0,0,6,3,0,1,0,12,3,0,0,0,0,3,3,3,3,3,0,6,0,4,0,12,13
2018,6,62404,"SS",102,32,5,1,2,9,2,22,1,113,0,0,0,3,3,3,0,0,3,10,0,3,3,0,0,0,0,3,0,0,3,3,3,3,6,0,4,10,15
2018,6,62409,"SS",4,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,0,0,3,10,0,3,3,0,0,0,0,3,0,0,3,3,3,3,6,0,4,10,15
2018,6,62415,"SS",100,28,8,2,0,10,0,19,1,111,5,0,1,1,3,3,0,0,3,10,0,3,3,0,0,0,0,3,0,0,3,3,3,3,6,0,4,10,15
2018,6,62537,"NC",21,2,0,0,1,1,0,6,0,22,0,0,0,8,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,62556,"LT",83,28,9,1,2,9,1,17,2,98,0,1,5,7,3,3,3,3,2,0,0,0,11,0,0,0,0,5,2,3,3,0,3,0,3,3,3,11,14
2018,6,62648,"HT",0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,62700,"HH",73,15,1,0,1,5,0,20,1,78,5,3,0,7,0,3,3,0,11,0,0,3,3,0,0,3,0,0,0,0,6,5,3,3,3,3,3,14,12
2018,6,62754,"HT",0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,62864,"HT",44,8,1,1,0,4,1,11,2,51,0,0,2,8,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,62884,"SK",22,9,1,0,2,5,3,7,0,31,0,1,1,8,12,0,0,3,3,3,3,0,0,0,0,0,0,3,4,6,2,3,0,0,0,6,0,12,12
2018,6,62893,"HT",16,1,1,0,0,0,0,0,1,19,1,0,3,9,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,62895,"SK",76,21,5,0,9,10,5,25,0,93,1,0,2,2,12,0,0,3,3,3,3,0,0,0,0,0,0,3,4,6,2,3,0,0,0,6,0,12,12
2018,6,62907,"NC",74,28,6,0,1,5,3,8,0,82,5,2,0,1,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,62908,"HT",13,2,0,0,0,0,1,0,0,14,0,0,0,8,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,62917,"NC",4,1,1,0,0,0,0,3,0,4,0,0,0,9,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,62921,"NC",3,0,0,0,0,0,0,0,0,3,0,0,0,6,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,62925,"NC",27,8,2,0,0,0,0,7,0,28,0,0,1,6,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,62929,"NC",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,62931,"NC",74,18,5,1,0,9,1,20,3,84,1,3,0,2,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,62934,"NC",60,18,3,0,5,5,0,14,4,66,3,1,1,7,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,62947,"NC",94,28,5,0,4,6,3,22,1,104,3,0,1,3,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,63088,"KT",5,0,0,0,0,0,0,1,0,5,0,1,0,7,3,3,4,14,0,0,0,0,0,0,0,0,0,0,3,0,1,3,5,3,6,0,3,14,10
2018,6,63202,"OB",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,11,0,3,3,3,3,0,0,0,0,0,3,5,3,0,0,6,0,0,3,6,11,15
2018,6,63248,"OB",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,11,0,3,3,3,3,0,0,0,0,0,3,5,3,0,0,6,0,0,3,6,11,15
2018,6,63257,"OB",22,8,2,0,1,1,0,9,0,23,0,0,0,9,0,3,11,0,3,3,3,3,0,0,0,0,0,3,5,3,0,0,6,0,0,3,6,11,15
2018,6,63260,"OB",20,6,3,0,0,1,0,5,0,21,0,0,0,7,0,3,11,0,3,3,3,3,0,0,0,0,0,3,5,3,0,0,6,0,0,3,6,11,15
2018,6,63450,"KT",17,3,0,0,0,1,0,6,1,19,0,0,1,4,3,3,4,14,0,0,0,0,0,0,0,0,0,0,3,0,1,3,5,3,6,0,3,14,10
2018,6,63543,"LT",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2,0,0,0,11,0,0,0,0,5,2,3,3,0,3,0,3,3,3,11,14
2018,6,63593,"LT",11,2,0,0,0,1,0,2,1,12,0,0,0,1,3,3,3,3,2,0,0,0,11,0,0,0,0,5,2,3,3,0,3,0,3,3,3,11,14
2018,6,63704,"SK",91,31,3,2,1,9,2,22,1,105,7,1,3,1,12,0,0,3,3,3,3,0,0,0,0,0,0,3,4,6,2,3,0,0,0,6,0,12,12
2018,6,63722,"HT",14,1,0,0,0,1,0,6,2,15,0,0,0,8,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,63963,"NC",63,11,2,0,1,14,1,11,0,81,0,1,3,6,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,64006,"KT",56,14,2,3,1,1,1,6,0,60,0,3,2,9,3,3,4,14,0,0,0,0,0,0,0,0,0,0,3,0,1,3,5,3,6,0,3,14,10
2018,6,64012,"KT",8,2,0,0,0,1,0,4,0,10,1,1,1,8,3,3,4,14,0,0,0,0,0,0,0,0,0,0,3,0,1,3,5,3,6,0,3,14,10
2018,6,64086,"OB",14,3,0,0,1,1,0,4,1,15,0,0,0,8,0,3,11,0,3,3,3,3,0,0,0,0,0,3,5,3,0,0,6,0,0,3,6,11,15
2018,6,64153,"LG",79,20,6,0,4,4,3,26,1,86,1,0,0,7,2,3,13,0,0,3,0,0,0,0,0,3,0,6,3,1,0,3,3,0,2,3,3,13,11
2018,6,64300,"WO",98,37,9,0,2,15,0,13,1,113,3,0,0,3,0,0,6,3,0,1,0,12,3,0,0,0,0,3,3,3,3,3,0,6,0,4,0,12,13
2018,6,64346,"WO",53,9,0,0,2,4,0,20,1,57,2,1,0,2,0,0,6,3,0,1,0,12,3,0,0,0,0,3,3,3,3,3,0,6,0,4,0,12,13
2018,6,64407,"SS",0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,3,10,0,3,3,0,0,0,0,3,0,0,3,3,3,3,6,0,4,10,15
2018,6,64410,"SS",5,0,0,0,0,0,0,2,0,5,0,0,0,8,3,3,0,0,3,10,0,3,3,0,0,0,0,3,0,0,3,3,3,3,6,0,4,10,15
2018,6,64469,"SS",1,0,0,0,0,0,0,1,0,1,0,0,0,4,3,3,0,0,3,10,0,3,3,0,0,0,0,3,0,0,3,3,3,3,6,0,4,10,15
2018,6,64560,"KT",11,2,1,0,0,0,0,0,1,11,0,0,0,7,3,3,4,14,0,0,0,0,0,0,0,0,0,0,3,0,1,3,5,3,6,0,3,14,10
2018,6,64610,"SS",40,7,0,0,0,3,0,7,0,43,0,0,0,9,3,3,0,0,3,10,0,3,3,0,0,0,0,3,0,0,3,3,3,3,6,0,4,10,15
2018,6,64657,"HT",42,9,2,0,1,3,2,19,1,48,0,0,1,9,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,64717,"HH",42,12,0,0,2,1,0,11,1,43,0,0,0,8,0,3,3,0,11,0,0,3,3,0,0,3,0,0,0,0,6,5,3,3,3,3,3,14,12
2018,6,64944,"NC",9,1,0,0,0,2,0,4,0,11,0,0,0,9,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,65062,"KT",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,14,0,0,0,0,0,0,0,0,0,0,3,0,1,3,5,3,6,0,3,14,10
2018,6,65269,"OB",6,0,0,0,0,0,0,3,2,6,0,0,0,1,0,3,11,0,3,3,3,3,0,0,0,0,0,3,5,3,0,0,6,0,0,3,6,11,15
2018,6,65357,"WO",26,10,3,0,2,0,0,5,1,26,0,0,0,6,0,0,6,3,0,1,0,12,3,0,0,0,0,3,3,3,3,3,0,6,0,4,0,12,13
2018,6,65616,"HT",0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,65618,"HT",1,0,0,0,0,0,0,1,0,1,0,0,0,4,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,65643,"HT",0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,66052,"KT",1,0,0,0,0,0,0,0,0,1,0,0,0,9,3,3,4,14,0,0,0,0,0,0,0,0,0,0,3,0,1,3,5,3,6,0,3,14,10
2018,6,66160,"OB",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,11,0,3,3,3,3,0,0,0,0,0,3,5,3,0,0,6,0,0,3,6,11,15
2018,6,66207,"OB",3,0,0,0,0,0,0,1,0,3,0,0,0,4,0,3,11,0,3,3,3,3,0,0,0,0,0,3,5,3,0,0,6,0,0,3,6,11,15
2018,6,66209,"OB",43,14,1,1,1,3,0,5,1,47,1,0,1,9,0,3,11,0,3,3,3,3,0,0,0,0,0,3,5,3,0,0,6,0,0,3,6,11,15
2018,6,66354,"WO",38,11,1,0,0,4,0,10,1,42,0,1,0,9,0,0,6,3,0,1,0,12,3,0,0,0,0,3,3,3,3,3,0,6,0,4,0,12,13
2018,6,66462,"SS",13,3,1,0,0,1,0,2,1,14,2,1,0,9,3,3,0,0,3,10,0,3,3,0,0,0,0,3,0,0,3,3,3,3,6,0,4,10,15
2018,6,66508,"LT",22,7,0,0,0,4,1,7,0,27,3,0,0,2,3,3,3,3,2,0,0,0,11,0,0,0,0,5,2,3,3,0,3,0,3,3,3,11,14
2018,6,66606,"HT",57,14,2,0,1,4,1,10,2,63,2,1,1,7,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,66615,"HT",13,4,0,0,1,0,1,1,0,14,0,0,0,6,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,66643,"HT",1,0,0,0,0,0,0,1,0,1,0,0,0,8,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,66662,"HT",2,0,0,0,0,0,0,1,0,2,0,0,0,9,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,66704,"HH",6,1,1,0,0,0,0,2,0,6,0,0,0,3,0,3,3,0,11,0,0,3,3,0,0,3,0,0,0,0,6,5,3,3,3,3,3,14,12
2018,6,66706,"HH",17,5,2,0,0,3,2,2,0,22,1,2,0,3,0,3,3,0,11,0,0,3,3,0,0,3,0,0,0,0,6,5,3,3,3,3,3,14,12
2018,6,66710,"HH",1,0,0,0,0,1,0,0,0,2,0,0,0,8,0,3,3,0,11,0,0,3,3,0,0,3,0,0,0,0,6,5,3,3,3,3,3,14,12
2018,6,66716,"HH",1,1,0,0,0,0,0,0,0,1,0,0,0,9,0,3,3,0,11,0,0,3,3,0,0,3,0,0,0,0,6,5,3,3,3,3,3,14,12
2018,6,66838,"SK",88,25,3,0,8,4,0,20,1,92,1,0,0,5,12,0,0,3,3,3,3,0,0,0,0,0,0,3,4,6,2,3,0,0,0,6,0,12,12
2018,6,66917,"NC",52,12,1,0,0,4,4,11,0,60,2,0,0,8,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,66965,"NC",6,2,0,0,0,1,0,0,0,7,0,0,0,7,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,67025,"KT",88,21,5,0,4,12,1,24,3,103,3,3,2,2,3,3,4,14,0,0,0,0,0,0,0,0,0,0,3,0,1,3,5,3,6,0,3,14,10
2018,6,67066,"KT",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,14,0,0,0,0,0,0,0,0,0,0,3,0,1,3,5,3,6,0,3,14,10
2018,6,67207,"OB",2,1,0,0,0,0,1,0,0,3,0,0,0,6,0,3,11,0,3,3,3,3,0,0,0,0,0,3,5,3,0,0,6,0,0,3,6,11,15
2018,6,67304,"WO",91,24,5,0,1,8,0,26,3,100,5,0,1,8,0,0,6,3,0,1,0,12,3,0,0,0,0,3,3,3,3,3,0,6,0,4,0,12,13
2018,6,67341,"WO",70,25,7,0,2,4,1,9,1,75,2,0,0,1,0,0,6,3,0,1,0,12,3,0,0,0,0,3,3,3,3,3,0,6,0,4,0,12,13
2018,6,67394,"WO",80,19,4,0,2,9,3,14,1,95,0,0,3,7,0,0,6,3,0,1,0,12,3,0,0,0,0,3,3,3,3,3,0,6,0,4,0,12,13
2018,6,67450,"SS",89,31,8,1,8,14,4,15,5,109,1,0,2,4,3,3,0,0,3,10,0,3,3,0,0,0,0,3,0,0,3,3,3,3,6,0,4,10,15
2018,6,67454,"LT",1,0,0,0,0,0,0,0,0,1,0,0,0,2,3,3,3,3,2,0,0,0,11,0,0,0,0,5,2,3,3,0,3,0,3,3,3,11,14
2018,6,67539,"LT",51,9,1,0,0,3,0,23,1,57,0,0,3,9,3,3,3,3,2,0,0,0,11,0,0,0,0,5,2,3,3,0,3,0,3,3,3,11,14
2018,6,67588,"LT",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2,0,0,0,11,0,0,0,0,5,2,3,3,0,3,0,3,3,3,11,14
2018,6,67598,"LT",96,37,6,0,12,9,1,24,1,106,0,0,0,6,3,3,3,3,2,0,0,0,11,0,0,0,0,5,2,3,3,0,3,0,3,3,3,11,14
2018,6,67610,"HT",2,0,0,0,0,0,0,1,0,2,0,0,0,5,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,67650,"HT",87,30,3,0,5,10,1,21,1,99,6,2,1,1,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,67872,"SK",95,20,2,0,6,5,1,22,2,101,2,2,0,3,12,0,0,3,3,3,3,0,0,0,0,0,0,3,4,6,2,3,0,0,0,6,0,12,12
2018,6,67893,"SK",9,0,0,0,0,1,0,2,0,10,0,0,0,8,12,0,0,3,3,3,3,0,0,0,0,0,0,3,4,6,2,3,0,0,0,6,0,12,12
2018,6,67935,"NC",91,23,5,0,5,8,1,28,2,100,1,0,0,4,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,68050,"KT",85,28,4,0,5,5,2,18,0,93,1,1,1,1,3,3,4,14,0,0,0,0,0,0,0,0,0,0,3,0,1,3,5,3,6,0,3,14,10
2018,6,68067,"KT",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,14,0,0,0,0,0,0,0,0,0,0,3,0,1,3,5,3,6,0,3,14,10
2018,6,68119,"LG",3,1,0,0,0,0,0,1,0,3,0,0,0,1,2,3,13,0,0,3,0,0,0,0,0,3,0,6,3,1,0,3,3,0,2,3,3,13,11
2018,6,68330,"WO",7,1,0,0,0,0,0,0,0,7,0,0,0,2,0,0,6,3,0,1,0,12,3,0,0,0,0,3,3,3,3,3,0,6,0,4,0,12,13
2018,6,68525,"LT",27,8,2,0,2,4,1,7,0,32,0,1,0,8,3,3,3,3,2,0,0,0,11,0,0,0,0,5,2,3,3,0,3,0,3,3,3,11,14
2018,6,68730,"HH",103,32,11,0,7,6,0,23,1,111,4,2,2,4,0,3,3,0,11,0,0,3,3,0,0,3,0,0,0,0,6,5,3,3,3,3,3,14,12
2018,6,68743,"HH",51,8,1,1,0,6,0,12,0,58,5,1,1,7,0,3,3,0,11,0,0,3,3,0,0,3,0,0,0,0,6,5,3,3,3,3,3,14,12
2018,6,68901,"NC",0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,68904,"NC",7,2,0,0,0,0,0,1,0,7,0,1,0,6,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,68912,"NC",5,1,0,0,0,0,1,2,1,6,0,0,0,6,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,70410,"HT",60,15,0,0,3,3,0,7,3,64,0,0,1,5,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,70553,"KT",38,5,2,0,0,3,1,11,1,44,1,0,2,8,3,3,4,14,0,0,0,0,0,0,0,0,0,0,3,0,1,3,5,3,6,0,3,14,10
2018,6,70756,"HT",70,19,2,0,4,9,0,12,4,80,1,0,1,5,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,71184,"SK",24,6,1,0,0,3,0,3,0,28,0,0,1,9,12,0,0,3,3,3,3,0,0,0,0,0,0,3,4,6,2,3,0,0,0,6,0,12,12
2018,6,71432,"SS",64,18,6,0,1,8,0,21,0,73,0,1,1,8,3,3,0,0,3,10,0,3,3,0,0,0,0,3,0,0,3,3,3,3,6,0,4,10,15
2018,6,71552,"NC",31,9,0,0,0,6,0,8,1,38,0,0,1,5,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,71564,"LT",99,29,1,0,9,12,4,8,3,115,0,0,0,4,3,3,3,3,2,0,0,0,11,0,0,0,0,5,2,3,3,0,3,0,3,3,3,11,14
2018,6,71837,"SK",31,6,2,0,0,3,0,6,0,35,1,1,1,2,12,0,0,3,3,3,3,0,0,0,0,0,0,3,4,6,2,3,0,0,0,6,0,12,12
2018,6,71842,"LG",15,1,0,0,0,2,2,8,0,19,0,0,0,8,2,3,13,0,0,3,0,0,0,0,0,3,0,6,3,1,0,3,3,0,2,3,3,13,11
2018,6,72133,"LG",95,34,8,0,2,12,0,16,9,109,1,1,2,3,2,3,13,0,0,3,0,0,0,0,0,3,0,6,3,1,0,3,3,0,2,3,3,13,11
2018,6,72443,"HT",79,27,9,0,2,9,2,14,3,91,1,0,1,4,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
2018,6,72456,"SS",56,13,0,0,0,2,3,10,1,63,0,0,2,9,3,3,0,0,3,10,0,3,3,0,0,0,0,3,0,0,3,3,3,3,6,0,4,10,15
2018,6,72466,"SS",11,1,0,0,0,3,0,3,0,14,0,0,0,8,3,3,0,0,3,10,0,3,3,0,0,0,0,3,0,0,3,3,3,3,6,0,4,10,15
2018,6,72546,"LT",29,6,1,0,1,0,0,4,1,31,0,0,2,7,3,3,3,3,2,0,0,0,11,0,0,0,0,5,2,3,3,0,3,0,3,3,3,11,14
2018,6,73113,"KT",71,16,2,0,2,8,3,19,3,82,1,0,0,6,3,3,4,14,0,0,0,0,0,0,0,0,0,0,3,0,1,3,5,3,6,0,3,14,10
2018,6,73136,"HH",98,28,5,0,8,6,2,35,2,108,1,1,2,3,0,3,3,0,11,0,0,3,3,0,0,3,0,0,0,0,6,5,3,3,3,3,3,14,12
2018,6,73209,"SK",68,18,8,0,4,7,3,11,1,82,2,0,4,9,12,0,0,3,3,3,3,0,0,0,0,0,0,3,4,6,2,3,0,0,0,6,0,12,12
2018,6,73213,"NC",38,9,2,0,0,6,0,6,2,45,1,0,1,8,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,73342,"WO",64,23,5,1,0,3,1,8,2,68,0,0,0,2,0,0,6,3,0,1,0,12,3,0,0,0,0,3,3,3,3,3,0,6,0,4,0,12,13
2018,6,74163,"HH",95,21,2,0,0,19,3,10,3,119,11,2,2,1,0,3,3,0,11,0,0,3,3,0,0,3,0,0,0,0,6,5,3,3,3,3,3,14,12
2018,6,74206,"OB",54,15,2,0,2,6,1,7,3,63,0,0,2,7,0,3,11,0,3,3,3,3,0,0,0,0,0,3,5,3,0,0,6,0,0,3,6,11,15
2018,6,74215,"KT",78,31,5,0,5,9,0,11,0,87,1,0,0,5,3,3,4,14,0,0,0,0,0,0,0,0,0,0,3,0,1,3,5,3,6,0,3,14,10
2018,6,74339,"KT",58,17,2,1,1,4,1,10,1,63,0,0,0,3,3,3,4,14,0,0,0,0,0,0,0,0,0,0,3,0,1,3,5,3,6,0,3,14,10
2018,6,74465,"NC",53,11,4,0,0,5,3,16,2,61,0,0,0,5,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,74540,"SS",73,16,4,0,3,3,2,16,2,79,0,0,1,5,3,3,0,0,3,10,0,3,3,0,0,0,0,3,0,0,3,3,3,3,6,0,4,10,15
2018,6,74729,"HH",12,3,1,0,1,1,0,6,0,13,0,0,0,6,0,3,3,0,11,0,0,3,3,0,0,3,0,0,0,0,6,5,3,3,3,3,3,14,12
2018,6,74823,"LG",2,0,0,0,0,0,0,0,1,2,0,0,0,1,2,3,13,0,0,3,0,0,0,0,0,3,0,6,3,1,0,3,3,0,2,3,3,13,11
2018,6,74846,"SK",14,3,0,0,1,2,0,5,0,16,0,0,0,5,12,0,0,3,3,3,3,0,0,0,0,0,0,3,4,6,2,3,0,0,0,6,0,12,12
2018,6,75125,"WO",94,36,4,0,8,14,2,26,3,112,0,0,2,4,0,0,6,3,0,1,0,12,3,0,0,0,0,3,3,3,3,3,0,6,0,4,0,12,13
2018,6,75149,"KT",0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,14,0,0,0,0,0,0,0,0,0,0,3,0,1,3,5,3,6,0,3,14,10
2018,6,75151,"SK",29,7,1,0,0,1,0,5,1,30,0,0,0,7,12,0,0,3,3,3,3,0,0,0,0,0,0,3,4,6,2,3,0,0,0,6,0,12,12
2018,6,75321,"LT",0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,3,2,0,0,0,11,0,0,0,0,5,2,3,3,0,3,0,3,3,3,11,14
2018,6,75334,"OB",49,9,2,0,1,12,2,21,1,64,0,0,1,8,0,3,11,0,3,3,3,3,0,0,0,0,0,3,5,3,0,0,6,0,0,3,6,11,15
2018,6,75566,"SS",70,21,8,0,3,10,1,14,1,81,0,0,0,5,3,3,0,0,3,10,0,3,3,0,0,0,0,3,0,0,3,3,3,3,6,0,4,10,15
2018,6,75808,"HH",19,8,3,0,1,2,0,3,0,21,1,0,0,2,0,3,3,0,11,0,0,3,3,0,0,3,0,0,0,0,6,5,3,3,3,3,3,14,12
2018,6,75847,"SK",60,16,3,0,7,8,4,17,2,72,1,0,0,3,12,0,0,3,3,3,3,0,0,0,0,0,0,3,4,6,2,3,0,0,0,6,0,12,12
2018,6,76100,"LT",55,13,2,0,3,8,1,16,1,64,0,0,0,5,3,3,3,3,2,0,0,0,11,0,0,0,0,5,2,3,3,0,3,0,3,3,3,11,14
2018,6,76232,"OB",81,28,5,1,8,12,1,3,5,95,0,0,1,5,0,3,11,0,3,3,3,3,0,0,0,0,0,3,5,3,0,0,6,0,0,3,6,11,15
2018,6,76249,"LT",72,19,6,0,5,10,2,12,1,85,2,1,1,5,3,3,3,3,2,0,0,0,11,0,0,0,0,5,2,3,3,0,3,0,3,3,3,11,14
2018,6,76267,"OB",91,32,6,0,4,12,0,15,1,105,0,0,2,2,0,3,11,0,3,3,3,3,0,0,0,0,0,3,5,3,0,0,6,0,0,3,6,11,15
2018,6,76290,"LG",93,28,8,0,5,4,1,13,1,102,0,1,4,4,2,3,13,0,0,3,0,0,0,0,0,3,0,6,3,1,0,3,3,0,2,3,3,13,11
2018,6,76313,"KT",77,14,3,0,3,2,0,25,1,79,2,1,0,4,3,3,4,14,0,0,0,0,0,0,0,0,0,0,3,0,1,3,5,3,6,0,3,14,10
2018,6,76720,"NC",28,4,2,0,0,4,3,10,0,40,0,0,5,9,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,76753,"HH",85,26,4,0,5,8,0,19,1,93,2,0,0,3,0,3,3,0,11,0,0,3,3,0,0,3,0,0,0,0,6,5,3,3,3,3,3,14,12
2018,6,76757,"NC",0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,18,3,2,0,0,2,0,0,0,0,0,0,3,2,5,3,3,0,6,0,3,0,18,7
2018,6,76802,"SK",76,17,3,0,0,6,3,7,4,88,0,1,3,7,12,0,0,3,3,3,3,0,0,0,0,0,0,3,4,6,2,3,0,0,0,6,0,12,12
2018,6,76812,"SK",75,24,2,0,5,5,2,16,0,83,0,0,1,5,12,0,0,3,3,3,3,0,0,0,0,0,0,3,4,6,2,3,0,0,0,6,0,12,12
2018,6,76849,"HT",62,16,3,1,0,10,0,8,1,74,1,1,2,2,1,0,5,3,0,0,8,3,2,0,0,0,0,0,0,3,3,2,2,5,4,0,3,8,14
