P_ID,Unnamed: 0,year,month,START_CK,RELIEF_CK,CG_CK,HOLD,INN2,BF,PA,AB,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,WP,BK,ERR,R,ER,VS_T_ID_HH,VS_T_ID_HT,VS_T_ID_KT,VS_T_ID_LG,VS_T_ID_LT,VS_T_ID_NC,VS_T_ID_OB,VS_T_ID_SK,VS_T_ID_SS,VS_T_ID_WO,TB_SC_B,TB_SC_T,WLS_D,WLS_L,WLS_ND,WLS_S,WLS_W,AVG,OBP,SLG,OPS,KBB,BABIP,inplay_ratio
65348,6015,16129,53,23,9,0,0,364,2098,557,496,162,28,1,20,11,5,7,6,40,0,8,71,13,7,1,3,98,93,3,3,3,5,5,3,5,2,3,0,18,14,0,5,20,0,7,2.816604643084475,3.1860232447080366,4.403443058543898,7.589466303251927,14.200000000000001,2.763990267639904,1.3959899749373434
65368,1187,4032,13,0,5,0,0,27,138,40,35,8,1,1,1,0,0,0,0,5,0,0,3,0,1,0,0,5,4,1,0,0,0,1,0,1,1,1,0,3,2,0,0,5,0,0,0.458041958041958,0.6318681318681321,0.8251748251748261,1.4570429570429573,1.2,0.45161290322580605,1.2903225806451613
65392,8114,8068,32,4,13,0,0,69,441,117,102,36,9,0,1,1,0,1,1,10,0,3,18,2,1,0,0,17,16,3,2,0,2,3,2,1,3,1,0,7,10,0,1,16,0,0,1.402525252525253,1.75,1.775180375180375,3.525180375180371,7.2,1.6666666666666683,1.4268292682926829
65398,20056,8079,27,0,23,0,1,81,435,116,106,34,7,0,10,0,1,1,2,6,0,1,19,3,1,0,0,15,15,0,5,3,3,1,3,0,3,5,0,10,13,0,0,22,0,1,1.2270750988142298,1.346900982615268,2.575522303783173,3.9224232863984407,12.666666666666679,1.21518987341772,1.5466666666666666
65411,15238,6060,18,0,13,0,0,40,230,60,50,16,2,0,1,0,1,1,0,7,0,2,8,3,0,0,0,6,6,2,2,0,1,1,4,2,0,0,1,5,8,0,3,10,0,0,0.9710144927536231,1.268424908424909,1.281159420289855,2.54958432871476,3.42857142857142,1.097560975609755,1.4634146341463414
65496,27488,12117,34,0,21,0,0,58,374,97,85,24,5,1,3,3,0,0,2,8,0,2,17,0,0,0,0,18,15,1,3,3,3,4,4,2,0,0,1,11,10,0,0,21,0,0,1.8324701459531187,2.2628965173557196,2.6899778858911976,4.952874403246932,12.75,1.880597014925376,1.5396825396825398
65509,20659,16143,43,0,15,0,0,47,271,72,59,13,2,0,1,1,1,0,1,12,1,0,9,1,4,0,0,12,10,1,0,1,2,0,1,3,3,2,2,10,5,0,0,15,0,0,1.408333333333333,1.912032967032967,1.8916666666666668,3.803699633699639,6.0,1.92,1.5
65516,58319,34314,110,33,30,1,0,698,3932,1027,896,245,41,3,17,11,6,4,11,110,0,6,157,32,24,1,2,118,112,12,6,0,4,11,7,6,3,6,8,32,31,0,12,36,0,15,5.628236917399491,6.905414139116993,7.83915399545548,14.744568134572475,24.263636363636405,5.287858117326058,1.4444444444444444
65543,58966,48422,157,98,0,1,0,1840,9823,2541,2324,570,101,12,67,54,29,14,16,162,0,25,570,27,27,2,4,253,242,10,12,9,10,7,10,3,10,12,15,54,44,0,23,25,0,50,6.126523431067536,7.455491988740656,9.519719649186657,16.97521163792731,84.44444444444447,7.088667058132706,1.5206463195691202
65546,69660,60525,195,121,0,2,0,2194,11984,3172,2847,777,141,14,74,52,26,27,24,214,3,60,621,72,22,6,11,386,340,14,12,5,18,0,14,15,14,13,16,58,63,0,44,40,0,37,8.151592650899692,10.087957631547086,12.626624374239094,22.71458200578618,87.05607476635497,9.692095588235278,1.4906015037593985
65616,60188,34316,109,22,56,0,6,538,3092,813,713,210,32,5,16,22,5,6,9,71,1,14,134,16,6,0,4,123,110,8,0,11,4,11,8,9,12,8,7,35,43,0,14,54,1,9,5.347436707673155,6.553788708732194,7.373185992598533,13.926974701330728,32.08450704225348,5.765734265734265,1.467509025270758
65618,25399,16146,52,4,38,0,1,192,1046,282,252,72,18,2,11,3,1,0,7,17,1,6,46,5,2,0,1,39,37,5,0,4,5,5,5,5,4,5,4,25,17,0,1,38,0,3,2.347011479981119,2.7319913371174986,4.187072423149274,6.919063760266775,21.647058823529445,2.415841584158416,1.5
65639,17038,10093,28,0,19,0,1,71,485,114,95,31,8,3,2,0,1,0,1,13,0,5,21,5,0,0,1,27,26,1,0,2,3,1,0,2,2,5,3,8,11,0,0,19,0,0,1.676767676767678,2.124370886566009,2.573232323232323,4.697603209798329,8.0769230769231,1.9863013698630148,1.6056338028169015
65643,66274,36337,112,0,106,0,0,388,1938,545,505,132,26,2,16,6,0,0,5,32,3,3,118,6,3,1,0,50,48,11,0,10,11,15,12,8,14,16,9,49,57,0,7,64,34,1,5.322018705390367,6.165028743145554,8.725214636284552,14.890243379430117,66.375,5.553191489361698,1.489071038251366
65665,34419,22201,65,2,54,0,3,212,1353,347,300,94,11,5,7,6,0,1,4,40,2,2,50,5,1,1,1,64,58,7,0,5,8,3,3,11,4,5,10,28,28,1,3,51,0,1,3.5283408875546125,4.425732989574858,5.227244061982917,9.65297705155778,13.75,3.8744939271255023,1.4518828451882846
65696,14963,14122,47,0,25,0,3,64,385,99,86,25,6,0,1,0,0,2,0,10,0,1,18,1,3,0,1,10,10,1,0,1,0,6,2,7,3,2,3,15,10,0,1,24,0,0,1.740750915750916,3.263347763347763,2.271703296703297,5.535051060051063,12.600000000000001,2.5074626865671674,1.4776119402985075
65742,11130,12104,29,19,0,2,0,362,1886,505,462,131,15,4,10,7,7,4,4,28,0,7,89,10,8,3,4,62,53,3,3,3,1,2,1,0,2,3,1,7,12,0,7,5,0,7,1.9097654283700802,2.2704729557341503,2.860900813226394,5.131373768960546,19.071428571428584,1.9782016348773837,1.4066852367688023
65764,61345,40365,123,48,12,1,0,737,4456,1162,1013,314,49,2,38,37,9,11,7,112,1,19,189,16,14,2,5,206,185,0,6,5,4,9,10,8,9,4,5,29,31,0,25,26,0,9,6.920020102497566,8.518645740542606,10.504550502110755,19.023196242653366,33.75,6.960907944514502,1.491655969191271
65769,73385,48437,152,29,112,0,8,704,4496,1103,920,256,45,5,36,18,6,7,10,149,5,17,205,18,29,0,2,160,151,0,15,12,13,15,20,19,13,16,18,70,71,0,22,105,1,13,6.543574917016453,9.375207292583047,11.198259272255456,20.57346656483849,33.02013422818799,7.663280116110314,1.648729446935725
65802,2696,2018,5,0,1,0,0,4,20,5,5,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.2,0.2,0.8,1.0,0.0,0.0,2.5
65827,4740,4035,13,0,4,0,0,15,99,24,19,5,0,0,0,0,0,0,0,5,0,0,2,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,2,2,0,0,4,0,0,0.48863636363636404,0.8333333333333341,0.48863636363636404,1.3219696969696972,0.8,0.588235294117648,1.411764705882353
65856,38446,42359,133,89,0,0,0,1646,8611,2335,2123,561,101,9,49,19,13,18,11,152,3,31,502,46,22,5,7,254,230,9,12,10,7,13,8,11,0,10,9,44,45,0,22,30,0,37,5.4259433558264485,6.627983885172768,8.036284920401082,14.66426880557385,69.35526315789477,6.792166771951994,1.49583600256246
65908,4957,4035,15,0,2,0,0,7,59,14,9,2,0,0,1,0,0,0,0,2,0,3,2,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,0,0,0.5,0.878787878787878,1.0,1.878787878787877,2.0,0.333333333333334,2.3333333333333335
65931,4243,14112,49,27,0,0,0,450,2489,653,578,160,20,0,11,11,6,7,5,55,1,8,118,13,4,0,1,79,76,4,3,4,3,5,0,3,0,2,3,13,14,0,8,7,0,12,1.919002880557546,2.420094670524254,2.4205163751987167,4.8406110457229685,15.01818181818185,2.2973568281938324,1.4707207207207207
65933,76265,58514,197,88,53,0,3,1511,8793,2161,1920,490,88,5,61,15,26,18,8,195,1,20,507,40,42,3,7,249,229,17,16,17,15,14,0,15,12,20,15,68,73,0,29,77,0,35,7.1444786741447315,9.273323154907823,11.34280063906118,20.616123793969003,75.39999999999999,9.147794117647054,1.6078869047619047
65964,10963,6056,17,0,7,0,1,17,130,28,22,7,2,0,0,1,2,0,0,6,0,0,5,0,1,0,0,6,6,0,2,0,1,0,0,2,1,1,0,4,3,0,0,7,0,0,0.7125,1.492481203007518,0.8375,2.3299812030075175,2.499999999999999,1.2352941176470589,1.6470588235294117
66018,32964,18167,58,6,23,0,1,156,925,249,212,63,12,0,7,1,0,1,5,26,1,5,38,3,5,0,0,36,34,3,2,2,5,3,3,1,3,7,0,15,14,0,2,24,0,3,2.843867658046761,4.020389822595706,4.345348349825961,8.365738172421668,13.153846153846139,2.9302325581395325,1.537037037037037
66032,998,6048,17,8,4,0,1,117,753,191,168,62,11,1,4,1,3,2,2,15,0,4,23,3,3,0,0,36,31,1,2,0,1,0,1,1,3,1,2,7,5,0,3,7,0,2,1.12701048951049,1.3009877306938862,1.57229020979021,2.873277940484103,4.599999999999991,1.216783216783218,1.3741007194244603
66039,5167,2020,7,0,1,0,0,0,27,6,4,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1.0,1.0,1.25,2.25,0.0,1.0,1.5
66047,20788,22190,66,14,6,0,0,189,1211,311,263,89,24,0,15,7,2,1,3,39,2,5,40,9,9,0,0,66,64,2,2,0,1,5,3,3,1,0,3,10,10,0,9,10,0,1,4.088420569959856,5.254633418584825,6.563592463300429,11.818225881885265,11.282051282051327,3.8578199052132733,1.5170731707317073
66049,656,6048,15,12,0,0,0,186,1134,275,235,60,13,2,3,2,1,3,2,29,0,6,45,4,8,0,2,38,36,1,1,0,3,1,1,1,2,1,1,5,7,0,4,2,0,6,0.768115548114243,1.056618819776715,1.081518607508236,2.13813742728495,4.65517241379309,0.904761904761906,1.4864864864864864
66050,3250,8064,34,13,1,0,0,180,1260,295,247,74,11,0,6,5,3,4,0,39,0,5,68,6,8,1,0,46,42,4,1,0,2,3,1,1,1,1,0,6,8,0,6,5,0,3,1.280458089668615,1.721363887458978,1.8150584795321643,3.5364223669911428,6.97435897435896,1.572254335260116,1.7052023121387283
66064,10650,6055,24,4,8,0,0,72,484,123,106,39,7,1,4,2,2,1,1,12,0,3,14,1,0,1,0,19,16,2,0,0,1,3,0,2,0,2,2,5,7,0,2,9,0,1,1.184826203208556,1.37168409466153,1.678141711229947,3.0498258058914782,3.50000000000001,1.1797752808988762,1.4137931034482758
66068,3405,2018,9,0,1,0,0,2,27,6,3,1,0,0,0,0,0,0,0,2,0,1,1,0,1,0,0,4,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.33333333333333304,0.666666666666667,0.33333333333333304,1.0,0.5,0.5,3.0
66098,2215,2017,10,0,1,0,0,3,14,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.25,0.25,0.25,0.5,0.0,0.25,1.0
66138,12039,18149,69,28,4,2,1,598,3105,789,750,172,31,4,9,8,4,7,6,23,0,3,144,13,2,0,4,71,59,4,3,4,0,4,3,3,1,4,6,19,13,0,6,13,0,13,2.089472558777586,2.309967568548599,2.892634420070719,5.202601988619315,56.34782608695651,2.4328358208955256,1.3350253807106598
66145,73053,48435,158,39,78,0,12,872,4931,1296,1132,330,63,9,36,13,7,13,9,122,5,20,175,33,24,2,3,203,187,10,14,15,0,14,10,15,15,14,10,59,58,0,21,81,0,15,7.091297259173628,9.027263725878237,10.897925790213117,19.92518951609135,34.426229508196805,7.587096774193534,1.4210526315789473
66154,1283,8064,22,13,0,0,0,190,1224,314,258,71,6,1,8,6,1,3,4,42,0,7,34,9,13,0,2,53,39,1,3,0,0,1,1,0,2,3,2,5,8,0,3,8,0,2,1.406598826383227,1.760702360558636,2.604581003439593,4.36528336399823,3.23809523809524,1.145454545454544,1.4811320754716981
66160,16058,16138,52,2,13,0,0,54,373,95,76,27,4,2,3,3,0,0,2,14,0,3,9,2,3,1,0,17,17,4,2,1,0,3,1,1,2,0,1,4,11,0,2,13,0,0,3.176158645276293,3.844582668793195,4.983645276292335,8.828227945085528,5.142857142857143,2.9090909090909127,1.532258064516129
66201,5399,12097,45,0,26,0,0,73,429,106,98,34,3,1,1,4,0,0,2,3,0,3,18,6,0,0,0,17,16,3,3,2,5,5,2,0,0,2,4,18,8,0,0,23,0,3,2.4475,2.662388591800357,3.736666666666667,6.399055258467024,36.0,2.444444444444442,1.3766233766233766
66226,13760,24197,87,47,0,1,0,802,4683,1131,1006,249,38,3,32,17,11,15,6,92,0,12,211,17,14,3,3,130,121,6,5,5,7,3,4,0,8,5,4,25,22,0,12,14,0,21,2.9568596166010943,3.7558183864146897,4.732026268389529,8.487844654804219,27.521739130434838,3.3862158647594267,1.4940554821664465
66291,81448,48441,157,60,42,1,2,1178,6631,1748,1523,425,76,12,32,36,17,12,19,168,2,26,253,34,19,3,6,220,207,12,14,11,11,14,10,0,9,10,11,45,57,0,15,54,0,33,7.039546398239915,8.735139291239628,10.654103054450633,19.38924234569025,36.14285714285712,7.503579952267297,1.4339622641509433
66305,6974,4037,13,0,4,0,0,14,123,25,18,5,0,0,0,0,0,0,0,6,0,1,1,1,1,0,0,6,6,0,3,0,0,1,0,0,0,0,0,1,3,0,1,2,1,0,0.5,0.948717948717948,0.5,1.4487179487179531,0.333333333333334,0.588235294117648,1.4705882352941178
66309,1507,2017,5,0,3,0,0,22,143,38,32,15,5,0,0,0,2,1,1,1,0,3,4,1,0,0,0,7,6,0,1,1,0,0,0,0,1,0,0,2,1,0,0,3,0,0,0.46875,0.5135135135135129,0.625,1.13851351351351,4.0,0.517241379310345,1.4074074074074074
66323,1003,6048,15,12,0,0,0,186,1194,271,221,50,7,0,6,9,10,3,3,42,0,2,46,1,0,0,1,29,26,1,0,3,0,2,3,1,1,1,0,5,7,0,5,1,0,6,0.623693642708923,1.019164807008844,0.9579890586681761,1.9771538656770198,3.2857142857143,0.767441860465116,1.6325301204819278
66324,4189,10080,40,14,0,0,0,270,1425,385,361,108,17,0,13,1,4,1,1,20,0,2,61,9,3,1,0,56,52,1,2,1,1,1,2,1,2,3,0,7,7,0,3,5,0,6,1.424096983715433,1.6570795870795871,1.9606340519118144,3.617713638991401,15.25,1.649305555555555,1.3461538461538463
66359,1012,2016,9,0,1,0,0,1,16,3,1,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.666666666666667,0.0,0.666666666666667,0.5,0.0,inf
66402,935,6048,15,12,0,0,0,213,1161,325,270,72,16,2,10,13,2,3,2,47,0,3,59,9,4,1,0,48,45,3,2,0,1,2,1,1,1,0,1,8,4,0,4,4,0,4,0.752357659086902,1.0825768434464083,1.191036488630354,2.273613332076763,3.7659574468085095,0.9162561576354691,1.6331658291457287
66423,3605,8064,34,13,0,0,0,206,1331,330,292,92,14,0,13,5,3,3,1,33,0,1,56,4,1,4,0,66,58,1,1,2,2,0,1,1,2,0,3,9,4,0,6,5,0,2,1.2079853621665468,1.505805958747135,1.965853658536585,3.471659617283719,6.7878787878788,1.4107142857142843,1.4864864864864864
66440,138,2016,4,3,0,0,0,37,256,66,51,20,4,0,1,2,2,0,3,12,0,0,5,2,2,0,0,14,11,0,0,1,0,1,0,1,0,0,0,0,3,0,3,0,0,0,0.3921568627450979,0.484848484848485,0.529411764705882,1.01426024955437,0.4166666666666671,0.3958333333333329,1.5714285714285714
66444,4186,2019,6,1,0,0,0,9,65,14,11,2,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.18181818181818202,0.3571428571428571,0.18181818181818202,0.5389610389610391,1.0,0.25,1.75
66446,974,4032,12,2,0,0,0,24,152,40,35,16,5,0,2,1,0,2,1,1,0,1,7,1,0,0,0,10,10,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0.88,0.9166666666666671,1.44,2.35666666666667,14.0,1.0370370370370359,1.6
66451,56581,42373,136,11,138,0,23,640,3976,999,849,238,52,4,22,19,3,8,5,123,3,14,222,17,21,1,0,152,146,14,16,18,20,20,15,12,15,0,19,76,73,0,18,117,9,5,5.59319241829277,7.797679909282565,9.019879533507662,16.817559442790227,37.90243902439029,7.436065573770494,1.665
66492,39730,32282,99,0,85,0,2,272,1712,441,364,111,17,1,10,9,1,3,4,58,2,12,71,15,12,0,1,61,53,9,8,8,12,11,7,12,9,0,9,43,42,0,7,76,0,2,4.58397139056654,6.028333531261447,7.279471052543274,13.307804583804726,19.586206896551683,5.630662020905921,1.5806451612903225
66493,8414,16131,54,0,38,0,0,126,811,207,173,59,6,0,5,5,1,2,1,29,0,2,26,8,3,0,0,35,30,3,3,3,6,2,5,3,4,0,9,21,17,0,1,37,0,0,3.3653253160653698,3.8910922955040608,4.357759875972179,8.24885217147624,7.172413793103446,3.020979020979024,1.4680851063829787
66565,1701,4032,17,0,6,0,0,11,73,16,14,5,1,0,2,1,0,0,0,2,0,0,3,1,2,0,0,3,3,0,0,1,1,0,0,1,0,1,2,4,2,0,0,6,0,0,0.65,0.854545454545455,1.8,2.65454545454545,3.0,0.6666666666666661,1.7777777777777777
66609,48173,28258,97,3,96,0,28,342,1873,484,424,101,17,2,9,6,5,7,4,47,2,2,120,6,4,0,0,49,46,12,0,10,8,12,14,9,12,12,10,45,54,1,6,87,3,2,3.689145836254158,4.975572428660071,5.633586769143682,10.609159197803768,35.744680851063805,4.307692307692312,1.6632302405498283
66628,3755,14112,49,29,1,0,0,456,2819,705,614,188,30,1,16,15,8,9,9,68,0,5,125,16,5,1,3,104,89,4,0,3,3,3,3,4,4,4,2,13,17,0,13,7,0,10,2.168194223869459,2.6175588745248017,2.9885813632719382,5.606140237796737,12.86764705882355,2.497925311203322,1.519396551724138
66630,4786,2020,5,0,10,0,0,27,193,53,41,16,4,2,1,0,0,0,1,10,1,1,7,1,0,0,0,17,17,1,0,1,2,2,0,1,0,2,1,6,4,0,0,10,0,0,0.390243902439024,0.5094339622641509,0.658536585365854,1.16797054763,0.7,0.44117647058823495,1.65625
66643,39733,46392,153,90,0,5,0,1747,9366,2475,2280,641,101,7,53,31,25,24,23,132,3,15,425,45,18,1,1,273,245,14,0,10,8,9,9,7,11,13,9,38,52,0,20,24,0,46,6.420297850029264,7.249799470865583,9.288573939959226,16.53837341082481,74.0530303030303,7.410410958904117,1.391231028667791
66659,2124,6049,17,4,6,0,0,61,335,93,82,25,8,0,3,3,0,1,0,8,1,2,6,2,0,0,0,16,15,0,0,0,2,3,0,2,1,1,1,5,5,0,3,6,0,1,1.065860215053764,1.292270531400966,1.717741935483871,3.010012466884837,2.25,0.9041095890410971,1.273972602739726
66660,9392,10085,40,0,9,0,0,23,210,48,38,16,1,0,1,1,0,0,1,9,1,0,8,0,1,0,0,11,10,1,0,2,1,1,0,0,1,2,1,3,6,0,0,9,0,0,2.0935672514619883,2.932900432900433,2.41812865497076,5.3510290878712,4.4444444444444455,2.5,1.7142857142857142
66663,5155,2020,7,0,2,0,0,8,60,12,10,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0.2,0.33333333333333304,0.2,0.5333333333333329,0.0,0.2,1.2
66741,34457,32279,103,39,26,0,1,649,3668,972,855,269,55,1,27,15,11,9,12,67,0,29,115,30,7,0,2,151,138,0,7,6,9,5,7,6,9,8,8,36,29,0,11,43,0,11,5.088678521659887,6.750365871382839,7.553304308770146,14.303670180152977,27.46268656716416,5.340689655172416,1.3865905848787448
66742,3096,8064,34,8,9,0,0,124,744,194,169,54,9,0,5,7,5,2,1,17,0,5,36,0,2,0,0,32,29,0,1,3,3,1,1,1,4,2,1,8,9,0,5,9,1,2,1.236926307864523,1.545921299554305,1.707108680792891,3.2530299803472,8.47058823529412,1.51937984496124,1.5275590551181102
66748,527,6048,15,8,1,0,0,86,670,157,117,37,1,2,4,11,1,3,2,34,0,1,23,2,6,0,2,37,30,0,1,1,1,1,2,0,0,1,2,6,3,0,2,5,0,2,1.3748079877112138,1.8785714285714288,1.705069124423963,3.58364055299539,2.029411764705882,1.0760869565217388,1.7840909090909092
66750,3449,10080,40,15,5,0,0,252,1515,393,339,106,14,0,7,5,1,3,1,40,0,10,60,9,4,0,0,62,60,0,1,1,3,4,3,4,2,1,1,11,9,0,4,9,0,7,1.458577341212894,1.901538372630606,1.9441253096023172,3.845663682232921,7.5,1.8131868131868152,1.4501845018450183
66801,3280,4034,12,0,5,0,0,16,149,32,24,10,5,0,0,0,0,2,0,5,0,1,6,0,1,0,0,7,7,0,0,1,1,1,1,1,0,0,0,2,3,0,0,5,0,0,0.8,1.0,1.222222222222223,2.222222222222226,2.4,1.111111111111112,1.7777777777777777
66825,3555,8064,34,9,8,0,1,145,956,232,199,66,7,0,5,9,8,1,1,30,0,1,40,7,3,1,3,46,36,3,2,1,4,1,2,1,0,1,2,7,10,0,6,9,0,2,1.000337381916329,2.226025756214435,1.348335582546109,3.5743613387605446,5.33333333333332,1.574193548387096,1.5163398692810457
66858,5333,4035,17,0,4,0,0,17,87,26,23,8,0,0,2,1,0,0,0,2,0,1,4,1,3,0,0,4,4,0,2,0,0,0,1,1,0,0,0,1,3,0,0,4,0,0,0.6846153846153851,0.8303030303030311,1.215384615384615,2.045687645687644,4.0,0.7058823529411759,1.5294117647058822
66859,56443,46405,147,10,118,0,15,512,2987,781,678,198,35,6,21,19,8,10,6,71,6,16,117,15,11,2,1,118,110,11,11,17,16,18,13,11,0,15,16,66,62,0,12,99,6,11,6.241969819903178,8.324236494244616,10.053507432865347,18.37774392710995,37.90140845070417,7.456043956043951,1.4625468164794007
66920,72698,46417,161,29,46,0,2,592,3577,879,755,206,41,3,25,13,9,4,10,99,1,11,146,12,12,1,1,115,110,8,11,10,5,6,0,11,5,6,13,38,37,0,4,63,1,7,6.655714839745366,8.528137043306666,11.382066714565868,19.910203757872537,33.91919191919181,7.008417508417518,1.5313588850174216
66928,2213,10080,30,0,32,0,5,101,615,158,135,37,7,2,4,2,1,2,0,18,0,3,33,3,2,0,0,31,26,3,4,3,2,4,0,5,2,5,4,15,17,0,3,28,0,1,1.426139136314196,2.023545597484276,2.248780021753829,4.272325619238105,9.16666666666665,1.6836734693877553,1.6122448979591837
66960,38134,36311,123,20,42,0,1,430,2707,683,565,176,26,3,22,12,4,10,10,88,0,10,101,21,12,0,1,115,110,7,8,3,3,6,0,9,10,5,11,32,30,0,11,45,0,6,5.917454626641521,7.951981968306779,9.40462560101309,17.356607569319866,20.65909090909086,6.132743362831861,1.5810185185185186
66990,1233,4032,14,1,1,0,0,19,123,31,28,10,3,0,0,0,0,0,0,3,0,0,4,0,1,0,0,5,4,1,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0.684491978609626,0.8403361344537819,0.8609625668449199,1.7012987012987009,2.66666666666666,0.8333333333333341,1.2916666666666667
67008,33453,16153,47,8,44,0,0,282,1617,433,376,102,19,1,13,7,1,3,5,42,3,7,63,8,7,0,0,59,48,8,6,0,5,4,10,6,4,6,3,28,24,1,5,24,18,4,2.213277313587873,2.793498936935598,3.6842751727456697,6.47777410968126,12.0,2.3344262295082,1.4677966101694915
67033,13273,16136,52,28,0,1,0,495,2693,743,657,200,33,3,18,13,10,7,5,60,0,13,99,22,10,1,1,106,86,2,4,0,2,1,3,2,4,5,5,13,15,0,15,9,0,4,2.2738686657167837,2.8194260839731693,3.2366193246096886,6.056045408582853,13.200000000000001,2.67155963302752,1.388785046728972
67045,10155,4040,13,4,2,0,0,75,401,109,100,30,3,0,3,0,0,0,0,9,0,0,7,2,0,0,0,15,15,1,2,0,1,0,1,0,1,0,0,1,5,0,1,5,0,0,0.6,0.714622641509434,0.84,1.554622641509434,1.5555555555555558,0.6,1.211111111111111
67048,12627,6057,20,2,7,0,0,36,213,55,46,12,4,0,3,1,0,0,1,8,0,0,9,0,0,0,0,13,13,2,0,0,1,1,0,1,1,2,1,5,4,0,2,7,0,0,0.6564102564102561,0.861702127659574,1.687179487179487,2.548881614839062,3.375,0.7714285714285709,1.6666666666666667
67066,34705,24215,86,0,68,0,4,218,1281,337,293,92,13,2,7,11,3,4,2,30,3,8,45,7,3,0,0,45,40,6,10,0,8,9,5,6,7,10,7,35,33,1,5,59,1,2,3.351028104686641,4.3303513748990605,4.5705402998085916,8.900891674707653,18.0,4.197530864197536,1.4100418410041842
67116,3932,2019,5,0,3,0,0,15,101,24,21,6,1,0,2,1,0,0,0,3,0,0,4,0,1,0,0,3,3,0,0,0,0,0,0,2,0,0,1,0,3,0,0,3,0,0,0.28571428571428603,0.375,0.6190476190476191,0.994047619047619,1.33333333333333,0.266666666666667,1.6
67119,70163,44401,146,0,152,0,6,503,2855,743,638,155,26,4,16,9,3,5,8,80,4,12,146,14,7,1,1,84,74,15,12,23,0,17,17,14,18,21,15,70,82,0,7,98,36,11,5.58048645533349,7.472897311313178,8.256441126725797,15.729338438038978,40.150000000000006,6.318181818181814,1.5876068376068375
67122,6097,4036,15,0,2,0,0,5,48,8,7,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,0,0.5,0.75,1.25,2.0,2.0,0.4,1.6
67143,14476,12105,44,3,6,0,0,53,390,88,69,19,3,0,0,3,1,0,1,15,0,3,12,2,1,0,0,14,14,2,2,0,0,0,1,0,1,2,1,4,5,0,2,7,0,0,1.760769230769231,2.337254901960784,2.0407692307692313,4.378024132730014,4.8,1.965517241379312,1.5714285714285714
67246,14660,12105,45,2,38,0,5,139,813,205,183,56,4,2,2,1,3,2,1,12,0,7,39,3,1,1,0,23,22,6,5,6,4,3,2,0,5,4,5,20,20,0,1,36,0,3,1.8785955499076317,2.23509002116597,2.1475637450433593,4.382653766209331,19.5,2.265734265734268,1.4539007092198581
67259,15175,6060,18,0,4,0,0,17,112,30,27,12,3,0,2,0,0,0,1,2,0,0,0,1,0,0,0,9,6,0,0,1,0,2,1,0,0,0,0,1,3,0,0,4,0,0,1.421052631578947,1.354761904761904,2.578947368421053,3.933709273182953,0.0,1.153846153846155,1.25
67263,50203,24228,81,5,60,0,4,308,1796,452,404,116,26,2,8,2,3,4,6,26,1,12,72,9,1,0,1,51,45,5,5,7,9,8,9,0,9,6,7,28,37,0,2,58,1,4,3.806403099321414,4.5545445972791505,5.377120465442187,9.931665062721333,33.23076923076924,3.9272727272727246,1.421383647798742
67266,70774,42387,126,3,171,0,32,541,2972,803,705,205,37,2,13,17,3,8,6,61,8,23,139,26,6,1,3,95,86,17,21,15,22,24,22,0,17,22,14,86,88,0,9,152,6,7,6.325471918087779,7.758209759165285,8.72501473843616,16.483224497601455,47.85245901639335,7.212880143112709,1.4680073126142597
67312,1342,2017,4,2,1,0,0,24,171,43,40,17,7,0,2,2,1,0,0,2,0,1,6,0,0,1,0,14,14,0,1,0,1,0,0,1,0,0,0,1,2,0,2,1,0,0,0.425,0.465116279069767,0.75,1.21511627906977,3.0,0.46875,1.34375
67313,72808,44402,141,88,1,2,1,1588,8327,2234,2036,529,83,9,44,22,8,14,7,132,1,45,428,59,21,1,8,239,218,8,9,6,16,13,13,7,6,11,0,43,46,0,19,35,0,35,5.58584253409649,6.913535350854402,8.01246867048782,14.926004021342223,71.33333333333329,6.791852323360916,1.4348105330764291
