"year","month","T_ID","P_ID","PA","AB","RBI","RUN","HIT","H2","H3","HR","SB","CS","SH","SF","BB","IB","HP","KK","GD","ERR","LOB","P_AB_CN","P_HIT_CN","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","BAT_ORDER","HOME","AWAY","VISIT_G","HOME_G"
2018,5,"SS",61404,105,95,14,17,25,2,0,3,1,1,1,1,7,1,1,6,3,0,11,21,9,2,2,6,3,3,0,3,3,0,3,2,16,9,9,16
2018,5,"SS",62404,77,67,9,17,28,5,2,1,3,0,0,1,9,0,0,9,1,0,21,17,6,0,2,6,3,2,0,3,0,0,2,3,10,8,9,16
2018,5,"SS",62409,20,19,2,3,6,0,1,0,1,1,0,0,1,0,0,8,0,0,3,4,2,2,1,3,1,0,0,3,3,0,1,7,7,7,9,16
2018,5,"SS",62415,112,103,11,16,34,4,0,3,4,4,1,1,6,0,1,10,2,1,21,22,6,2,2,6,3,3,0,3,3,0,3,1,16,9,9,16
2018,5,"SS",64266,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,1,0,9,16
2018,5,"SS",64407,7,6,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,3,0,0,0,0,0,3,0,2,0,0,0,9,3,2,9,16
2018,5,"SS",64469,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,9,16
2018,5,"SS",64610,53,50,4,6,16,3,1,0,0,2,1,0,1,0,1,5,1,0,13,12,2,2,2,6,2,2,0,2,2,0,3,8,13,8,9,16
2018,5,"SS",65412,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,9,16
2018,5,"SS",66462,52,44,5,5,9,1,0,0,3,1,2,2,4,0,0,6,0,1,11,15,2,2,1,3,3,3,0,3,3,0,3,9,13,8,9,16
2018,5,"SS",67450,103,86,19,18,28,10,0,3,1,0,0,3,10,0,4,21,2,1,19,24,6,2,2,6,3,3,0,3,3,0,3,4,16,9,9,16
2018,5,"SS",71432,81,72,14,8,23,4,0,2,3,0,2,0,7,1,0,17,4,0,17,21,8,2,2,6,3,3,0,3,0,0,3,7,13,9,9,16
2018,5,"SS",72456,66,58,4,4,12,4,0,0,2,0,4,0,2,0,2,9,4,0,13,15,3,2,2,5,3,3,0,2,3,0,1,8,16,5,9,16
2018,5,"SS",72466,8,8,1,3,3,0,0,1,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,3,0,2,0,0,0,0,0,8,5,0,9,16
2018,5,"SS",74540,85,71,21,13,22,5,0,8,0,0,0,4,7,1,3,15,0,2,13,18,4,2,1,6,3,3,0,2,3,0,3,6,15,8,9,16
2018,5,"SS",75566,101,90,17,17,27,7,0,4,0,0,0,0,11,0,0,21,2,1,21,28,9,2,1,6,3,3,0,3,3,0,3,3,15,9,9,16
2018,5,"SS",79402,58,53,5,7,15,3,0,0,1,3,0,0,3,0,2,7,1,2,8,11,3,2,1,6,2,0,0,0,3,0,0,2,11,3,9,16
2018,5,"SS",79456,21,21,3,2,7,2,0,0,0,0,0,0,0,0,0,2,0,1,5,7,3,0,2,3,2,1,0,2,0,0,2,5,7,5,9,16
2018,5,"SS",79465,16,13,1,1,3,1,0,0,0,0,1,0,2,0,0,5,1,0,4,4,2,1,2,0,2,1,0,0,3,0,0,1,9,0,9,16
2018,5,"WO",61353,11,11,2,2,2,0,0,0,0,0,0,0,0,0,0,5,0,0,1,5,2,0,0,0,0,0,3,0,0,0,0,5,0,3,13,12
2018,5,"WO",61366,8,8,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,3,0,3,1,0,0,0,0,2,0,0,0,3,4,2,13,12
2018,5,"WO",62332,31,25,2,3,6,1,0,0,0,0,1,0,4,0,1,9,0,0,11,7,2,1,5,2,0,3,1,0,3,1,0,9,7,9,13,12
2018,5,"WO",62353,12,11,1,1,1,0,0,1,0,0,0,0,0,0,1,3,0,0,4,4,0,0,3,0,0,2,0,0,3,2,0,3,6,4,13,12
2018,5,"WO",62356,114,101,20,14,38,3,0,1,4,3,0,1,10,0,2,24,0,1,26,23,13,3,6,2,0,3,3,2,3,3,0,1,12,13,13,12
2018,5,"WO",64300,62,60,17,16,25,3,1,5,2,0,0,1,1,0,0,2,0,2,9,18,6,3,3,2,0,1,3,2,0,0,0,4,4,10,13,12
2018,5,"WO",64346,111,106,13,21,31,9,1,4,7,0,0,0,5,1,0,27,3,2,17,24,6,3,6,2,0,3,3,2,3,3,0,2,12,13,13,12
2018,5,"WO",65357,73,69,11,7,19,3,0,1,1,2,1,0,3,0,0,20,0,1,15,20,7,3,6,2,0,3,0,2,3,3,0,7,12,10,13,12
2018,5,"WO",65399,8,8,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,1,0,1,0,0,2,0,0,3,2,0,5,5,3,13,12
2018,5,"WO",66354,8,7,1,1,2,0,0,1,0,0,0,0,0,0,1,2,0,0,3,1,0,0,3,0,0,1,0,0,1,0,0,9,1,4,13,12
2018,5,"WO",67304,93,87,8,17,25,4,4,1,7,1,0,1,4,0,1,18,1,3,14,26,7,3,6,2,0,3,3,2,3,3,0,8,12,13,13,12
2018,5,"WO",67341,56,49,7,7,17,4,0,1,1,0,0,1,4,1,2,6,1,1,10,10,5,3,2,2,0,0,3,2,0,0,0,1,3,9,13,12
2018,5,"WO",67394,86,80,10,10,22,4,0,4,1,0,0,0,3,0,3,15,1,0,22,19,3,3,6,0,0,3,0,2,3,3,0,4,12,8,13,12
2018,5,"WO",73342,90,74,17,13,22,6,0,2,0,0,2,0,13,0,1,12,2,1,14,21,10,3,6,2,0,3,3,1,3,3,0,3,12,12,13,12
2018,5,"WO",75125,31,22,9,6,8,0,0,5,0,0,0,0,7,1,2,4,0,0,8,9,2,0,3,0,0,3,0,0,3,1,0,4,4,6,13,12
2018,5,"WO",76746,8,7,1,1,2,0,0,0,0,0,0,1,0,0,0,4,0,0,1,2,0,0,0,2,0,0,2,0,0,0,0,3,0,4,13,12
2018,5,"WO",77564,63,54,7,7,20,4,0,2,1,0,1,1,7,0,0,7,2,0,16,12,3,3,5,1,0,3,1,0,3,3,0,6,12,7,13,12
2018,5,"WO",79300,11,11,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,3,0,3,2,2,0,2,3,1,1,3,0,7,9,8,13,12
2018,5,"WO",79334,83,74,11,14,21,5,0,4,1,0,0,0,7,0,2,19,0,1,12,19,4,3,5,2,0,2,3,2,3,3,0,5,11,12,13,12
2018,5,"WO",79365,55,50,12,13,16,1,0,5,0,0,0,0,5,0,0,8,0,1,7,16,6,3,2,2,0,0,2,2,1,3,0,9,8,7,13,12
2018,6,"HH",60100,78,71,4,8,20,8,1,1,0,0,0,0,5,0,2,16,1,1,12,17,3,0,0,0,5,5,3,3,2,3,3,6,12,12,12,14
2018,6,"HH",61554,51,44,7,6,10,2,0,1,3,2,1,1,3,0,2,12,2,0,13,11,3,0,0,0,5,4,3,3,3,3,2,6,14,9,12,14
2018,6,"HH",61700,93,81,15,18,31,5,1,3,2,0,0,0,11,0,1,16,3,1,24,18,7,0,0,0,6,3,3,3,3,3,3,2,14,10,12,14
2018,6,"HH",62700,78,73,6,12,15,1,0,1,5,3,0,0,5,0,0,20,1,4,10,19,4,0,0,0,6,5,3,3,3,3,2,7,14,11,12,14
2018,6,"HH",64717,43,42,8,6,12,0,0,2,0,0,0,0,1,0,0,11,1,0,5,12,4,0,0,0,5,3,2,3,1,1,1,8,9,7,12,14
2018,6,"HH",66704,6,6,0,4,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,1,2,1,3,4,3,12,14
2018,6,"HH",66706,22,17,0,1,5,2,0,0,1,2,0,0,3,0,2,2,0,0,7,4,1,0,0,0,0,1,2,3,0,2,3,3,6,5,12,14
2018,6,"HH",66710,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,1,0,12,14
2018,6,"HH",66716,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,9,0,1,12,14
2018,6,"HH",68730,111,103,29,14,32,11,0,7,4,2,0,2,6,2,0,23,1,0,23,38,14,0,0,0,6,5,3,3,3,3,3,4,14,12,12,14
2018,6,"HH",68743,58,51,3,8,8,1,1,0,5,1,1,0,6,0,0,12,0,1,5,16,3,0,0,0,6,5,3,3,3,2,2,7,13,11,12,14
2018,6,"HH",73136,108,98,20,13,28,5,0,8,1,1,1,1,6,0,2,35,2,2,15,24,6,0,0,0,6,5,3,3,3,3,3,3,14,12,12,14
2018,6,"HH",74163,119,95,5,22,21,2,0,0,11,2,1,1,19,0,3,10,3,0,20,16,5,0,0,0,6,5,3,3,3,3,3,1,14,12,12,14
2018,6,"HH",74729,13,12,1,2,3,1,0,1,0,0,0,0,1,0,0,6,0,0,0,2,0,0,0,0,3,1,0,0,1,0,0,6,1,4,12,14
2018,6,"HH",75808,21,19,7,1,8,3,0,1,1,0,0,0,2,0,0,3,0,0,8,5,3,0,0,0,2,3,0,0,0,0,0,2,0,5,12,14
2018,6,"HH",76753,93,85,14,12,26,4,0,5,2,0,0,0,8,0,0,19,1,2,18,32,5,0,0,0,5,3,3,3,3,3,3,3,14,9,12,14
2018,6,"HH",78288,55,47,4,5,11,2,0,0,1,0,1,0,5,0,2,12,0,0,12,15,4,0,0,0,5,4,3,3,3,3,3,9,12,12,12,14
2018,6,"HH",78756,24,24,1,4,3,1,0,0,0,0,0,0,0,0,0,7,0,0,1,9,0,0,0,0,3,3,3,1,0,1,0,3,5,6,12,14
2018,6,"HH",79705,23,21,4,3,4,1,0,0,0,0,0,0,1,0,1,7,0,0,4,8,4,0,0,0,3,0,0,0,3,0,2,7,3,5,12,14
2018,6,"HH",79764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,12,14
2018,6,"HT",60605,18,16,2,3,6,1,0,0,0,0,1,0,1,0,0,2,1,0,6,3,1,0,0,0,0,0,1,2,1,0,3,9,1,6,14,8
2018,6,"HT",60634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,2,14,8
2018,6,"HT",61666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,14,8
2018,6,"HT",61743,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,7,2,0,14,8
2018,6,"HT",62265,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,14,8
2018,6,"HT",62648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,1,14,8
2018,6,"HT",62754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,14,8
2018,6,"HT",62864,51,44,4,8,8,1,1,0,0,0,2,0,4,0,1,11,2,1,6,7,2,0,0,3,2,2,2,3,4,0,2,8,8,10,14,8
2018,6,"HT",62893,19,16,1,4,1,1,0,0,1,0,3,0,0,0,0,0,1,0,2,4,0,0,0,2,2,2,0,4,2,0,0,9,4,8,14,8
2018,6,"HT",62908,14,13,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,7,6,2,0,0,3,3,2,1,3,2,0,1,8,5,10,14,8
2018,6,"HT",63722,15,14,0,0,1,0,0,0,0,0,0,0,1,0,0,6,2,0,0,4,0,0,0,2,0,1,0,3,1,0,0,8,4,3,14,8
2018,6,"HT",64657,48,42,7,8,9,2,0,1,0,0,1,0,3,0,2,19,1,1,8,13,5,0,0,1,2,2,1,5,4,0,3,9,7,11,14,8
2018,6,"HT",65616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,1,14,8
2018,6,"HT",65618,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,2,14,8
2018,6,"HT",65643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,14,8
2018,6,"HT",66606,63,57,8,5,14,2,0,1,2,1,1,0,4,0,1,10,2,3,14,10,4,0,0,1,3,2,2,2,4,0,3,7,5,12,14,8
2018,6,"HT",66615,14,13,3,3,4,0,0,1,0,0,0,0,0,0,1,1,0,2,2,5,1,0,0,1,1,2,0,2,1,0,0,6,2,5,14,8
2018,6,"HT",66643,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,0,1,14,8
2018,6,"HT",66662,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,1,14,8
2018,6,"HT",67610,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,14,8
2018,6,"HT",67650,99,87,9,16,30,3,0,5,6,2,1,0,10,0,1,21,1,0,16,14,3,0,0,3,3,2,2,5,4,0,3,1,8,14,14,8
2018,6,"HT",70410,64,60,9,8,15,0,0,3,0,0,0,1,3,1,0,7,3,0,13,16,4,0,0,3,3,2,2,4,4,0,1,5,7,12,14,8
2018,6,"HT",70756,80,70,11,11,19,2,0,4,1,0,0,1,9,1,0,12,4,2,8,18,3,0,0,3,3,2,2,4,4,0,3,5,8,13,14,8
2018,6,"HT",72443,91,79,10,12,27,9,0,2,1,0,0,1,9,2,2,14,3,0,17,20,6,0,0,3,3,2,2,5,4,0,3,4,8,14,14,8
2018,6,"HT",76849,74,62,4,13,16,3,1,0,1,1,2,0,10,2,0,8,1,0,11,13,5,0,0,3,3,2,2,3,4,0,3,2,8,12,14,8
2018,6,"HT",78603,35,27,6,4,6,1,1,0,1,0,0,1,5,0,2,5,2,1,5,7,3,0,0,3,0,2,0,3,2,0,0,2,5,5,14,8
2018,6,"HT",78629,30,26,3,1,5,1,0,1,0,0,0,1,2,1,1,7,0,0,0,5,1,0,0,0,2,0,2,4,2,0,1,6,5,6,14,8
2018,6,"HT",78643,17,11,1,2,3,1,0,0,0,0,0,0,6,0,0,6,0,0,8,1,0,0,0,0,1,0,1,2,2,0,2,8,2,6,14,8
2018,6,"HT",79608,80,73,21,9,25,5,0,5,1,0,0,2,3,0,2,5,3,0,16,19,8,0,0,2,3,2,2,5,4,0,2,3,8,12,14,8
2018,6,"HT",99606,31,28,6,5,11,4,0,0,0,0,0,0,3,1,0,4,0,1,7,11,5,0,0,2,0,0,1,4,1,0,3,6,4,7,14,8
2018,6,"KT",60343,39,34,6,3,9,1,0,1,0,1,0,0,3,0,2,9,1,1,10,13,4,0,3,0,1,2,1,2,5,0,2,7,10,6,10,14
2018,6,"KT",60558,77,67,5,6,17,2,0,3,3,3,2,0,8,0,0,22,3,0,16,17,3,0,3,0,1,3,3,3,5,0,3,1,11,10,10,14
2018,6,"KT",61743,23,20,1,3,3,0,0,0,1,0,1,1,1,0,0,5,0,0,3,3,0,0,0,0,0,3,2,2,0,0,3,2,6,4,10,14
2018,6,"KT",63088,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,3,0,0,7,3,3,10,14
2018,6,"KT",63450,19,17,0,1,3,0,0,0,0,0,1,0,1,0,0,6,1,0,1,4,0,0,2,0,0,2,1,3,2,0,2,4,6,6,10,14
2018,6,"KT",64006,60,56,3,7,14,2,3,1,0,3,2,0,1,0,1,6,0,2,11,13,2,0,3,0,1,3,5,3,6,0,2,9,13,10,10,14
2018,6,"KT",64012,10,8,0,1,2,0,0,0,1,1,1,0,1,0,0,4,0,1,7,1,1,0,2,0,0,2,4,3,1,0,3,8,9,6,10,14
2018,6,"KT",64560,11,11,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,1,0,0,0,0,0,2,0,0,7,1,2,10,14
2018,6,"KT",65062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,10,14
2018,6,"KT",66052,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9,1,0,10,14
2018,6,"KT",67025,103,88,11,12,21,5,0,4,3,3,1,1,12,1,1,24,3,1,20,21,6,0,3,0,1,3,5,3,6,0,3,2,14,10,10,14
2018,6,"KT",67066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,10,14
2018,6,"KT",68050,93,85,11,13,28,4,0,5,1,1,0,1,5,0,2,18,0,1,13,15,2,0,3,0,1,3,5,3,5,0,3,1,14,9,10,14
2018,6,"KT",68067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,1,10,14
2018,6,"KT",70553,44,38,0,2,5,2,0,0,1,0,2,0,3,0,1,11,1,1,5,9,0,0,2,0,1,2,3,3,4,0,2,8,8,9,10,14
2018,6,"KT",73113,82,71,6,9,16,2,0,2,1,0,0,0,8,0,3,19,3,1,19,14,3,0,2,0,1,3,5,3,5,0,3,6,13,9,10,14
2018,6,"KT",74215,87,78,12,12,31,5,0,5,1,0,0,0,9,1,0,11,0,1,19,14,6,0,3,0,1,3,3,3,6,0,3,5,14,8,10,14
2018,6,"KT",74339,63,58,6,6,17,2,1,1,0,0,0,0,4,1,1,10,1,0,11,12,2,0,0,0,1,3,5,3,3,0,2,3,10,7,10,14
2018,6,"KT",75149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,10,14
2018,6,"KT",76313,79,77,15,8,14,3,0,3,2,1,0,0,2,0,0,25,1,2,10,28,6,0,3,0,1,3,4,2,6,0,3,4,14,8,10,14
2018,6,"KT",77462,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,3,0,0,0,0,0,1,0,0,8,3,1,10,14
2018,6,"KT",78548,54,51,7,4,11,1,0,2,0,0,0,0,3,0,0,13,2,1,6,14,3,0,2,0,1,3,4,3,4,0,3,7,11,9,10,14
2018,6,"KT",78753,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,10,14
2018,6,"KT",99810,30,27,4,3,7,3,0,1,0,0,0,0,3,0,0,3,0,0,2,10,2,0,2,0,1,2,5,3,3,0,1,8,10,7,10,14
2018,6,"LG",61102,73,66,8,7,18,5,0,2,0,0,0,0,4,0,3,12,4,0,15,17,4,5,3,1,0,2,3,0,2,3,3,8,11,11,11,13
2018,6,"LG",61114,12,11,0,0,2,0,0,0,0,0,0,0,1,0,0,5,0,0,1,1,0,1,0,0,0,3,2,0,1,3,0,7,4,6,11,13
2018,6,"LG",61186,85,78,4,12,26,4,0,0,4,2,0,0,7,1,0,15,1,0,16,20,4,6,3,1,0,3,3,0,2,3,3,6,13,11,11,13
2018,6,"LG",62164,10,9,1,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0,2,1,1,0,2,0,0,1,0,0,1,4,3,11,13
2018,6,"LG",64153,86,79,16,7,20,6,0,4,1,0,0,0,4,0,3,26,1,3,15,25,7,6,3,1,0,3,3,0,2,3,3,7,13,11,11,13
2018,6,"LG",68119,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,1,3,1,11,13
2018,6,"LG",71842,19,15,0,1,1,0,0,0,0,0,0,0,2,0,2,8,0,0,2,3,0,2,2,0,0,3,1,0,1,2,0,8,6,5,11,13
2018,6,"LG",72133,109,95,16,19,34,8,0,2,1,1,0,2,12,0,0,16,9,0,23,19,7,6,3,1,0,3,3,0,2,3,3,3,13,11,11,13
2018,6,"LG",74823,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,1,0,0,2,1,1,3,3,11,13
2018,6,"LG",76290,102,93,25,19,28,8,0,5,0,1,0,4,4,0,1,13,1,2,11,28,10,6,3,1,0,3,3,0,2,3,3,4,13,11,11,13
2018,6,"LG",78135,103,100,10,17,32,4,0,4,2,1,0,0,2,0,1,19,1,0,18,20,6,6,3,1,0,3,3,0,2,3,3,1,13,11,11,13
2018,6,"LG",78217,21,17,1,6,3,0,0,0,4,0,1,0,3,0,0,4,1,0,9,4,0,4,3,1,0,3,2,0,1,3,3,7,12,8,11,13
2018,6,"LG",79109,109,85,15,17,24,4,1,2,2,1,2,3,17,0,2,25,1,5,13,11,8,6,3,1,0,3,3,0,2,3,3,2,13,11,11,13
2018,6,"LG",79150,89,80,13,15,20,4,1,3,6,1,1,0,7,0,1,22,6,4,12,23,8,6,3,1,0,3,3,0,2,3,3,9,13,11,11,13
2018,6,"LG",79192,87,77,17,7,24,3,0,4,0,1,0,1,7,0,2,17,1,0,21,17,8,5,3,1,0,2,3,0,2,3,3,5,11,11,11,13
2018,6,"LG",79198,12,10,2,4,2,1,0,0,0,1,1,0,1,0,0,2,0,1,3,5,1,4,3,1,0,3,1,0,2,3,3,6,12,8,11,13
2018,6,"LT",60523,57,49,2,9,13,2,0,1,0,0,0,0,7,1,1,7,0,0,14,12,1,5,2,3,3,0,3,0,2,1,2,2,8,13,14,11
2018,6,"LT",61204,32,28,4,3,5,1,0,1,0,0,1,1,2,0,0,7,1,1,3,7,2,2,0,2,3,0,0,0,0,0,2,8,2,7,14,11
2018,6,"LT",61591,33,29,4,2,9,2,0,0,0,0,2,0,1,0,1,8,0,2,10,10,2,2,1,3,3,0,3,0,3,2,3,9,6,14,14,11
2018,6,"LT",62556,98,83,19,14,28,9,1,2,0,1,4,1,9,0,1,17,2,7,21,23,8,5,2,3,3,0,3,0,3,3,3,7,11,14,14,11
2018,6,"LT",63543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,14,11
2018,6,"LT",63593,12,11,0,2,2,0,0,0,0,0,0,0,1,0,0,2,1,0,3,1,0,3,1,0,0,0,3,0,0,0,0,1,4,3,14,11
2018,6,"LT",66508,27,22,0,3,7,0,0,0,3,0,0,0,4,0,1,7,0,0,11,5,2,4,1,3,3,0,2,0,3,1,2,2,7,12,14,11
2018,6,"LT",67454,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,14,11
2018,6,"LT",67539,57,51,3,3,9,1,0,0,0,0,3,0,3,0,0,23,1,1,11,14,2,5,2,3,2,0,2,0,3,3,3,9,11,12,14,11
2018,6,"LT",67588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,14,11
2018,6,"LT",67598,106,96,28,27,37,6,0,12,0,0,0,0,9,1,1,24,1,6,20,21,10,5,2,3,3,0,3,0,3,3,3,6,11,14,14,11
2018,6,"LT",68525,32,27,8,6,8,2,0,2,0,1,0,0,4,0,1,7,0,0,5,10,3,3,2,0,0,0,3,0,0,1,0,8,6,3,14,11
2018,6,"LT",71564,115,99,22,20,29,1,0,9,0,0,0,0,12,2,4,8,3,0,24,29,6,5,2,3,3,0,3,0,3,3,3,4,11,14,14,11
2018,6,"LT",72546,31,29,6,5,6,1,0,1,0,0,1,1,0,0,0,4,1,0,3,9,2,2,2,1,0,0,3,0,3,2,0,7,6,7,14,11
2018,6,"LT",75321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,1,14,11
2018,6,"LT",76100,64,55,13,8,13,2,0,3,0,0,0,0,8,1,1,16,1,0,5,16,5,5,2,3,3,0,3,0,3,3,3,5,11,14,14,11
2018,6,"LT",76249,85,72,10,14,19,6,0,5,2,1,0,1,10,3,2,12,1,0,17,12,3,2,1,3,3,0,0,0,3,3,3,5,7,11,14,11
2018,6,"LT",77318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,14,11
2018,6,"LT",77463,71,63,16,9,17,1,0,4,0,0,0,3,5,1,0,17,1,0,9,17,6,4,2,3,3,0,3,0,3,3,3,3,10,14,14,11
2018,6,"LT",77532,111,97,13,24,35,4,1,4,6,0,0,0,13,0,1,19,3,0,28,21,6,5,2,3,3,0,3,0,3,3,3,3,11,14,14,11
2018,6,"LT",78513,113,104,18,19,35,6,0,9,2,2,0,1,6,0,2,12,1,1,13,19,6,5,2,3,3,0,3,0,3,3,3,1,11,14,14,11
2018,6,"LT",78566,19,17,1,6,4,1,0,1,1,0,0,0,2,0,0,5,0,2,1,4,0,1,0,3,2,0,0,0,2,1,3,9,4,8,14,11
2018,6,"LT",79356,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,14,11
2018,6,"NC",60566,38,35,2,6,9,0,0,0,3,1,1,0,1,0,1,3,4,0,8,5,1,2,2,4,2,2,0,6,0,3,0,1,15,6,7,18
2018,6,"NC",62016,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,7,18
2018,6,"NC",62025,26,23,5,2,7,2,0,1,0,0,0,0,3,0,0,4,1,1,8,10,2,0,0,0,0,3,0,2,0,3,0,2,6,2,7,18
2018,6,"NC",62537,22,21,2,1,2,0,0,1,0,0,0,0,1,0,0,6,0,2,2,4,1,3,1,4,0,0,0,4,0,0,0,8,9,3,7,18
2018,6,"NC",62907,82,74,5,9,28,6,0,1,5,2,0,0,5,0,3,8,0,0,23,15,6,3,2,5,3,3,0,3,0,3,0,1,16,6,7,18
2018,6,"NC",62917,4,4,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,1,0,0,0,2,0,9,3,0,7,18
2018,6,"NC",62921,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,6,2,0,7,18
2018,6,"NC",62925,28,27,1,1,8,2,0,0,0,0,0,1,0,0,0,7,0,0,6,6,0,2,0,3,0,2,0,3,0,3,0,6,11,2,7,18
2018,6,"NC",62929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0,7,18
2018,6,"NC",62931,84,74,7,8,18,5,1,0,1,3,0,0,9,0,1,20,3,1,14,17,5,3,2,5,3,3,0,5,0,3,0,2,17,7,7,18
2018,6,"NC",62934,66,60,15,9,18,3,0,5,3,1,0,1,5,0,0,14,4,0,13,14,3,3,2,5,3,2,0,5,0,0,0,7,14,6,7,18
