"year","month","P_ID","T_ID","PA","AB","HIT","H2","H3","HR","BB","HP","KK","BK","AVG","VS_T_ID_HH","VS_T_ID_HT","VS_T_ID_KT","VS_T_ID_LG","VS_T_ID_LT","VS_T_ID_NC","VS_T_ID_OB","VS_T_ID_SK","VS_T_ID_SS","VS_T_ID_WO","H_A_AWAY","H_A_HOME"
2020,9,65392,"WO",11,8,6,3,0,0,3,0,1,0,0.75,4,4,2,2,2,2,5,4,2,0,13,14
2020,9,67365,"WO",29,25,6,0,0,0,4,0,4,0,0.24,4,4,2,2,2,2,5,4,2,0,13,14
2020,9,69839,"SK",31,21,6,0,0,1,9,1,5,0,0.286,2,2,5,3,2,4,2,0,2,4,17,9
2020,9,50859,"SK",24,18,6,0,0,1,5,1,3,0,0.333,2,2,5,3,2,4,2,0,2,4,17,9
2020,9,99817,"LG",29,26,6,3,1,0,3,0,5,0,0.231,2,1,2,0,6,4,2,3,2,2,12,12
2020,9,61145,"LG",20,15,6,1,0,1,3,2,3,0,0.4,2,1,2,0,6,4,2,3,2,2,12,12
2020,9,79140,"LG",32,30,6,2,0,0,2,0,10,0,0.2,2,1,2,0,6,4,2,3,2,2,12,12
2020,9,62146,"LG",24,20,6,0,0,0,4,0,3,0,0.3,2,1,2,0,6,4,2,3,2,2,12,12
2020,9,75340,"KT",33,28,6,0,0,0,4,1,7,0,0.214,2,2,0,2,3,2,4,5,4,2,12,14
2020,9,65060,"KT",28,25,6,1,0,1,3,0,2,0,0.24,2,2,0,2,3,2,4,5,4,2,12,14
2020,9,63464,"HH",42,35,6,1,0,0,7,0,12,0,0.171,0,4,2,2,2,2,5,2,3,4,10,16
2020,9,79764,"HH",34,32,6,0,0,0,2,0,3,0,0.188,0,4,2,2,2,2,5,2,3,4,10,16
2020,9,63543,"LT",27,23,6,1,0,1,4,0,7,0,0.261,2,5,3,6,0,5,0,2,2,2,15,12
2020,9,60559,"LT",25,21,6,0,0,1,4,0,4,0,0.286,2,5,3,6,0,5,0,2,2,2,15,12
2020,9,68529,"LT",20,18,6,0,1,0,2,0,5,0,0.333,2,5,3,6,0,5,0,2,2,2,15,12
2020,9,67246,"OB",34,31,7,0,0,2,2,1,4,0,0.226,5,1,4,2,0,2,0,2,4,5,11,14
2020,9,66291,"OB",40,34,7,1,0,1,5,1,13,0,0.206,5,1,4,2,0,2,0,2,4,5,11,14
2020,9,64893,"SK",38,34,7,1,0,1,4,0,6,0,0.206,2,2,5,3,2,4,2,0,2,4,17,9
2020,9,66145,"LG",30,22,7,0,0,0,7,1,3,0,0.318,2,1,2,0,6,4,2,3,2,2,12,12
2020,9,67008,"KT",27,25,7,1,0,1,2,0,1,0,0.28,2,2,0,2,3,2,4,5,4,2,12,14
2020,9,62920,"SS",33,28,7,1,0,2,5,0,7,0,0.25,3,3,4,2,2,3,4,2,0,2,11,14
2020,9,61411,"SS",40,31,7,0,0,0,7,2,12,0,0.226,3,3,4,2,2,3,4,2,0,2,11,14
2020,9,67421,"SS",22,19,7,0,0,0,3,0,2,0,0.368,3,3,4,2,2,3,4,2,0,2,11,14
2020,9,99818,"HH",20,18,7,3,0,0,2,0,3,0,0.389,0,4,2,2,2,2,5,2,3,4,10,16
2020,9,64565,"LT",24,22,7,1,0,0,2,0,4,0,0.318,2,5,3,6,0,5,0,2,2,2,15,12
2020,9,61643,"OB",33,30,8,3,0,0,3,0,6,0,0.267,5,1,4,2,0,2,0,2,4,5,11,14
2020,9,76430,"WO",25,23,8,1,0,0,2,0,6,0,0.348,4,4,2,2,2,2,5,4,2,0,13,14
2020,9,76350,"SK",27,22,8,2,0,1,4,1,4,0,0.364,2,2,5,3,2,4,2,0,2,4,17,9
2020,9,79847,"SK",35,30,8,0,0,2,5,0,6,0,0.267,2,2,5,3,2,4,2,0,2,4,17,9
2020,9,61895,"SK",32,26,8,0,0,3,6,0,7,0,0.308,2,2,5,3,2,4,2,0,2,4,17,9
2020,9,65643,"NC",34,33,8,2,0,1,1,0,4,0,0.242,2,2,2,4,5,0,2,4,3,2,14,12
2020,9,76118,"NC",36,31,8,1,0,0,5,0,6,0,0.258,2,2,2,4,5,0,2,4,3,2,14,12
2020,9,75342,"KT",27,27,8,2,0,0,0,0,6,0,0.296,2,2,0,2,3,2,4,5,4,2,12,14
2020,9,99819,"HT",22,19,8,0,0,2,2,1,4,0,0.421,4,0,2,1,5,2,1,2,3,4,13,11
2020,9,76225,"LT",44,42,8,1,0,1,1,1,10,0,0.19,2,5,3,6,0,5,0,2,2,2,15,12
2020,9,69399,"WO",33,28,9,0,0,1,4,1,4,0,0.321,4,4,2,2,2,2,5,4,2,0,13,14
2020,9,65398,"WO",37,33,9,0,0,1,3,1,3,0,0.273,4,4,2,2,2,2,5,4,2,0,13,14
2020,9,69360,"WO",58,49,9,1,0,3,7,2,8,0,0.184,4,4,2,2,2,2,5,4,2,0,13,14
2020,9,65411,"SK",22,18,9,1,0,1,4,0,1,0,0.5,2,2,5,3,2,4,2,0,2,4,17,9
2020,9,62056,"SK",23,19,9,3,0,0,4,0,1,0,0.474,2,2,5,3,2,4,2,0,2,4,17,9
2020,9,67119,"LG",37,31,9,0,0,0,5,1,12,0,0.29,2,1,2,0,6,4,2,3,2,2,12,12
2020,9,78352,"NC",44,40,9,1,0,1,4,0,14,0,0.225,2,2,2,4,5,0,2,4,3,2,14,12
2020,9,68043,"KT",28,26,9,2,0,2,2,0,5,0,0.346,2,2,0,2,3,2,4,5,4,2,12,14
2020,9,63960,"SS",30,25,9,1,0,2,5,0,5,0,0.36,3,3,4,2,2,3,4,2,0,2,11,14
2020,9,69745,"HH",45,37,9,2,0,0,7,1,4,0,0.243,0,4,2,2,2,2,5,2,3,4,10,16
2020,9,67703,"HH",47,44,9,3,0,1,2,1,14,0,0.205,0,4,2,2,2,2,5,2,3,4,10,16
2020,9,63342,"WO",33,28,10,0,0,0,5,0,10,0,0.357,4,4,2,2,2,2,5,4,2,0,13,14
2020,9,64861,"SK",72,58,10,1,1,1,13,1,13,0,0.172,2,2,5,3,2,4,2,0,2,4,17,9
2020,9,60768,"SK",28,27,10,1,0,1,1,0,2,0,0.37,2,2,5,3,2,4,2,0,2,4,17,9
2020,9,73801,"LG",40,35,10,0,0,1,4,1,2,0,0.286,2,1,2,0,6,4,2,3,2,2,12,12
2020,9,50705,"HH",44,41,10,0,0,1,3,0,10,0,0.244,0,4,2,2,2,2,5,2,3,4,10,16
2020,9,74857,"HH",34,32,10,3,0,0,2,0,13,0,0.313,0,4,2,2,2,2,5,2,3,4,10,16
2020,9,50234,"OB",59,53,11,0,0,2,6,0,24,0,0.208,5,1,4,2,0,2,0,2,4,5,11,14
2020,9,69343,"WO",61,57,11,2,0,0,2,2,16,0,0.193,4,4,2,2,2,2,5,4,2,0,13,14
2020,9,67603,"WO",40,37,11,3,0,1,2,1,4,0,0.297,4,4,2,2,2,2,5,4,2,0,13,14
2020,9,76757,"KT",29,27,11,3,0,2,2,0,2,0,0.407,2,2,0,2,3,2,4,5,4,2,12,14
2020,9,65616,"HT",44,37,11,2,0,0,7,0,7,0,0.297,4,0,2,1,5,2,1,2,3,4,13,11
2020,9,68701,"HH",46,41,11,6,0,0,5,0,6,0,0.268,0,4,2,2,2,2,5,2,3,4,10,16
2020,9,62360,"WO",35,32,12,4,0,0,2,1,3,0,0.375,4,4,2,2,2,2,5,4,2,0,13,14
2020,9,61268,"WO",33,30,12,3,0,2,3,0,4,0,0.4,4,4,2,2,2,2,5,4,2,0,13,14
2020,9,50157,"LG",34,32,12,1,0,1,1,1,7,0,0.375,2,1,2,0,6,4,2,3,2,2,12,12
2020,9,50640,"HT",75,68,12,3,0,0,6,1,13,0,0.176,4,0,2,1,5,2,1,2,3,4,13,11
2020,9,63950,"HT",41,38,12,2,1,1,2,1,7,0,0.316,4,0,2,1,5,2,1,2,3,4,13,11
2020,9,50662,"HT",31,27,12,2,0,0,3,1,6,0,0.444,4,0,2,1,5,2,1,2,3,4,13,11
2020,9,68403,"SS",28,24,12,1,0,2,4,0,2,0,0.5,3,3,4,2,2,3,4,2,0,2,11,14
2020,9,77927,"SS",32,27,12,5,0,1,5,0,6,0,0.444,3,3,4,2,2,3,4,2,0,2,11,14
2020,9,62528,"LT",37,33,12,5,1,2,4,0,11,0,0.364,2,5,3,6,0,5,0,2,2,2,15,12
2020,9,61101,"LG",65,56,13,2,1,4,9,0,13,0,0.232,2,1,2,0,6,4,2,3,2,2,12,12
2020,9,69103,"LG",71,65,13,1,1,2,5,1,19,0,0.2,2,1,2,0,6,4,2,3,2,2,12,12
2020,9,68902,"NC",36,33,13,1,0,4,3,0,3,0,0.394,2,2,2,4,5,0,2,4,3,2,14,12
2020,9,69748,"HH",54,49,13,1,0,1,5,0,8,0,0.265,0,4,2,2,2,2,5,2,3,4,10,16
2020,9,62869,"SK",67,62,14,3,0,0,5,0,14,0,0.226,2,2,5,3,2,4,2,0,2,4,17,9
2020,9,69439,"SS",74,69,14,1,0,2,4,1,17,0,0.203,3,3,4,2,2,3,4,2,0,2,11,14
2020,9,76355,"LT",40,39,14,1,0,2,1,0,5,0,0.359,2,5,3,6,0,5,0,2,2,2,15,12
2020,9,64805,"OB",54,47,15,3,0,1,6,1,12,0,0.319,5,1,4,2,0,2,0,2,4,5,11,14
2020,9,63248,"OB",62,57,15,1,0,1,5,0,13,0,0.263,5,1,4,2,0,2,0,2,4,5,11,14
2020,9,67313,"WO",67,60,15,1,0,1,6,1,23,0,0.25,4,4,2,2,2,2,5,4,2,0,13,14
2020,9,62754,"HT",48,47,15,0,0,0,0,1,11,0,0.319,4,0,2,1,5,2,1,2,3,4,13,11
2020,9,73117,"SS",26,24,15,3,1,0,2,0,4,0,0.625,3,3,4,2,2,3,4,2,0,2,11,14
2020,9,69744,"HH",53,45,15,3,0,1,7,1,4,0,0.333,0,4,2,2,2,2,5,2,3,4,10,16
2020,9,78536,"LT",45,42,15,4,0,1,3,0,10,0,0.357,2,5,3,6,0,5,0,2,2,2,15,12
2020,9,63348,"WO",46,41,16,3,0,3,5,0,8,0,0.39,4,4,2,2,2,2,5,4,2,0,13,14
2020,9,62363,"WO",88,81,16,1,0,0,7,0,19,0,0.198,4,4,2,2,2,2,5,4,2,0,13,14
2020,9,69940,"NC",75,68,16,1,2,1,5,2,22,0,0.235,2,2,2,4,5,0,2,4,3,2,14,12
2020,9,50636,"HT",99,96,16,0,0,1,2,1,28,0,0.167,4,0,2,1,5,2,1,2,3,4,13,11
2020,9,77637,"HT",93,81,16,3,0,0,12,0,19,0,0.198,4,0,2,1,5,2,1,2,3,4,13,11
2020,9,50524,"LT",79,72,16,2,0,1,7,0,9,1,0.222,2,5,3,6,0,5,0,2,2,2,15,12
2020,9,50558,"LT",98,88,16,6,0,0,9,1,22,0,0.182,2,5,3,6,0,5,0,2,2,2,15,12
2020,9,50126,"LG",41,38,17,5,0,2,3,0,6,0,0.447,2,1,2,0,6,4,2,3,2,2,12,12
2020,9,78148,"LG",74,67,17,3,0,0,7,0,14,0,0.254,2,1,2,0,6,4,2,3,2,2,12,12
2020,9,68900,"NC",70,67,17,2,1,1,2,1,12,0,0.254,2,2,2,4,5,0,2,4,3,2,14,12
2020,9,65516,"KT",90,76,17,5,0,1,13,1,7,0,0.224,2,2,0,2,3,2,4,5,4,2,12,14
2020,9,69646,"HT",44,37,17,4,0,2,6,1,2,0,0.459,4,0,2,1,5,2,1,2,3,4,13,11
2020,9,67391,"WO",47,43,18,7,0,3,4,0,8,0,0.419,4,4,2,2,2,2,5,4,2,0,13,14
2020,9,64768,"SK",71,67,18,5,0,2,4,0,10,0,0.269,2,2,5,3,2,4,2,0,2,4,17,9
2020,9,50030,"KT",70,64,18,0,0,0,6,0,14,0,0.281,2,2,0,2,3,2,4,5,4,2,12,14
2020,9,69045,"OB",97,91,19,4,1,2,5,1,24,0,0.209,5,1,4,2,0,2,0,2,4,5,11,14
2020,9,67263,"OB",81,74,19,3,0,2,4,3,15,0,0.257,5,1,4,2,0,2,0,2,4,5,11,14
2020,9,61365,"SS",41,40,19,3,0,3,1,0,5,1,0.475,3,3,4,2,2,3,4,2,0,2,11,14
2020,9,79229,"OB",44,41,20,3,2,1,3,0,4,0,0.488,5,1,4,2,0,2,0,2,4,5,11,14
2020,9,69539,"LT",67,64,20,2,0,3,3,0,11,0,0.313,2,5,3,6,0,5,0,2,2,2,15,12
2020,9,60841,"SK",97,84,21,2,0,2,10,3,17,0,0.25,2,2,5,3,2,4,2,0,2,4,17,9
2020,9,69962,"NC",86,72,21,4,0,2,13,1,11,0,0.292,2,2,2,4,5,0,2,4,3,2,14,12
2020,9,50040,"KT",109,99,21,3,0,2,9,1,12,0,0.212,2,2,0,2,3,2,4,5,4,2,12,14
2020,9,69032,"KT",87,85,21,5,0,2,2,0,15,0,0.247,2,2,0,2,3,2,4,5,4,2,12,14
2020,9,65764,"HH",93,85,21,3,0,2,8,0,25,0,0.247,0,4,2,2,2,2,5,2,3,4,10,16
2020,9,50835,"SK",98,82,22,4,0,3,15,1,17,0,0.268,2,2,5,3,2,4,2,0,2,4,17,9
2020,9,50912,"NC",105,91,23,6,0,0,11,3,13,0,0.253,2,2,2,4,5,0,2,4,3,2,14,12
2020,9,73211,"LT",88,78,23,1,0,4,9,1,14,0,0.295,2,5,3,6,0,5,0,2,2,2,15,12
2020,9,65048,"KT",87,79,25,3,0,5,7,1,11,0,0.316,2,2,0,2,3,2,4,5,4,2,12,14
2020,9,64021,"LT",95,87,25,2,0,3,6,2,18,0,0.287,2,5,3,6,0,5,0,2,2,2,15,12
2020,9,50404,"SS",113,103,26,3,0,2,9,1,25,0,0.252,3,3,4,2,2,3,4,2,0,2,11,14
2020,9,69446,"SS",82,76,26,4,0,3,5,1,10,0,0.342,3,3,4,2,2,3,4,2,0,2,11,14
2020,9,68419,"SS",102,95,26,6,0,0,7,0,28,0,0.274,3,3,4,2,2,3,4,2,0,2,11,14
2020,9,68135,"LG",83,81,29,5,1,0,0,2,9,0,0.358,2,1,2,0,6,4,2,3,2,2,12,12
2020,9,77318,"HH",113,99,29,10,0,1,13,1,15,0,0.293,0,4,2,2,2,2,5,2,3,4,10,16
