"year","month","T_ID","VS_T_ID","TB_SC","P_ID","BAT_ORDER_NO","PA","AB","RBI","RUN","HIT","H2","H3","HR","SB","CS","SH","SF","BB","IB","HP","KK","GD","ERR","LOB","P_AB_CN","P_HIT_CN"
2017,7,"HH","OB","T",74163,2,5,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2017,7,"OB","HH","B",74206,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2017,7,"HH","OB","T",74729,8,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2017,7,"OB","HH","B",75334,5,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
2017,7,"HH","OB","T",75808,1,5,5,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
2017,7,"OB","HH","B",76267,1,5,4,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2017,7,"HH","OB","T",76753,5,4,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
2017,7,"HH","OB","T",77243,8,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
2017,7,"OB","HH","B",77248,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"HH","OB","T",77464,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"OB","HH","B",78224,4,5,4,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0
2017,7,"HH","OB","T",78288,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"OB","HH","B",79215,3,5,4,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
2017,7,"OB","HH","B",79240,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"KT","WO","T",60558,8,2,2,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2017,7,"WO","KT","B",61353,7,4,3,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
2017,7,"WO","KT","B",62353,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,7,"KT","WO","T",63450,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
2017,7,"WO","KT","B",64300,4,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,7,"WO","KT","B",65357,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"WO","KT","B",65399,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2017,7,"WO","KT","B",66354,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2017,7,"KT","WO","T",67025,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,7,"WO","KT","B",67341,1,5,4,3,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,4,2,2
2017,7,"KT","WO","T",70553,9,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2017,7,"KT","WO","T",73113,6,4,3,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
2017,7,"KT","WO","T",73153,1,5,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1
2017,7,"WO","KT","B",73342,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,7,"KT","WO","T",74215,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2017,7,"KT","WO","T",74339,5,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
2017,7,"KT","WO","T",77462,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2017,7,"WO","KT","B",77463,3,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0
2017,7,"WO","KT","B",77564,5,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,7,"KT","WO","T",77609,9,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
2017,7,"WO","KT","B",78168,2,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0
2017,7,"KT","WO","T",78548,7,4,3,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0
2017,7,"WO","KT","B",79300,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"WO","KT","B",79334,8,4,4,2,2,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
2017,7,"WO","KT","B",79365,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,7,"KT","WO","T",99810,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"LG","SS","T",60100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017,7,"LG","SS","T",61102,8,4,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
2017,7,"SS","LG","B",61104,7,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"LG","SS","T",61186,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2017,7,"SS","LG","B",61404,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"SS","LG","B",62404,3,5,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2017,7,"SS","LG","B",62415,1,5,4,4,3,2,1,0,1,1,0,0,0,1,0,0,0,0,0,1,3,2
2017,7,"LG","SS","T",63077,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,7,"LG","SS","T",63123,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,7,"LG","SS","T",64153,4,4,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"SS","LG","B",64610,8,4,4,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
2017,7,"LG","SS","T",65115,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,7,"SS","LG","B",67450,4,5,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0
2017,7,"SS","LG","B",71432,2,4,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
2017,7,"LG","SS","T",72133,3,4,4,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,7,"SS","LG","B",72466,7,3,2,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2017,7,"SS","LG","B",73824,9,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2017,7,"SS","LG","B",75566,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2017,7,"LG","SS","T",78135,5,4,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2017,7,"LG","SS","T",79109,7,4,3,1,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0
2017,7,"LG","SS","T",79192,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,7,"SS","LG","B",79456,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,7,"SS","LG","B",79465,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,7,"SS","LG","B",95436,5,5,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0
2017,7,"LG","SS","T",99606,6,4,3,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
2017,7,"LT","HT","T",62556,8,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2017,7,"LT","HT","T",62559,6,4,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
2017,7,"HT","LT","B",62864,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
2017,7,"HT","LT","B",65653,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,7,"LT","HT","T",67598,7,4,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2017,7,"HT","LT","B",67650,3,4,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0
2017,7,"HT","LT","B",70410,2,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
2017,7,"HT","LT","B",70756,7,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"LT","HT","T",71564,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2017,7,"LT","HT","T",71565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"HT","LT","B",72443,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
2017,7,"LT","HT","T",72546,9,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2017,7,"HT","LT","B",73606,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,7,"LT","HT","T",74540,5,4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2017,7,"LT","HT","T",76509,2,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2017,7,"HT","LT","B",76849,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,7,"LT","HT","T",77532,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0
2017,7,"LT","HT","T",78513,1,4,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
2017,7,"HT","LT","B",78603,9,3,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,7,"HT","LT","B",78629,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
2017,7,"HT","LT","B",79608,5,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,7,"NC","SK","B",60566,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"NC","SK","B",62016,1,5,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
2017,7,"SK","NC","T",62895,4,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
2017,7,"NC","SK","B",62907,2,5,4,0,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0
2017,7,"NC","SK","B",62934,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"NC","SK","B",62947,3,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
2017,7,"SK","NC","T",63704,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2017,7,"NC","SK","B",63963,7,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1
2017,7,"SK","NC","T",66838,6,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0
2017,7,"SK","NC","T",67872,5,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
2017,7,"NC","SK","B",67935,4,4,4,4,2,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,2
2017,7,"SK","NC","T",72860,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"SK","NC","T",73209,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2017,7,"NC","SK","B",73213,8,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2017,7,"NC","SK","B",73306,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2017,7,"NC","SK","B",73339,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"NC","SK","B",74465,6,4,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0
2017,7,"SK","NC","T",74846,7,4,3,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,2,0
2017,7,"SK","NC","T",75151,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2017,7,"SK","NC","T",75847,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
2017,7,"SK","NC","T",76802,9,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,7,"SK","NC","T",76812,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2017,7,"NC","SK","B",78122,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2017,7,"NC","SK","B",94629,5,4,4,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2017,7,"NC","SS","T",60566,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"SS","NC","B",61404,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"NC","SS","T",62016,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2017,7,"SS","NC","B",62404,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2017,7,"SS","NC","B",62415,1,4,4,1,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
2017,7,"NC","SS","T",62907,2,4,4,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0
2017,7,"NC","SS","T",62934,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"NC","SS","T",62947,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0
2017,7,"NC","SS","T",63963,7,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
2017,7,"SS","NC","B",64610,8,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2017,7,"NC","SS","T",64944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"SS","NC","B",67450,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"SS","NC","B",67454,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
2017,7,"NC","SS","T",67935,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,7,"SS","NC","B",71432,2,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2017,7,"SS","NC","B",72466,7,3,2,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2017,7,"NC","SS","T",73213,8,4,4,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2017,7,"NC","SS","T",73339,9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,7,"SS","NC","B",73824,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"NC","SS","T",74465,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,7,"SS","NC","B",75566,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"NC","SS","T",78122,9,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2017,7,"NC","SS","T",94629,5,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0
2017,7,"SS","NC","B",95436,5,3,2,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2017,7,"KT","OB","B",60343,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,7,"KT","OB","B",60558,9,4,4,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2017,7,"OB","KT","T",61208,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
2017,7,"OB","KT","T",62234,9,3,3,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
2017,7,"OB","KT","T",62244,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
2017,7,"OB","KT","T",63257,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,7,"KT","OB","B",63450,2,5,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0
2017,7,"KT","OB","B",66052,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,7,"OB","KT","T",66209,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,7,"OB","KT","T",66244,6,5,5,1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2017,7,"KT","OB","B",67025,3,5,4,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
2017,7,"KT","OB","B",73113,5,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1
2017,7,"KT","OB","B",73153,1,5,4,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
2017,7,"OB","KT","T",74206,7,5,4,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0
2017,7,"KT","OB","B",74215,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
2017,7,"KT","OB","B",74339,6,4,3,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0
2017,7,"OB","KT","T",75334,5,5,5,2,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,3,1
2017,7,"OB","KT","T",76232,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"OB","KT","T",76267,1,5,4,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
2017,7,"OB","KT","T",77248,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"KT","OB","B",77462,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"KT","OB","B",77609,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,7,"OB","KT","T",78224,4,5,5,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2017,7,"KT","OB","B",78361,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"KT","OB","B",78548,7,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,7,"OB","KT","T",79215,3,5,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
2017,7,"OB","KT","T",79240,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,7,"KT","OB","B",99810,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,7,"HT","SK","B",62864,8,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2017,7,"SK","HT","T",62895,4,6,5,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,3,0
2017,7,"HT","SK","B",63636,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"SK","HT","T",63704,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"HT","SK","B",63722,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"SK","HT","T",64868,1,6,4,0,2,1,0,0,0,0,0,0,0,1,0,1,2,0,0,2,1,0
2017,7,"HT","SK","B",65653,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,7,"SK","HT","T",66838,7,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,7,"HT","SK","B",67650,3,6,4,1,2,4,2,0,0,0,0,1,0,1,0,0,0,0,0,4,1,1
2017,7,"SK","HT","T",67872,5,6,5,4,2,2,0,0,2,0,0,0,0,1,0,0,0,0,0,1,3,1
2017,7,"HT","SK","B",70410,2,6,6,2,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1
2017,7,"HT","SK","B",70756,7,5,3,2,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1
2017,7,"SK","HT","T",71837,7,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0
2017,7,"HT","SK","B",72443,4,5,4,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,1
2017,7,"SK","HT","T",73209,2,6,5,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,2
2017,7,"HT","SK","B",73606,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,7,"SK","HT","T",74846,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"SK","HT","T",75151,6,6,5,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0
2017,7,"SK","HT","T",75847,3,6,4,4,2,3,0,0,1,0,0,0,0,2,1,0,0,0,0,2,2,1
2017,7,"SK","HT","T",76802,9,6,5,0,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,1
2017,7,"SK","HT","T",76812,8,6,6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0
2017,7,"HT","SK","B",76849,1,6,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
2017,7,"HT","SK","B",78603,9,5,4,2,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,0
2017,7,"HT","SK","B",78629,6,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"HT","SK","B",79608,5,5,4,1,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0
2017,7,"LG","WO","B",61102,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"LG","WO","B",61114,7,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
2017,7,"LG","WO","B",61186,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"WO","LG","T",61353,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
2017,7,"WO","LG","T",62353,7,4,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"LG","WO","B",63077,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"LG","WO","B",63123,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
2017,7,"LG","WO","B",64115,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"LG","WO","B",64153,4,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
2017,7,"WO","LG","T",64300,4,5,4,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,3,2,1
2017,7,"LG","WO","B",65115,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2017,7,"WO","LG","T",65357,2,5,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2017,7,"WO","LG","T",65399,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,7,"WO","LG","T",66354,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2017,7,"WO","LG","T",67341,1,4,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,7,"LG","WO","B",71842,8,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,7,"LG","WO","B",72133,3,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,7,"WO","LG","T",77564,6,3,3,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2017,7,"LG","WO","B",78135,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
2017,7,"WO","LG","T",78168,3,5,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2017,7,"LG","WO","B",79109,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
2017,7,"LG","WO","B",79192,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2017,7,"WO","LG","T",79300,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"WO","LG","T",79334,8,4,4,1,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0
2017,7,"LG","WO","B",99606,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"LT","HH","B",60523,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"LT","HH","B",61591,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
2017,7,"HH","LT","T",61700,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,7,"LT","HH","B",62556,8,4,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
2017,7,"LT","HH","B",62559,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2017,7,"HH","LT","T",62768,8,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2017,7,"HH","LT","T",62797,6,4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0
2017,7,"LT","HH","B",66508,1,3,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"HH","LT","T",66716,9,4,3,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2017,7,"HH","LT","T",66740,4,5,5,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2017,7,"LT","HH","B",67598,7,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,7,"HH","LT","T",71347,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2017,7,"LT","HH","B",71564,4,4,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
2017,7,"LT","HH","B",71565,6,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0
2017,7,"HH","LT","T",71752,3,5,5,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
